location,longitude,latitude,start,end,epiUnit
HPAI_H5_GAU_2021_043,19.9,-33.2,5/31/2021,2/9/2023,Farm
HPAI_H5_GAU_2021_090,22.3,-33.7,7/21/2022,1/9/2023,Farm
HPAI_H5_GAU_2021_096,27.9,-26.3,1/5/2023,12/31/1969,Farm
HPAI_H5_GAU_2021_092,28.6,-26.3,10/2/2022,12/28/2022,Farm
HPAI_H5_GAU_2021_091,30.5,-29.7,9/14/2022,12/7/2022,Farm
HPAI_H5_GAU_2021_088,30,-27.7,8/2/2022,11/15/2022,Farm
HPAI_H5_GAU_2021_095,24.5,-29.4,11/14/2022,12/31/1969,Farm
HPAI_H5_GAU_2021_094,31,-29.1,11/10/2022,12/31/1969,Farm
HPAI_H5_GAU_2021_087,28,-26.6,4/18/2022,11/6/2022,Farm
HPAI_H5_GAU_2021_055,21.6,-34,7/13/2021,10/3/2022,Farm
HPAI_H5_GAU_2021_038,21.5,-34,6/13/2021,10/3/2022,Farm
HPAI_H5_GAU_2021_093,29.6,-30.2,10/2/2022,12/31/1969,Farm
HPAI_H5_GAU_2021_086,28.2,-26.3,3/14/2022,5/26/2022,Farm
HPAI_H5_GAU_2021_089,30.5,-29.7,9/8/2022,12/31/1969,Farm
HPAI_H5_GAU_2021_082,19.1,-33.2,11/14/2021,8/11/2022,Farm
HPAI_H5_GAU_2021_051,28.2,-25.9,8/8/2021,8/16/2022,Farm
HPAI_H5_GAU_2021_064,31.4,-28.3,10/19/2021,7/25/2022,Village
HPAI_H5_GAU_2021_080,28.3,-26,1/23/2022,7/12/2022,Farm
HPAI_H5_GAU_2021_065,28,-25.9,10/23/2021,7/10/2022,Farm
HPAI_H5_GAU_2021_063,21.4,-34,7/4/2021,6/7/2022,Farm
HPAI_H5_GAU_2021_081,18.7,-33.6,1/26/2022,6/14/2022,Farm
HPAI_H5_GAU_2021_053,22.5,-33.5,7/27/2021,5/26/2022,Farm
HPAI_H5_GAU_2021_024,26.2,-27.8,5/24/2021,7/18/2021,Backyard
HPAI_H5_GAU_2021_085,21.6,-34.1,1/18/2022,5/3/2022,Farm
HPAI_H5_GAU_2021_054,28.2,-25.9,8/24/2021,5/22/2022,Farm
HPAI_H5_GAU_2021_079,28.3,-26,1/23/2022,4/11/2022,Farm
HPAI_H5_GAU_2021_083,20.7,-33.5,12/2/2021,4/10/2022,Farm
HPAI_H5_GAU_2021_011,19.5,-33.7,5/5/2021,7/22/2021,Farm
HPAI_H5_GAU_2021_077,27.8,-26.6,11/15/2021,4/13/2022,Farm
HPAI_H5_GAU_2021_084,27.9,-26.4,2/16/2022,4/13/2022,Farm
HPAI_H5_GAU_2021_015,19.5,-33.6,5/17/2021,7/19/2021,Farm
HPAI_H5_GAU_2021_017,19.5,-34.1,5/17/2021,7/22/2021,Farm
HPAI_H5_GAU_2021_006,19.5,-33.6,5/3/2021,7/19/2021,Farm
HPAI_H5_GAU_2021_060,21.5,-34,7/14/2021,11/9/2021,Farm
HPAI_H5_GAU_2021_062,29.8,-28.5,9/30/2021,3/16/2022,Farm
HPAI_H5_GAU_2021_061,32.1,-28.4,10/3/2021,1/30/2022,Farm
HPAI_H5_GAU_2021_057,30.3,-29.7,8/22/2021,1/21/2022,Farm
HPAI_H5_GAU_2021_069,27.5,-26.1,10/27/2021,1/19/2022,Farm
HPAI_H5_GAU_2021_072,27.8,-26.5,11/2/2021,3/3/2022,Farm
HPAI_H5_GAU_2021_070,28,-26.6,10/25/2021,3/3/2022,Farm
HPAI_H5_GAU_2021_068,28.2,-26.2,10/25/2021,3/3/2022,Farm
HPAI_H5_GAU_2021_076,28.4,-26.1,10/31/2021,3/3/2022,Farm
HPAI_H5_GAU_2021_058,30.1,-29.7,9/17/2021,11/17/2021,Backyard
HPAI_H5_GAU_2021_056,30.3,-29.7,9/3/2021,1/23/2022,Farm
HPAI_H5_GAU_2021_042,30.5,-29.7,7/18/2021,11/24/2021,Farm
HPAI_H5_GAU_2021_031,25.4,-33.9,6/13/2021,12/20/2021,Backyard
HPAI_H5_GAU_2021_047,25.4,-33.9,7/20/2021,9/17/2021,Backyard
HPAI_H5_GAU_2021_039,30.5,-29.75,7/7/2021,12/1/2021,Farm
HPAI_H5_GAU_2021_059,18.6,-33.5,9/24/2021,2/1/2022,Farm
HPAI_H5_GAU_2021_050,27.9,-26,8/15/2021,9/29/2021,Farm
HPAI_H5_GAU_2021_067,19,-33.7,10/16/2021,12/23/2021,Farm
HPAI_H5_GAU_2021_030,18.7,-34,6/1/2021,1/19/2022,Backyard
HPAI_H5_GAU_2021_036,18.5,-34,6/20/2021,1/17/2022,Farm
HPAI_H5_GAU_2021_066,31.4,-28.8,10/1/2021,1/13/2022,Farm
HPAI_H5_GAU_2021_078,22.1,-33.6,12/1/2021,1/2/2022,Farm
HPAI_H5_GAU_2021_073,27.7,-26.6,10/14/2021,12/22/2021,Farm
HPAI_H5_GAU_2021_001,28.2,-26.3,4/8/2021,12/19/2021,Farm
HPAI_H5_GAU_2021_071,28.1,-25.5,11/3/2021,12/12/2021,Farm
HPAI_H5_GAU_2021_037,20.7,-34.3,6/7/2021,12/8/2021,Farm
HPAI_H5_GAU_2021_033,30.4,-29.6,6/11/2021,12/7/2021,Farm
HPAI_H5_GAU_2021_046,30.5,-29.7,7/25/2021,11/26/2021,Farm
HPAI_H5_GAU_2021_045,30.5,-29.7,7/24/2021,11/21/2021,Farm
HPAI_H5_GAU_2021_026,26.8,-26.3,5/31/2021,9/12/2021,Farm
HPAI_H5_GAU_2021_049,30.5,-29.7,8/8/2021,10/14/2021,Farm
HPAI_H5_GAU_2021_041,30.5,-29.7,7/18/2021,10/14/2021,Farm
HPAI_H5_GAU_2021_009,27.2,-26.6,5/6/2021,10/28/2021,Farm
HPAI_H5_GAU_2021_048,30.4,-29.6,7/28/2021,11/14/2021,Farm
HPAI_H5_GAU_2021_008,29.3,-26.8,5/6/2021,8/30/2021,Farm
HPAI_H5_GAU_2021_029,25.4,-33.9,6/8/2021,9/5/2021,Farm
HPAI_H5_GAU_2021_034,25.4,-33.9,6/21/2021,8/17/2021,Backyard
HPAI_H5_GAU_2021_025,18.2,-32.8,5/16/2021,11/10/2021,Backyard
HPAI_H5_GAU_2021_044,25.7,-32.2,6/24/2021,9/29/2021,Farm
HPAI_H5_GAU_2021_020,29.9,-28,5/22/2021,10/11/2021,Farm
HPAI_H5_GAU_2021_040,26.3,-30.6,7/9/2021,10/11/2021,Farm
HPAI_H5_GAU_2021_028,28.48,-25.8,6/6/2021,10/6/2021,Farm
HPAI_H5_GAU_2021_052,18.8,-33.9,8/8/2021,10/3/2021,Farm
HPAI_H5_GAU_2021_004,28.3,-26.3,5/1/2021,8/29/2021,Farm
HPAI_H5_GAU_2021_027,22.3,-34,6/4/2021,9/6/2021,Farm
HPAI_H5_GAU_2021_018,18.6,-33.5,5/13/2021,8/29/2021,Backyard
HPAI_H5_GAU_2021_035,27.8,-25.9,6/27/2021,8/15/2021,Backyard
HPAI_H5_GAU_2021_003,27,-26.8,4/18/2021,8/15/2021,Farm
HPAI_H5_GAU_2021_013,27.8,-26.5,5/10/2021,8/25/2021,Backyard
HPAI_H5_GAU_2021_012,18.4,-33,5/10/2021,8/12/2021,Farm
HPAI_H5_GAU_2021_019,18.9,-33.6,5/18/2021,8/9/2021,Farm
HPAI_H5_GAU_2021_021,22.3,-33.9,5/22/2021,7/26/2021,Farm
HPAI_H5_GAU_2021_014,28,-26.6,5/12/2021,7/29/2021,Farm
HPAI_H5_GAU_2021_022,18.9,-33.6,5/26/2021,7/25/2021,Farm
HPAI_H5_GAU_2021_005,27.3,-26.6,5/2/2021,7/5/2021,Farm
HPAI_H5_GAU_2021_007,18.6,-33.4,5/4/2021,7/22/2021,Farm
HPAI_H5_GAU_2021_016,18.6,-33,5/5/2021,7/23/2021,Farm
HPAI_H5_GAU_2021_032,27.2,-26.6,5/20/2021,12/31/1969,Backyard
HPAI_H5_GAU_2021_010,28.7,-27,5/9/2021,6/27/2021,Farm
HPAI_H5_GAU_2021_023,27.5,-26.9,5/17/2021,12/31/1969,Farm
HPAI_H5_GAU_2021_002,28.4,-25.5,3/3/2021,5/13/2021,Farm
