location,longitude,latitude,start,end,epiUnit
Algestrup,12.0383,55.3652,11/14/2021,11/14/2021,Not applicable
Rødekro,9.3323,55.0722,11/13/2021,11/13/2021,Not applicable
Agersø,11.199,55.204,11/6/2021,11/6/2021,Not applicable
Vedskølle,11.3683,55.2269,11/6/2021,11/6/2021,Not applicable
Nexø,15.1242,55.0538,11/11/2021,11/11/2021,Not applicable
Nexø,15.1349,55.06,11/10/2021,11/10/2021,Not applicable
Sønderho,8.47,55.349,11/1/2021,11/1/2021,Not applicable
Vilslev Enge,8.662,55.398,10/30/2021,10/30/2021,Not applicable
Toftlund,9.0657,55.1882,11/10/2021,11/10/2021,Not applicable
Gedser,11.9228,54.5845,11/9/2021,11/9/2021,Not applicable
Tim,8.2995,56.1938,11/9/2021,11/9/2021,Not applicable
Hanstholm,8.5956,57.122,11/9/2021,11/9/2021,Not applicable
Roskilde,11.954,55.6433,11/8/2021,11/8/2021,Not applicable
Bajstrup,9.2682,54.9055,11/5/2021,11/5/2021,Not applicable
Faxe Ladesplads,12.163,55.215,11/4/2021,11/4/2021,Not applicable
Ekilstrup,11.8688,54.8567,11/2/2021,11/2/2021,Not applicable
Bøjden,10.0822,55.1033,10/30/2021,10/30/2021,Not applicable
Årslev,10.0724,56.148,10/29/2021,10/29/2021,Not applicable
Klejtrup,9.6485,56.589,10/31/2021,10/31/2021,Not applicable
Gammel Kalvehave,12.1032,55.0029,10/27/2021,10/27/2021,Not applicable
Boeslunde,11.281,55.2905,11/1/2021,11/2/2021,Backyard
Vilslev Enge,8.6611,55.3972,10/23/2021,10/23/2021,Not applicable
Horne,10.1689,55.0918,10/26/2021,10/26/2021,Not applicable
Boeslunde,11.2137,55.2961,10/24/2021,10/24/2021,Not applicable
Godsted,11.5961,54.7223,10/25/2021,10/25/2021,Not applicable
Vilslev,8.6611,55.3972,10/15/2021,10/15/2021,Not applicable
Højer,8.67,54.95,10/12/2021,10/12/2021,Not applicable
