location,longitude,latitude,start,end,epiUnit
Verona,10.966886,45.451722,2/22/2023,12/31/1969,Natural park
San Giovanni Lupatoto,11.024874,45.39217,2/19/2023,12/31/1969,Natural park
Garda,10.708521,45.569568,2/22/2023,12/31/1969,Body of water
Covo,9.814789,45.512997,2/26/2023,12/31/1969,Natural park
Desenzano Del Garda,10.569362,45.460408,2/16/2023,12/31/1969,Natural park
Brescia,10.222527,45.538,2/14/2023,12/31/1969,Natural park
Fiesse,10.322179,45.231155,2/19/2023,12/31/1969,Natural park
Desenzano Del Garda,10.577934,45.460397,2/17/2023,12/31/1969,Natural park
Malalbergo,11.494031,44.650049,2/21/2023,2/23/2023,Natural park
San Possidonio,10.987934,44.891586,2/21/2023,2/23/2023,Natural park
Mantova,10.785836,45.160687,2/28/2023,12/31/1969,Body of water
Madruzzo,10.95905,46.02647,2/21/2023,12/31/1969,Natural park
Peschiera Del Garda,10.694178,45.445856,2/20/2023,12/31/1969,Body of water
Lazise,10.700019,45.475544,2/16/2023,12/31/1969,Body of water
Peschiera Del Garda,10.678956,45.443453,2/16/2023,12/31/1969,Natural park
Bussolengo,10.863227,45.468308,2/16/2023,12/31/1969,Natural park
Legnago,11.296403,45.192486,2/15/2023,12/31/1969,Natural park
Peschiera Del Garda,10.693055,45.439495,2/16/2023,12/31/1969,Natural park
Verona,10.99578,45.424845,2/21/2023,12/31/1969,Body of water
Verona,11.009895,45.425053,2/20/2023,12/31/1969,Body of water
Desenzano Del Garda,10.538398,45.484495,2/17/2023,12/31/1969,Natural park
Nuvolento,10.384572,45.545789,2/17/2023,12/31/1969,Natural park
Desenzano Del Garda,10.538044,45.48609,2/18/2023,12/31/1969,Natural park
Sirmione,10.621152,45.457513,2/17/2023,12/31/1969,Natural park
Desenzano Del Garda,10.544818,45.471795,2/16/2023,12/31/1969,Body of water
Manerba Del Garda,10.572395,45.553872,2/9/2023,12/31/1969,Natural park
Toscolano-Maderno,10.618978,45.637738,2/13/2023,12/31/1969,Natural park
Parma,10.2903,44.7778,2/16/2023,2/20/2023,Natural park
Parma,10.3111,44.8275,2/16/2023,2/20/2023,Natural park
Monticelli d' Ongina,9.90639,45.0918,2/8/2023,2/14/2023,Body of water
Modena,10.84515,44.6457,2/7/2023,2/12/2023,Natural park
Carpi,10.88436,44.8195,2/7/2023,2/12/2023,Natural park
Toscolano-Maderno,10.618978,45.63773,1/28/2023,2/18/2023,Natural park
Quinzano d' Oglio,10.00632,45.31302,10/8/2022,10/29/2022,Other
Seniga,10.190601,45.24626,10/8/2022,10/29/2022,Natural park
Bagnolo Mella,10.18632,45.43,11/19/2022,12/12/2022,Other
Rovato,10.021483,45.52726,12/19/2022,1/9/2023,Natural park
Azzano Mella,10.1302,45.483,12/18/2022,1/8/2023,Natural park
Mantova,10.815188,45.161038,2/16/2023,12/31/1969,Natural park
Carpi,10.903537,44.77953,2/16/2023,12/31/1969,Natural park
Verona,11.004205,45.442772,2/10/2023,12/31/1969,Other
Villasanta,9.2993,45.6,2/16/2023,12/31/1969,Natural park
Campello Sul Clitunno,12.767553,42.83316,12/4/2022,2/20/2023,Natural park
San Giacomo Delle Segnate,11.029455,44.97225,2/15/2023,12/31/1969,Natural park
Verona,11.009895,45.425053,2/13/2023,12/31/1969,Body of water
Cologne,9.942427,45.580845,2/13/2023,12/31/1969,Natural park
Peschiera Del Garda,10.669542,45.45211,2/9/2023,12/31/1969,Body of water
Verona,10.99578,45.424845,2/11/2023,12/31/1969,Body of water
Mantova,10.759409,45.157876,2/12/2023,12/31/1969,Body of water
San Giovanni Lupatoto,11.041316,45.380196,1/29/2023,12/31/1969,Natural park
San Giovanni Lupatoto,11.028599,45.401087,1/23/2023,12/31/1969,Natural park
Mezzane Di Sotto,11.127575,45.481619,1/31/2023,12/31/1969,Natural park
Pastrengo,10.813859,45.496856,1/30/2023,12/31/1969,Natural park
Verona,10.992862,45.414634,2/2/2023,12/31/1969,Natural park
Verona,10.9921634,45.445154,1/30/2023,12/31/1969,Natural park
Verona,10.998157,45.432689,1/24/2023,12/31/1969,Natural park
Verona,10.94092,45.482563,1/23/2023,12/31/1969,Natural park
Verona,10.999779,45.435159,1/13/2023,12/31/1969,Natural park
Verona,10.991131,45.434288,12/29/2022,12/31/1969,Natural park
Lignano Sabbiadoro,13.101565,45.65998,2/1/2023,2/12/2023,Natural park
Lignano Sabbiadoro,13.10403,45.6565,1/29/2023,2/2/2023,Natural park
Occhiobello,11.603131,44.91956,2/8/2023,12/31/1969,Natural park
Marano Lagunare,13.070495,45.69842,1/29/2023,2/5/2023,Body of water
 STARANZANO,13.51902,45.74495,12/13/2022,2/2/2023,Body of water
Lignano Sabbiadoro,13.108016,45.66227,1/19/2023,1/26/2023,Body of water
Città di Castello,12.348598,43.59164,12/28/2022,1/23/2023,Natural park
Monticelli d' Ongina,9.958216,45.11576,1/11/2023,1/16/2023,Natural park
MARANO LAGUNARE,13.149455,45.70159,12/28/2022,1/15/2023,Body of water
Grado,13.469059,45.7039,1/9/2023,12/31/1969,Body of water
Porto Tolle,12.42283,44.9603,12/2/2022,12/31/1969,Natural park
ROSOLINA,12.273202,45.10542,12/6/2022,12/31/1969,Body of water
Mozzecane,10.849781,45.31273,12/22/2022,12/31/1969,Natural park
Molinella,11.634733,44.59032,12/22/2022,1/2/2023,Natural park
Copparo,11.815334,44.8958,1/4/2023,1/4/2023,Natural park
Castel d' Azzano,10.938576,45.35978,11/19/2022,12/31/1969,Natural park
Ravenna,12.19551,44.47955,9/21/2022,9/27/2022,Natural park
Rovato,10.021483,45.52726,12/15/2022,12/31/1969,Natural park
Venezia,12.331729,45.43817,11/24/2022,12/31/1969,Village
Turriaco,13.440441,45.8247,11/28/2022,12/31/1969,Natural park
Grado,13.473825,45.71898,12/1/2022,12/31/1969,Natural park
Staranzano,13.504445,45.75232,12/13/2022,12/31/1969,Body of water
Zola Predosa,11.202484,44.50999,11/24/2022,11/27/2022,Natural park
Ferrara,11.52626,44.89385,11/23/2022,11/24/2022,Natural park
Ravenna,12.289917,44.32955,12/1/2022,12/5/2022,Body of water
Porto Viro,12.323158,44.96952,11/25/2022,12/31/1969,Natural park
Breme,8.607506,45.15309,11/16/2022,12/31/1969,Natural park
Campagna Lupia,12.173481,45.31991,11/15/2022,12/31/1969,Body of water
Campagna Lupia,12.173481,45.31991,10/25/2022,12/31/1969,Body of water
Campagna Lupia,12.173481,45.31991,11/1/2022,12/31/1969,Body of water
Comacchio,12.180412,44.66201,11/16/2022,11/22/2022,Natural park
Casaleone,11.174902,45.14587,11/7/2022,12/31/1969,Natural park
Gazzo Veronese,11.074116,45.13587,11/15/2022,12/31/1969,Natural park
SANT'AGATA BOLOGNESE,11.14812,44.63866,11/8/2022,11/13/2022,Natural park
Baricella,11.571362,44.68781,11/2/2022,11/10/2022,Natural park
Cavallino-Treporti,12.450338,45.47232,11/9/2022,12/31/1969,Body of water
Peschiera Del Garda,10.673873,45.43843,11/8/2022,12/31/1969,Natural park
CASIER,12.268936,45.60932,11/11/2022,12/31/1969,Natural park
Quinto Di Treviso,12.165639,45.64515,11/9/2022,12/31/1969,Body of water
Castagnaro,11.403185,45.08956,10/29/2022,12/31/1969,Natural park
Nogara,11.064497,45.1877,10/25/2022,12/31/1969,Natural park
Galliera Veneta,11.834366,45.66056,11/6/2022,12/31/1969,Natural park
Bentivoglio,11.441952,44.65679,10/30/2022,11/6/2022,Natural park
Medicina,11.68982,44.52285,10/19/2022,11/6/2022,Body of water
Comacchio,12.184646,44.66123,10/19/2022,11/6/2022,Body of water
Castel Maggiore,11.35637,44.5812,10/17/2022,10/19/2022,Natural park
San Giovanni In Persiceto,11.12692,44.6122,10/17/2022,10/19/2022,Natural park
Cadelbosco Di Sopra,10.6163,44.776,10/11/2022,10/16/2022,Natural park
Comacchio,12.202284,44.78527,10/11/2022,10/22/2022,Body of water
Codevigo,12.150138,45.22645,10/20/2022,12/31/1969,Body of water
Casalromano,10.357186,45.20011,10/5/2022,10/12/2022,Natural park
Campagna Lupia,12.173481,45.31991,10/11/2022,12/31/1969,Body of water
Cavallino-Treporti,12.43798,45.43781,10/8/2022,12/31/1969,Other
