location,longitude,latitude,start,end,epiUnit
Vinh Son,106.9883,16.9819,6/7/2022,7/7/2022,Village
Truc Hung,106.1879,20.178,8/15/2022,9/15/2022,Village
Pho Chau,109.0601,14.615,8/14/2022,9/14/2022,Village
Le Loi,106.466,20.444,8/14/2022,9/14/2022,Village
Cam Quang,105.9759,18.277,8/1/2022,9/1/2022,Village
Bat Xat,103.8884,22.54,7/18/2022,8/18/2022,Village
Son Ha,105.8952,20.741,7/18/2022,8/18/2022,Village
Loc Thuy,106.7556,17.252,7/16/2022,8/16/2022,Village
Yen Ho,105.6541,18.547,7/8/2022,8/8/2022,Village
Nghia Tan,107.668848,11.9768,7/7/2022,8/7/2022,Village
Thanh Ne,106.4418,20.3851,6/30/2022,7/31/2022,Village
Canh Hiển,109.0446,13.6597,5/24/2022,6/24/2022,Village
Sa Loong,107.6021,14.5752,5/30/2022,6/30/2022,Village
Hoa Thanh,105.4911,18.9899,10/3/2022,12/31/1969,Village
Dai Phong,108.04,15.85,6/27/2022,7/27/2022,Village
Vinh Son,106.9883,16.9819,6/7/2022,7/7/2022,Village
Hậu Thành,106.0049,10.385,4/22/2022,5/22/2022,Village
Trà Bình,108.6102,15.2467,4/17/2022,5/17/2022,Village
Tịnh Hòa,108.8786,15.21,4/13/2022,5/13/2022,Village
Quế Thọ,108.1488,15.611,4/12/2022,5/12/2022,Village
Đồng Tâm,105.5789,21.3015,4/6/2022,5/6/2022,Village
Yên Lộc,106.0592,20.0909,3/30/2022,4/29/2022,Village
Ái Nghĩa,108.1182,15.8923,3/30/2022,4/29/2022,Village
Ngô Mây,107.9725,14.3801,3/29/2022,4/29/2022,Village
Ninh Bình,109.088,12.4878,3/22/2022,4/22/2022,Village
Song Nhan,107.115,10.8353,3/19/2022,4/19/2022,Village
Tam Xuan,108.5308,15.5183,3/16/2022,4/16/2022,Village
Cam Linh,105.3574,21.167,3/16/2022,4/16/2022,Village
Tho Loc,105.5317,21.1223,2/9/2022,3/9/2022,Village
Bac Son,106.9622,10.9709,1/31/2022,2/28/2022,Village
Thuy An,105.4034,21.1569,2/6/2022,3/6/2022,Village
Phu Thuy,106.7356,17.19,1/30/2022,3/2/2022,Village
Que Xuan 1,108.2888,15.8152,1/29/2022,2/28/2022,Village
Que My,108.3088,15.7398,1/27/2022,2/27/2022,Village
Hai Thuong,107.2201,16.7189,12/27/2021,1/27/2022,Village
Thanh Binh,106.0735,11.562,10/11/2021,11/11/2021,Village
Yen Thai,105.9983,20.0833,12/6/2021,1/6/2022,Village
Quynh Xuan,105.6906,19.2135,12/5/2021,1/5/2022,Village
Long Binh,106.8093,11.8122,11/18/2021,12/18/2021,Village
