country,eventID,startDate,endDate
Bangladesh,2162,2017-01-15T00:00:00.000+00:00,2018-05-31T00:00:00.000+00:00
Malaysia,2628,2018-07-27T00:00:00.000+00:00,2018-09-15T00:00:00.000+00:00
Nigeria,1682,2015-01-02T00:00:00.000+00:00,2017-06-12T00:00:00.000+00:00
Cambodia,2653,2018-08-20T00:00:00.000+00:00,2018-08-30T00:00:00.000+00:00
India,2766,2018-12-07T00:00:00.000+00:00,2018-12-14T00:00:00.000+00:00
Nepal,2552,2018-05-03T00:00:00.000+00:00,2018-05-15T00:00:00.000+00:00
Bhutan,2502,2018-03-06T00:00:00.000+00:00,2018-08-08T00:00:00.000+00:00
Ghana,2598,2018-06-06T00:00:00.000+00:00,2018-07-30T00:00:00.000+00:00
France,2517,2018-03-22T00:00:00.000+00:00,2018-03-28T00:00:00.000+00:00
India,2776,2018-12-15T00:00:00.000+00:00,2019-09-03T00:00:00.000+00:00
India,2484,2018-02-11T00:00:00.000+00:00,2018-06-05T00:00:00.000+00:00
India,2495,2018-02-11T00:00:00.000+00:00,2018-06-05T00:00:00.000+00:00
Cote D'Ivoire,1760,2015-04-09T00:00:00.000+00:00,2016-10-24T00:00:00.000+00:00
Bangladesh,2432,2017-11-25T00:00:00.000+00:00,2018-03-27T00:00:00.000+00:00
Bangladesh,2250,2017-01-14T00:00:00.000+00:00,2017-03-16T00:00:00.000+00:00
Cameroon,1951,2016-05-20T00:00:00.000+00:00,2017-03-27T00:00:00.000+00:00
Togo,2309,2017-06-07T00:00:00.000+00:00,2017-10-24T00:00:00.000+00:00
China (People's Rep. of),1626,2014-09-12T00:00:00.000+00:00,2017-10-10T00:00:00.000+00:00
Myanmar,2332,2017-07-16T00:00:00.000+00:00,2017-08-24T00:00:00.000+00:00
Vietnam,2353,2017-08-24T00:00:00.000+00:00,2017-09-24T00:00:00.000+00:00
Laos,2338,2017-07-02T00:00:00.000+00:00,2017-09-30T00:00:00.000+00:00
Niger,1953,2016-02-21T00:00:00.000+00:00,2017-09-20T00:00:00.000+00:00
China (People's Rep. of),1707,2015-02-04T00:00:00.000+00:00,2015-02-25T00:00:00.000+00:00
Malaysia,2225,2017-02-28T00:00:00.000+00:00,2017-04-01T00:00:00.000+00:00
Laos,2043,2016-09-28T00:00:00.000+00:00,2016-10-26T00:00:00.000+00:00
Cambodia,2419,2017-11-22T00:00:00.000+00:00,2018-03-24T00:00:00.000+00:00
India,2128,2016-12-19T00:00:00.000+00:00,2017-06-16T00:00:00.000+00:00
India,2153,2016-12-22T00:00:00.000+00:00,2017-06-06T00:00:00.000+00:00
Nepal,2230,2017-03-02T00:00:00.000+00:00,2017-03-10T00:00:00.000+00:00
Nepal,2209,2017-02-17T00:00:00.000+00:00,2017-03-05T00:00:00.000+00:00
Nepal,2560,2018-05-20T00:00:00.000+00:00,2018-09-10T00:00:00.000+00:00
France,1876,2015-11-14T00:00:00.000+00:00,2017-03-21T00:00:00.000+00:00
Iran,2254,2017-01-15T00:00:00.000+00:00,2017-01-16T00:00:00.000+00:00
Vietnam,2200,2017-02-14T00:00:00.000+00:00,2017-05-26T00:00:00.000+00:00
Germany,2112,2016-11-30T00:00:00.000+00:00,2017-01-14T00:00:00.000+00:00
Bangladesh,2167,2017-01-15T00:00:00.000+00:00,2017-03-01T00:00:00.000+00:00
Niger,1736,2015-04-02T00:00:00.000+00:00,2017-03-13T00:00:00.000+00:00
Cambodia,2176,2017-01-25T00:00:00.000+00:00,2017-01-31T00:00:00.000+00:00
France,2115,2016-12-06T00:00:00.000+00:00,2017-04-27T00:00:00.000+00:00
Vietnam,2316,2017-07-04T00:00:00.000+00:00,2017-07-25T00:00:00.000+00:00
Libya,1716,2015-02-01T00:00:00.000+00:00,2015-06-30T00:00:00.000+00:00
Vietnam,2039,2016-09-25T00:00:00.000+00:00,2016-10-19T00:00:00.000+00:00
Togo,2011,2016-08-18T00:00:00.000+00:00,2016-11-07T00:00:00.000+00:00
Iraq,1988,2016-06-15T00:00:00.000+00:00,2016-10-12T00:00:00.000+00:00
India,1946,2016-05-01T00:00:00.000+00:00,2016-09-05T00:00:00.000+00:00
Myanmar,1934,2016-04-11T00:00:00.000+00:00,2016-05-17T00:00:00.000+00:00
Burkina Faso,1725,2015-02-10T00:00:00.000+00:00,2015-11-29T00:00:00.000+00:00
United States of America,1940,2016-04-26T00:00:00.000+00:00,2016-08-09T00:00:00.000+00:00
Vietnam,1868,2015-11-07T00:00:00.000+00:00,2016-05-23T00:00:00.000+00:00
Lebanon,1937,2016-04-20T00:00:00.000+00:00,2016-06-01T00:00:00.000+00:00
Cambodia,1947,2016-05-04T00:00:00.000+00:00,2016-05-12T00:00:00.000+00:00
Bangladesh,1914,2016-02-01T00:00:00.000+00:00,2016-02-04T00:00:00.000+00:00
Iraq,1938,2015-12-16T00:00:00.000+00:00,2016-05-07T00:00:00.000+00:00
India,1903,2016-01-07T00:00:00.000+00:00,2016-04-27T00:00:00.000+00:00
United Kingdom,1893,2016-01-08T00:00:00.000+00:00,2016-01-20T00:00:00.000+00:00
Myanmar,1708,2015-02-12T00:00:00.000+00:00,2015-03-24T00:00:00.000+00:00
Russia,1766,2015-05-10T00:00:00.000+00:00,2015-08-06T00:00:00.000+00:00
Cambodia,1866,2015-11-12T00:00:00.000+00:00,2015-11-18T00:00:00.000+00:00
Bhutan,1734,2015-04-03T00:00:00.000+00:00,2015-11-23T00:00:00.000+00:00
Vietnam,1797,2015-07-18T00:00:00.000+00:00,2015-10-27T00:00:00.000+00:00
Israel,1751,2015-05-08T00:00:00.000+00:00,2015-05-18T00:00:00.000+00:00
Turkey,1744,2015-04-23T00:00:00.000+00:00,2015-05-15T00:00:00.000+00:00
Ghana,1762,2015-04-13T00:00:00.000+00:00,2016-11-04T00:00:00.000+00:00
Iran,1771,2015-06-12T00:00:00.000+00:00,2015-07-29T00:00:00.000+00:00
Bulgaria,1696,2015-01-22T00:00:00.000+00:00,2015-07-01T00:00:00.000+00:00
India,1648,2014-11-20T00:00:00.000+00:00,2015-06-23T00:00:00.000+00:00
India,1718,2015-03-04T00:00:00.000+00:00,2015-07-30T00:00:00.000+00:00
Vietnam,1665,2014-11-29T00:00:00.000+00:00,2015-06-11T00:00:00.000+00:00
United States of America,1690,2015-01-16T00:00:00.000+00:00,2015-06-05T00:00:00.000+00:00
Palestinian Territory,1721,2015-03-22T00:00:00.000+00:00,2015-03-24T00:00:00.000+00:00
Kazakhstan,1757,2015-05-12T00:00:00.000+00:00,2015-05-20T00:00:00.000+00:00
Romania,1723,2015-03-25T00:00:00.000+00:00,2015-04-28T00:00:00.000+00:00
Canada,1700,2015-02-02T00:00:00.000+00:00,2015-03-15T00:00:00.000+00:00
Israel,1688,2015-01-14T00:00:00.000+00:00,2015-02-11T00:00:00.000+00:00
Russia,1739,2015-04-17T00:00:00.000+00:00,2015-04-27T00:00:00.000+00:00
Palestinian Territory,1689,2015-01-17T00:00:00.000+00:00,2015-02-16T00:00:00.000+00:00
Bhutan,2053,2016-10-10T00:00:00.000+00:00,2016-10-16T00:00:00.000+00:00
China (People's Rep. of),1486,2013-12-27T00:00:00.000+00:00,2014-05-01T00:00:00.000+00:00
Cambodia,1503,2014-02-07T00:00:00.000+00:00,2014-03-20T00:00:00.000+00:00
Netherlands,1511,2014-02-26T00:00:00.000+00:00,2014-04-03T00:00:00.000+00:00
India,1671,2014-12-11T00:00:00.000+00:00,2015-03-19T00:00:00.000+00:00
Libya,1518,2014-03-04T00:00:00.000+00:00,2014-03-06T00:00:00.000+00:00
India,1508,2014-01-31T00:00:00.000+00:00,2014-02-21T00:00:00.000+00:00
Nepal,1510,2014-02-13T00:00:00.000+00:00,2014-05-22T00:00:00.000+00:00
Germany,1517,2014-03-09T00:00:00.000+00:00,2014-03-13T00:00:00.000+00:00
Korea (Dem People's Rep. of),1529,2014-03-21T00:00:00.000+00:00,
Russia,1617,2014-09-01T00:00:00.000+00:00,2014-10-14T00:00:00.000+00:00
Nepal,1298,2012-08-27T00:00:00.000+00:00,2013-10-10T00:00:00.000+00:00
India,1415,2013-07-30T00:00:00.000+00:00,2013-11-11T00:00:00.000+00:00
Cambodia,1421,2013-08-12T00:00:00.000+00:00,2013-08-18T00:00:00.000+00:00
Bhutan,1167,2011-12-30T00:00:00.000+00:00,2013-04-17T00:00:00.000+00:00
Bangladesh,192,2007-02-05T00:00:00.000+00:00,2013-03-10T00:00:00.000+00:00
China (People's Rep. of),1368,2013-05-13T00:00:00.000+00:00,2013-06-18T00:00:00.000+00:00
India,1341,2013-02-27T00:00:00.000+00:00,2013-06-15T00:00:00.000+00:00
Korea (Dem People's Rep. of),1369,2013-04-19T00:00:00.000+00:00,2013-05-09T00:00:00.000+00:00
Cambodia,1333,2013-01-09T00:00:00.000+00:00,2013-02-23T00:00:00.000+00:00
India,1301,2012-10-12T00:00:00.000+00:00,2013-02-13T00:00:00.000+00:00
Germany,1323,2012-12-18T00:00:00.000+00:00,2013-06-20T00:00:00.000+00:00
Vietnam,76,2006-12-06T00:00:00.000+00:00,2012-11-07T00:00:00.000+00:00
Hong Kong,1157,2011-12-17T00:00:00.000+00:00,2012-07-26T00:00:00.000+00:00
India,1169,2012-01-03T00:00:00.000+00:00,2012-08-13T00:00:00.000+00:00
Hong Kong,1334,2013-01-25T00:00:00.000+00:00,2013-01-25T00:00:00.000+00:00
Chinese Taipei,1262,2012-07-07T00:00:00.000+00:00,2012-07-07T00:00:00.000+00:00
Nepal,1150,2011-11-10T00:00:00.000+00:00,2012-03-30T00:00:00.000+00:00
Myanmar,1199,2012-02-20T00:00:00.000+00:00,2012-07-27T00:00:00.000+00:00
Cambodia,1250,2012-05-27T00:00:00.000+00:00,2012-06-11T00:00:00.000+00:00
China (People's Rep. of),1152,2011-12-02T00:00:00.000+00:00,2012-08-01T00:00:00.000+00:00
India,1187,2011-10-30T00:00:00.000+00:00,2012-02-03T00:00:00.000+00:00
Iran,1127,2011-09-13T00:00:00.000+00:00,2012-01-18T00:00:00.000+00:00
India,1105,2011-08-29T00:00:00.000+00:00,2011-12-28T00:00:00.000+00:00
Hong Kong,1156,2011-12-13T00:00:00.000+00:00,2011-12-13T00:00:00.000+00:00
Israel,1206,2012-03-07T00:00:00.000+00:00,2012-03-25T00:00:00.000+00:00
Indonesia,1046,2011-03-30T00:00:00.000+00:00,
Cambodia,1090,2011-07-21T00:00:00.000+00:00,2011-11-07T00:00:00.000+00:00
Korea (Rep. of),968,2010-11-29T00:00:00.000+00:00,2011-05-26T00:00:00.000+00:00
Cambodia,1086,2011-07-13T00:00:00.000+00:00,2011-07-25T00:00:00.000+00:00
Mongolia,1042,2011-04-05T00:00:00.000+00:00,2011-05-22T00:00:00.000+00:00
China (People's Rep. of),1285,2012-09-11T00:00:00.000+00:00,2012-10-18T00:00:00.000+00:00
Vietnam,1441,2013-10-07T00:00:00.000+00:00,2014-04-11T00:00:00.000+00:00
Japan,978,2010-12-15T00:00:00.000+00:00,2011-03-25T00:00:00.000+00:00
Japan,963,2010-11-27T00:00:00.000+00:00,2011-03-21T00:00:00.000+00:00
Myanmar,994,2011-01-06T00:00:00.000+00:00,2011-04-14T00:00:00.000+00:00
Israel,1039,2011-04-06T00:00:00.000+00:00,2011-04-07T00:00:00.000+00:00
Hong Kong,995,2011-01-17T00:00:00.000+00:00,2011-03-01T00:00:00.000+00:00
Israel,1022,2011-03-05T00:00:00.000+00:00,2011-03-15T00:00:00.000+00:00
Cambodia,999,2011-01-27T00:00:00.000+00:00,2011-02-28T00:00:00.000+00:00
Hong Kong,979,2010-12-18T00:00:00.000+00:00,2010-12-18T00:00:00.000+00:00
Cambodia,809,2010-01-27T00:00:00.000+00:00,2010-10-01T00:00:00.000+00:00
Nepal,964,2010-10-25T00:00:00.000+00:00,2010-10-30T00:00:00.000+00:00
India,1012,2011-02-03T00:00:00.000+00:00,2011-07-04T00:00:00.000+00:00
Russia,878,2010-06-05T00:00:00.000+00:00,2010-08-05T00:00:00.000+00:00
China (People's Rep. of),879,2010-05-09T00:00:00.000+00:00,2010-05-25T00:00:00.000+00:00
Myanmar,814,2010-02-02T00:00:00.000+00:00,2010-03-26T00:00:00.000+00:00
Nepal,813,2010-01-26T00:00:00.000+00:00,2010-03-30T00:00:00.000+00:00
Laos,858,2010-04-27T00:00:00.000+00:00,2010-05-27T00:00:00.000+00:00
India,799,2010-01-12T00:00:00.000+00:00,2010-06-02T00:00:00.000+00:00
Israel,852,2010-04-29T00:00:00.000+00:00,2010-05-13T00:00:00.000+00:00
Bulgaria,835,2010-03-29T00:00:00.000+00:00,2010-06-03T00:00:00.000+00:00
Bhutan,823,2010-02-18T00:00:00.000+00:00,2010-03-25T00:00:00.000+00:00
Palestinian Territory,1015,2011-02-27T00:00:00.000+00:00,2011-03-14T00:00:00.000+00:00
Hong Kong,836,2010-03-26T00:00:00.000+00:00,2010-03-26T00:00:00.000+00:00
Russia,755,2009-10-26T00:00:00.000+00:00,2010-01-13T00:00:00.000+00:00
Romania,831,2010-03-13T00:00:00.000+00:00,2010-04-27T00:00:00.000+00:00
Cambodia,791,2009-12-16T00:00:00.000+00:00,2009-12-27T00:00:00.000+00:00
Hong Kong,793,2009-12-29T00:00:00.000+00:00,2009-12-29T00:00:00.000+00:00
Mongolia,708,2009-08-01T00:00:00.000+00:00,2009-10-12T00:00:00.000+00:00
Kazakhstan,109,2006-03-10T00:00:00.000+00:00,2006-07-16T00:00:00.000+00:00
Nepal,604,2009-01-08T00:00:00.000+00:00,2009-02-25T00:00:00.000+00:00
Mongolia,675,2009-05-22T00:00:00.000+00:00,2009-07-29T00:00:00.000+00:00
China (People's Rep. of),615,2009-02-01T00:00:00.000+00:00,2009-05-03T00:00:00.000+00:00
China (People's Rep. of),668,2009-05-08T00:00:00.000+00:00,2009-06-26T00:00:00.000+00:00
India,584,2008-11-21T00:00:00.000+00:00,2009-10-22T00:00:00.000+00:00
Afghanistan,157,2007-02-12T00:00:00.000+00:00,2007-04-30T00:00:00.000+00:00
Hong Kong,617,2009-01-29T00:00:00.000+00:00,2009-04-16T00:00:00.000+00:00
Laos,623,2009-01-30T00:00:00.000+00:00,2009-04-04T00:00:00.000+00:00
Japan,481,2008-04-18T00:00:00.000+00:00,2009-04-01T00:00:00.000+00:00
Germany,630,2009-01-10T00:00:00.000+00:00,2009-03-06T00:00:00.000+00:00
Israel,807,2010-01-24T00:00:00.000+00:00,2010-02-02T00:00:00.000+00:00
Thailand,570,2008-10-27T00:00:00.000+00:00,2008-11-12T00:00:00.000+00:00
Russia,687,2009-06-11T00:00:00.000+00:00,2009-06-24T00:00:00.000+00:00
Hong Kong,589,2008-12-08T00:00:00.000+00:00,2009-01-05T00:00:00.000+00:00
Germany,554,2008-10-09T00:00:00.000+00:00,2008-10-14T00:00:00.000+00:00
Cambodia,599,2008-12-16T00:00:00.000+00:00,2008-12-25T00:00:00.000+00:00
China (People's Rep. of),593,2008-12-09T00:00:00.000+00:00,2008-12-26T00:00:00.000+00:00
Laos,451,2008-02-01T00:00:00.000+00:00,2008-03-15T00:00:00.000+00:00
Laos,542,2008-08-27T00:00:00.000+00:00,2008-12-29T00:00:00.000+00:00
Togo,544,2008-09-09T00:00:00.000+00:00,2009-01-16T00:00:00.000+00:00
Russia,141,2007-01-12T00:00:00.000+00:00,2008-05-08T00:00:00.000+00:00
India,435,2008-01-04T00:00:00.000+00:00,2008-11-04T00:00:00.000+00:00
Pakistan,500,2008-06-17T00:00:00.000+00:00,2008-06-19T00:00:00.000+00:00
United Kingdom,434,2007-12-27T00:00:00.000+00:00,2008-03-27T00:00:00.000+00:00
Korea (Rep. of),470,2008-04-01T00:00:00.000+00:00,2008-05-15T00:00:00.000+00:00
Iran,436,2007-12-10T00:00:00.000+00:00,2008-08-03T00:00:00.000+00:00
Nigeria,510,2008-07-19T00:00:00.000+00:00,2008-07-23T00:00:00.000+00:00
Ukraine,439,2008-01-15T00:00:00.000+00:00,2008-02-27T00:00:00.000+00:00
China (People's Rep. of),156,2006-04-13T00:00:00.000+00:00,2008-06-06T00:00:00.000+00:00
Cambodia,197,2007-04-06T00:00:00.000+00:00,2007-05-20T00:00:00.000+00:00
Thailand,441,2008-01-08T00:00:00.000+00:00,2008-02-13T00:00:00.000+00:00
Pakistan,134,2007-02-01T00:00:00.000+00:00,2008-03-04T00:00:00.000+00:00
United Kingdom,404,2007-11-11T00:00:00.000+00:00,2008-04-29T00:00:00.000+00:00
Israel,432,2007-12-27T00:00:00.000+00:00,2008-01-04T00:00:00.000+00:00
Romania,417,2007-11-27T00:00:00.000+00:00,2007-12-27T00:00:00.000+00:00
Poland,420,2007-11-30T00:00:00.000+00:00,2008-01-31T00:00:00.000+00:00
Saudi Arabia,409,2007-11-12T00:00:00.000+00:00,2008-01-29T00:00:00.000+00:00
Nigeria,511,2008-07-22T00:00:00.000+00:00,2008-10-24T00:00:00.000+00:00
Egypt,77,2006-02-17T00:00:00.000+00:00,
Myanmar,388,2007-10-19T00:00:00.000+00:00,2008-01-18T00:00:00.000+00:00
Turkey,467,2008-03-09T00:00:00.000+00:00,2008-04-12T00:00:00.000+00:00
Vietnam,464,2008-03-02T00:00:00.000+00:00,2008-03-23T00:00:00.000+00:00
Switzerland,468,2008-02-22T00:00:00.000+00:00,2008-02-22T00:00:00.000+00:00
China (People's Rep. of),499,2008-06-13T00:00:00.000+00:00,2008-07-10T00:00:00.000+00:00
Germany,427,2007-12-14T00:00:00.000+00:00,2008-01-28T00:00:00.000+00:00
Turkey,440,2008-01-18T00:00:00.000+00:00,2008-03-12T00:00:00.000+00:00
Laos,150,2007-02-03T00:00:00.000+00:00,2007-03-23T00:00:00.000+00:00
Togo,272,2007-06-06T00:00:00.000+00:00,2007-12-31T00:00:00.000+00:00
Hong Kong,448,2007-11-18T00:00:00.000+00:00,2007-12-03T00:00:00.000+00:00
Germany,277,2007-07-06T00:00:00.000+00:00,2007-09-18T00:00:00.000+00:00
Benin,423,2007-11-07T00:00:00.000+00:00,2008-05-01T00:00:00.000+00:00
India,290,2007-07-07T00:00:00.000+00:00,2007-08-02T00:00:00.000+00:00
Myanmar,166,2007-02-26T00:00:00.000+00:00,2007-07-28T00:00:00.000+00:00
Nigeria,88,2006-01-10T00:00:00.000+00:00,2008-01-09T00:00:00.000+00:00
Sudan,75,2006-02-20T00:00:00.000+00:00,2006-09-04T00:00:00.000+00:00
Malaysia,250,2007-06-02T00:00:00.000+00:00,2007-06-10T00:00:00.000+00:00
Czech Republic,266,2007-06-19T00:00:00.000+00:00,2007-08-14T00:00:00.000+00:00
France,275,2007-06-28T00:00:00.000+00:00,2007-08-14T00:00:00.000+00:00
Indonesia,99,2006-07-10T00:00:00.000+00:00,
Germany,269,2007-06-24T00:00:00.000+00:00,2007-10-30T00:00:00.000+00:00
United Kingdom,127,2007-01-27T00:00:00.000+00:00,2007-06-25T00:00:00.000+00:00
Korea (Rep. of),90,2006-11-22T00:00:00.000+00:00,2007-06-18T00:00:00.000+00:00
Thailand,110,2007-03-02T00:00:00.000+00:00,2007-06-18T00:00:00.000+00:00
Kazakhstan,237,2005-07-22T00:00:00.000+00:00,2005-08-01T00:00:00.000+00:00
Mongolia,236,2005-08-02T00:00:00.000+00:00,2005-08-27T00:00:00.000+00:00
Russia,235,2005-07-18T00:00:00.000+00:00,2005-12-12T00:00:00.000+00:00
Ukraine,210,2005-11-25T00:00:00.000+00:00,2006-06-21T00:00:00.000+00:00
Kuwait,161,2007-02-13T00:00:00.000+00:00,2007-05-11T00:00:00.000+00:00
Japan,224,2007-01-04T00:00:00.000+00:00,2007-04-20T00:00:00.000+00:00
Saudi Arabia,220,2007-03-12T00:00:00.000+00:00,2007-03-27T00:00:00.000+00:00
Turkey,209,2005-10-01T00:00:00.000+00:00,2005-12-08T00:00:00.000+00:00
Romania,195,2005-10-04T00:00:00.000+00:00,2006-04-21T00:00:00.000+00:00
Thailand,94,2007-01-09T00:00:00.000+00:00,2007-04-20T00:00:00.000+00:00
Croatia,193,2005-10-19T00:00:00.000+00:00,2006-10-27T00:00:00.000+00:00
Turkey,140,2007-02-05T00:00:00.000+00:00,2007-04-02T00:00:00.000+00:00
Cote D'Ivoire,64,2006-03-30T00:00:00.000+00:00,2007-01-31T00:00:00.000+00:00
Denmark,187,2006-03-12T00:00:00.000+00:00,2006-06-30T00:00:00.000+00:00
Denmark,4,2006-05-16T00:00:00.000+00:00,2006-05-29T00:00:00.000+00:00
Turkey,165,2005-12-15T00:00:00.000+00:00,2006-05-17T00:00:00.000+00:00
Djibouti,164,2006-04-06T00:00:00.000+00:00,2006-05-26T00:00:00.000+00:00
Kuwait,162,2005-11-09T00:00:00.000+00:00,2005-11-09T00:00:00.000+00:00
Romania,153,2006-05-06T00:00:00.000+00:00,2006-07-01T00:00:00.000+00:00
Ukraine,158,2006-04-20T00:00:00.000+00:00,2006-07-24T00:00:00.000+00:00
United Kingdom,152,2006-03-30T00:00:00.000+00:00,2006-05-01T00:00:00.000+00:00
United States of America,287,2007-07-07T00:00:00.000+00:00,2007-08-04T00:00:00.000+00:00
Russia,149,2006-01-25T00:00:00.000+00:00,2006-02-16T00:00:00.000+00:00
Sweden,147,2006-02-24T00:00:00.000+00:00,2006-04-26T00:00:00.000+00:00
Cameroon,144,2006-02-21T00:00:00.000+00:00,2006-03-12T00:00:00.000+00:00
Germany,143,2006-04-05T00:00:00.000+00:00,2006-07-28T00:00:00.000+00:00
France,135,2006-02-13T00:00:00.000+00:00,2006-04-18T00:00:00.000+00:00
Czech Republic,271,2007-06-26T00:00:00.000+00:00,2007-07-29T00:00:00.000+00:00
Switzerland,151,2006-02-26T00:00:00.000+00:00,2006-06-12T00:00:00.000+00:00
Ghana,213,2007-04-14T00:00:00.000+00:00,2007-08-21T00:00:00.000+00:00
Germany,125,2006-02-08T00:00:00.000+00:00,2006-09-03T00:00:00.000+00:00
Palestinian Territory,128,2006-03-21T00:00:00.000+00:00,2006-04-19T00:00:00.000+00:00
Czech Republic,124,2006-03-20T00:00:00.000+00:00,2006-05-09T00:00:00.000+00:00
Poland,123,2006-03-02T00:00:00.000+00:00,2006-05-07T00:00:00.000+00:00
Mongolia,121,2006-05-04T00:00:00.000+00:00,2006-06-05T00:00:00.000+00:00
Slovakia,117,2006-02-17T00:00:00.000+00:00,2006-02-24T00:00:00.000+00:00
France,133,2006-02-23T00:00:00.000+00:00,2006-03-18T00:00:00.000+00:00
Hong Kong,116,2006-12-29T00:00:00.000+00:00,2007-01-17T00:00:00.000+00:00
Jordan,113,2006-03-23T00:00:00.000+00:00,2006-03-27T00:00:00.000+00:00
Pakistan,111,2006-02-23T00:00:00.000+00:00,2006-08-04T00:00:00.000+00:00
Malaysia,120,2006-02-06T00:00:00.000+00:00,2006-03-22T00:00:00.000+00:00
Azerbaijan,108,2006-02-22T00:00:00.000+00:00,2006-04-08T00:00:00.000+00:00
Azerbaijan,107,2006-01-29T00:00:00.000+00:00,2006-01-29T00:00:00.000+00:00
Slovenia,131,2006-02-09T00:00:00.000+00:00,2006-05-06T00:00:00.000+00:00
Iraq,105,2006-01-18T00:00:00.000+00:00,2006-02-07T00:00:00.000+00:00
Burkina Faso,104,2006-03-01T00:00:00.000+00:00,2006-05-22T00:00:00.000+00:00
India,100,2006-01-27T00:00:00.000+00:00,2006-04-27T00:00:00.000+00:00
Bosnia and Herzegovina,62,2006-02-16T00:00:00.000+00:00,2006-02-16T00:00:00.000+00:00
Iran,68,2006-02-02T00:00:00.000+00:00,2006-02-26T00:00:00.000+00:00
Italy,95,2006-02-01T00:00:00.000+00:00,2006-02-25T00:00:00.000+00:00
Hungary,73,2006-06-04T00:00:00.000+00:00,2006-10-16T00:00:00.000+00:00
Hungary,72,2006-02-04T00:00:00.000+00:00,2006-03-01T00:00:00.000+00:00
Laos,112,2006-07-14T00:00:00.000+00:00,2006-07-14T00:00:00.000+00:00
Georgia,65,2006-02-23T00:00:00.000+00:00,2006-02-23T00:00:00.000+00:00
Cambodia,63,2006-03-20T00:00:00.000+00:00,2006-09-05T00:00:00.000+00:00
Austria,61,2006-02-13T00:00:00.000+00:00,2006-04-26T00:00:00.000+00:00
Greece,67,2006-01-30T00:00:00.000+00:00,2006-03-04T00:00:00.000+00:00
Albania,57,2006-02-16T00:00:00.000+00:00,2006-03-23T00:00:00.000+00:00
Thailand,19,2006-07-16T00:00:00.000+00:00,2006-08-02T00:00:00.000+00:00
Myanmar,50,2006-03-08T00:00:00.000+00:00,2006-04-27T00:00:00.000+00:00
Israel,10,2006-03-16T00:00:00.000+00:00,2006-04-02T00:00:00.000+00:00
Bulgaria,106,2006-01-31T00:00:00.000+00:00,2006-01-31T00:00:00.000+00:00
Niger,8,2006-02-13T00:00:00.000+00:00,2006-06-09T00:00:00.000+00:00
Spain,15,2006-06-30T00:00:00.000+00:00,2006-08-07T00:00:00.000+00:00
Czech Republic,5,2006-05-12T00:00:00.000+00:00,2006-06-14T00:00:00.000+00:00
Germany,46,2006-08-03T00:00:00.000+00:00,2006-09-03T00:00:00.000+00:00
Afghanistan,55,2006-03-02T00:00:00.000+00:00,2006-03-19T00:00:00.000+00:00
