location,longitude,latitude,start,end,epiUnit,eventID,animal type,outbreakNumber,species,death,cases,susceptible,killed,slaughtered,First administrative division
San Luis Obispo County,-120.659,35.29,11/15/2022,12/31/1969,Not applicable,4247,wild,111062,Northern fulmar;Bonaparte's Gull,0,0,0,0,0,California
Hetlingen,9.629876,53.608568,12/31/2021,1/11/2022,Not applicable,4012,wild,96808,Anatidae (unidentified),3,3,0,0,0,Schleswig-Holstein
Csengele,19.81218,46.532438,5/4/2022,5/8/2022,Farm,4427,domestic,103082,Birds,0,0,2878,2878,0,Csongrád-Csanád
Fjärås,12.170784,57.458897,5/31/2022,5/31/2022,Other,4048,wild,104693,Northern Gannet,5,5,0,0,0,Halland
East Wemyss Fife,-3.0573,56.1615,6/7/2022,6/7/2022,Other,4030,wild,104371,Northern Gannet,3,3,0,0,0,Scotland
Gedser,11.938,54.5727,1/8/2022,1/8/2022,Not applicable,4028,wild,95826,Common Kestrel,1,1,0,0,0,Sjælland
PARCHES,28.597688,45.222801,1/5/2022,1/6/2022,Natural park,4076,wild,95138,Mallard,0,2,0,2,0,Tulcea
Huizen,5.259,52.305,6/30/2022,12/31/1969,Other,4051,wild,104826,Western Grebe,1,1,0,0,0,Noord-Holland
Vernio,11.153191,44.043697,2/3/2022,2/21/2022,Backyard,4017,domestic,97745,Birds,3,3,17,14,0,Toscana
Sincheon-ri,128.830805,35.284933,4/6/2022,12/31/1969,Farm,4067,domestic,101416,Birds,650,650,135000,134350,0,Gyeongsangnam-do
Yumfawa,8.6217,12.136,2/19/2022,2/23/2022,Farm,3533,domestic,98801,Birds,200,2500,2500,2300,0,Kano
Portmagee,-10.36198,51.885,7/31/2022,11/17/2022,Not applicable,4524,wild,105808,Northern Gannet,1,0,0,0,0,Kerry
Turu,120.739353,15.256985,5/29/2022,6/19/2022,Farm,4328,domestic,105216,Birds,26,26,26,0,0,Pampanga
Ningxia Village Quanji township,99.880249,37.268482,7/8/2022,12/31/1969,Other,4553,wild,105352,Brown-Headed Gull,234,234,0,0,0,Qinghai
Nyírbátor,22.15085,47.80057,5/9/2022,5/16/2022,Farm,4454,domestic,103028,Birds,2500,2500,93768,91268,0,Szabolcs-Szatmár-Bereg
Oostkamp,3.25160432,51.15279823,10/14/2022,10/14/2022,Other,4073,wild,109092,Common Wood-Pigeon,1,1,0,0,0,Vlaanderen
Kolbasovka,36.772419,51.259814,7/7/2022,7/31/2022,Backyard,4484,domestic,104950,Birds,4,4,109,105,0,Kursk
Monmouth County,-74.294,40.286,5/12/2022,10/16/2022,Backyard,4309,domestic,103425,Birds,10,0,62,52,0,New Jersey
Valdés,-6.469364201,43.493595506,9/17/2022,10/1/2022,Other,4231,wild,107685,Northern Gannet,0,2,0,2,0,Principado de Asturias
Saint-Juvat (22308),-2.03474852,48.369633,11/6/2022,12/18/2022,Farm,4116,domestic,108790,Birds,45,39000,39000,38955,0,Bretagne
Dornoch Sutherland ,-4.02,57.865,11/14/2022,11/13/2022,Other,4643,wild,109531,Red-throated Loon;Herring Gull,3,3,0,0,0,Scotland
Saint-Pryvé-Saint-Mesmin (45298),1.840546,47.872947,2/6/2023,12/31/1969,Other,4075,wild,114617,Black-headed Gull,1,1,0,0,0,Centre-Val de Loire
Maricopa County,-112.074,33.451,11/3/2022,12/31/1969,Zoo,4247,wild,111058,Dalmatian pelican,0,0,0,0,0,Arizona
Brunsbüttel,9.125,53.892,1/4/2022,1/11/2022,Not applicable,4012,wild,96807,Anatidae (unidentified),3,3,0,0,0,Schleswig-Holstein
Csengele,19.877308,46.554744,5/5/2022,5/8/2022,Farm,4427,domestic,103081,Birds,220,220,6743,6523,0,Csongrád-Csanád
Glommen,12.371128,56.934997,6/14/2022,6/14/2022,Other,4048,wild,104696,Northern Gannet,1,1,0,0,0,Halland
Egerup,11.2611,55.2809,1/5/2022,1/5/2022,Not applicable,4028,wild,95822,Eurasian buzzard (common buzzard),1,1,0,0,0,Sjælland
Annan,-3.26,54.98,11/15/2021,6/17/2022,Other,4030,wild,93275,Canada Goose;Barnacle Goose;Corvidae (unidentified);Laridae (unidentified);Whooper Swan;Mute Swan,14,14,0,0,0,Scotland
GALATI,28.05257,45.43294,12/29/2021,1/2/2022,Village,4076,wild,94835,Mew Gull,1,1,0,0,0,Galați
Feinsum,5.754,53.278,6/30/2022,12/31/1969,Other,4051,wild,104825,Northern Gannet,1,1,0,0,0,Friesland
Cabetican,120.655107,14.998627,5/29/2022,6/23/2022,Farm,4328,domestic,105218,Birds,1000,1000,1042,42,0,Pampanga
Goi-ri,127.91713,35.057486,2/20/2022,12/31/1969,Farm,4067,domestic,98336,Birds,0,0,14000,14000,0,Gyeongsangnam-do
Garrila Village Shi nai hai township,99.652794,36.874073,7/6/2022,12/31/1969,Other,4553,wild,105351,Brown-Headed Gull,39,39,0,0,0,Qinghai
Montemurlo,11.062306,43.929291,2/10/2022,2/21/2022,Backyard,4017,domestic,97742,Birds,1,1,4,3,0,Toscana
Belmullet,-9.99565,54.23742,8/4/2022,11/17/2022,Not applicable,4524,wild,105810,Northern Gannet,1,0,0,0,0,Mayo
Dawakin kudu,8.6244,11.8121,2/19/2022,2/24/2022,Farm,3533,domestic,98800,Birds,1218,6000,6000,4782,0,Kano
Spetsavtokhozyajstvo,136.9545,50.6535,4/14/2022,6/23/2022,Not applicable,4433,wild,102423,Carrion Crow,1,1,0,0,0,Khabarovsk
Nijlen,4.62664,51.15102,10/29/2022,10/29/2022,Other,4073,wild,109091,Greylag Goose,1,1,0,0,0,Vlaanderen
Bukan',34.712783,53.911738,7/17/2022,8/17/2022,Backyard,4484,domestic,105336,Birds,12,12,17,6,0,Kaluga
Saint-Jean-le-Blanc (45286),1.93949,47.895935,2/6/2023,12/31/1969,Other,4075,wild,114614,Black-headed Gull,1,1,0,0,0,Centre-Val de Loire
Kandiyohi County,-95.007,45.142,4/7/2022,8/21/2022,Farm,4309,domestic,101559,Birds,0,0,38000,38000,0,Minnesota
WWT Welney Norfolk ,0.27,52.52,9/30/2022,11/16/2022,Other,4643,wild,107576,Mute Swan;Greylag Goose;Canada Goose;Whooper Swan,12,12,0,0,0,England
Csengele,19.82098,46.538708,5/2/2022,5/8/2022,Farm,4427,domestic,103080,Birds,10,10,4836,4826,0,Csongrád-Csanád
 Touvois (44206) ,-1.6548111,46.92178,12/18/2022,12/31/1969,Farm,4116,domestic,110672,Birds,100,14200,14200,14100,0,Pays de la Loire
Groven,9.003,54.3322,1/5/2022,1/11/2022,Not applicable,4012,wild,96806,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Santa Amalia,-5.9813,39.0321,2/13/2022,2/27/2022,Other,4231,wild,98042,Common Crane,1,1,0,0,0,Extremadura
Hjälvik,11.633489,57.720746,6/25/2022,6/25/2022,Other,4048,wild,104695,Northern fulmar,1,1,0,0,0,Västra Götaland
Denver County,-104.987,39.739,10/20/2022,12/31/1969,Zoo,4247,wild,110911,Smew;Scaly-sided Merganser;Baer's Pochard,0,0,0,0,0,Colorado
Hårlev,12.2296,55.3473,1/3/2022,1/3/2022,Not applicable,4028,wild,95821,Barnacle Goose,1,1,0,0,0,Sjælland
Peterhead,-1.78,57.47,2/21/2022,6/18/2022,Other,4030,wild,98248,Pink-footed Goose;Anatidae (unidentified);Herring Gull;Northern Gannet,9,9,0,0,0,Scotland
Blaricum,5.2976,52.2828,6/30/2022,12/31/1969,Other,4051,wild,104824,Black-headed Gull;Common Tern,3,3,0,0,0,Noord-Holland
POSTAVARI,26.277215,44.328316,11/2/2021,11/15/2021,Natural park,4076,wild,92624,Mute Swan,1,1,0,0,0,Călărași
camba,120.804082,15.173154,6/7/2022,6/18/2022,Farm,4328,domestic,105212,Birds,47000,47000,70178,23178,0,Pampanga
Mulranny beach,-9.78269,53.90655,8/4/2022,11/17/2022,Not applicable,4524,wild,105809,Northern Gannet,1,0,0,0,0,Mayo
Hwanghajeong-ri,127.098882,36.098207,2/17/2022,12/31/1969,Farm,4067,domestic,98335,Birds,0,0,21300,21300,0,Chungcheongnam-do
Toro,8.96345,10.02133,2/21/2022,2/25/2022,Farm,3533,domestic,98799,Birds,308,4800,4800,4492,0,Bauchi
Pusztaföldvár,20.79109,46.48925,5/24/2022,5/25/2022,Farm,4418,domestic,103684,Birds,55,55,6820,6765,0,Békés
Arena Po,9.380432,45.089934,2/7/2022,2/11/2022,Farm,4017,domestic,97290,Birds,250,250,4617,4367,0,Lombardia
Troyanovo,35.235222,52.360333,6/26/2022,7/19/2022,Backyard,4484,domestic,104620,Birds,1,1,41,40,0,Kursk
Soignies,4.034511,50.91096,11/5/2022,11/5/2022,Other,4073,wild,109014,Common pheasant,1,1,0,0,0,Vlaanderen
Hoyo de Pinares,-4.42198,40.4997,1/22/2022,2/5/2022,Other,4231,wild,96426,Rock Pigeon (Rock Dove),1,1,0,0,0,Castilla y León
Elstree Hertfordshire ,-0.32,51.65,11/17/2022,11/16/2022,Other,4643,wild,109528,Eurasian buzzard (common buzzard),1,1,0,0,0,England
Rute socken,18.928169,57.834985,5/23/2022,5/23/2022,Other,4048,wild,104694,White-tailed Eagle,1,1,0,0,0,Gotland
Csengele,19.867635,46.532821,5/1/2022,5/8/2022,Farm,4427,domestic,103079,Birds,0,0,62999,62999,0,Csongrád-Csanád
Jefferson County,-122.764,48.125,7/20/2022,12/21/2022,Backyard,4247,domestic,105450,Birds,0,0,78,78,0,Washington
Nye County,-115.956,36.187,10/3/2022,12/31/1969,Backyard,4309,domestic,107905,Birds,0,0,1600,0,0,Nevada
Vieillevigne (44216),-1.468971,46.97072,12/17/2022,12/31/1969,Farm,4116,domestic,110671,Birds,10,900,900,890,0,Pays de la Loire
 Sens (89387) ,3.28279462,48.197702,1/31/2023,12/31/1969,Other,4075,wild,114613,Black-headed Gull,1,1,0,0,0,Bourgogne-Franche-Comté
Friedrichskoog,8.84,54.032566,1/4/2022,1/11/2022,Not applicable,4012,wild,96805,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Brande,9.1113,55.9375,12/31/2021,12/31/2021,Not applicable,4028,wild,95820,Whooper Swan,1,1,0,0,0,Midtjylland
POCHINA,28.08965,46.00028,12/6/2021,12/8/2021,Natural park,4076,wild,93689,Whooper Swan,1,1,0,0,0,Galați
Banff,-2.51,57.66,1/1/2022,6/18/2022,Other,4030,wild,95441,Black-headed Gull;Herring Gull;Cygnus (unidentified),3,3,0,0,0,Scotland
Obdam,4.909,52.668,7/3/2022,12/31/1969,Other,4051,wild,104823,Greylag Goose,5,5,0,0,0,Noord-Holland
San Bartolome,120.729903,14.982109,6/17/2022,6/25/2022,Farm,4328,domestic,105221,Birds,78,78,24664,24586,0,Pampanga
Tótkomlós,20.706752,46.428118,5/29/2022,6/1/2022,Farm,4418,domestic,103685,Birds,200,200,14500,14300,0,Békés
Daegok-ri,127.350871,34.734632,3/1/2022,12/31/1969,Farm,4067,domestic,98337,Birds,0,0,17500,17500,0,Jeollanam-do
Greencastle,-6.9591,55.21,7/11/2022,11/17/2022,Not applicable,4524,wild,104963,Black Guillemot,1,0,0,0,0,Donegal
Gwagwalada,7.1509,9.07584,2/18/2022,2/23/2022,Farm,3533,domestic,98798,Birds,200,5500,5500,5300,0,Federal Capital Territory
Pozzolengo,10.629697,45.421836,1/5/2022,1/14/2022,Farm,4017,domestic,95673,Birds,1186,37281,37281,36095,0,Lombardia
Krasnaya Sloboda,35.146208,51.841659,6/21/2022,7/14/2022,Village,4484,domestic,104424,Birds,8,8,114,106,0,Kursk
Delbrück,8.52,51.74,11/29/2021,1/2/2022,Farm,4083,domestic,93358,Birds,10,35,15019,15009,0,Nordrhein-Westfalen
Sanchidrián,-4.5856,40.8961,2/5/2022,2/19/2022,Other,4231,wild,97880,White Stork,1,1,0,0,0,Castilla y León
Falkaholmen,14.5734,56.0293,6/12/2022,6/12/2022,Other,4048,wild,104534,Black-headed Gull,2,2,0,0,0,Blekinge
Csengele,19.8484,46.5393,5/1/2022,5/3/2022,Farm,4427,domestic,103078,Birds,13,13,7216,7203,0,Csongrád-Csanád
Brugelette,3.88727,50.58564,11/1/2022,11/9/2022,Zoo,4073,domestic,108616,Birds,4,4,887,0,0,Wallonie
Walthamstow Greater London ,-0.05,51.58,11/17/2022,11/16/2022,Other,4643,wild,109526,Canada Goose,4,4,0,0,0,England
 Gron (89195) ,3.263445,48.157297,1/31/2023,12/31/1969,Other,4075,wild,114612,Black-headed Gull,1,1,0,0,0,Bourgogne-Franche-Comté
Flathead County,-114.316,48.203,7/17/2022,12/19/2022,Backyard,4247,domestic,105449,Birds,0,0,7,7,0,Montana
Matanuska-Susitna Borough,-149.117,61.607,10/8/2022,12/31/1969,Backyard,4309,domestic,107900,Birds,242,0,1015,773,0,Alaska
Gelting,9.879052,54.757884,1/1/2022,1/11/2022,Not applicable,4012,wild,96804,Laridae (unidentified);Anatidae (unidentified),4,4,0,0,0,Schleswig-Holstein
 La Verrie (85302) ,-1.0195059,46.984986,12/17/2022,12/31/1969,Farm,4116,domestic,110670,Birds,20,12000,12000,11980,0,Pays de la Loire
Holbæk,11.6822,55.7123,1/4/2022,1/4/2022,Not applicable,4028,wild,95819,Barnacle Goose,1,1,0,0,0,Sjælland
FORTUNA LAKE,29.113222,45.225948,11/25/2021,11/26/2021,Natural park,4076,wild,93324,Mute Swan,1,1,0,0,0,Tulcea
Tótkomlós,20.764714,46.424346,4/26/2022,5/2/2022,Farm,4418,domestic,102668,Birds,285,285,257000,256715,0,Békés
Samyong-ri,127.468556,36.892002,2/11/2022,12/31/1969,Farm,4067,domestic,97513,Birds,15,15,96000,95985,0,Chungcheongbuk-do
camba,120.804082,15.173616,6/19/2022,6/23/2022,Farm,4328,domestic,105220,Birds,200,200,6618,6418,0,Pampanga
Muhammad farms Minna,6.296,9.3346,2/17/2022,2/22/2022,Farm,3533,domestic,98797,Birds,450,2500,2500,2050,0,Niger
Ballinskellig,-10.271874,51.82431,9/5/2022,11/17/2022,Not applicable,4524,wild,106923,Northern Gannet,4,0,0,0,0,Kerry
Bamburgh,-1.71,55.61,11/10/2021,6/10/2022,Other,4030,wild,92940,Barnacle Goose;Alcidae (unidentified);Mute Swan;Northern Gannet;Razorbill;Common Murre,9,9,0,0,0,England
Campi Bisenzio,11.142187,43.788531,1/10/2022,3/10/2022,Backyard,4017,domestic,95668,Birds,1,1,54,53,0,Toscana
Enkhuizen,5.2128,52.7243,7/3/2022,12/31/1969,Other,4051,wild,104822,Black-headed Gull;Sandwich Tern,4,4,0,0,0,Noord-Holland
Kamp-Lintfort,6.467,51.5,4/10/2022,5/22/2022,Farm,4083,domestic,101690,Birds,230,230,44580,44350,0,Nordrhein-Westfalen
Falkaholmen,14.5734,56.0293,6/12/2022,6/12/2022,Other,4048,wild,104533,Sandwich Tern,4,4,0,0,0,Blekinge
Borshevoe,39.151212,53.710601,6/11/2022,7/19/2022,Village,4484,domestic,104423,Birds,250,250,250,0,0,Ryazan'
Nava de Arévalo,-4.7598,40.9663,1/25/2022,2/9/2022,Body of water,4231,wild,96425,Greylag Goose,1,1,0,0,0,Castilla y León
Llangorse Powys ,-3.26,51.93,11/15/2022,11/14/2022,Other,4643,wild,109418,Canada Goose,1,1,0,0,0,Wales
Vlčany,17.947,48.024,5/23/2022,6/26/2022,Backyard,4467,domestic,103507,Birds,25,25,35,10,0,Nitriansky
Szentes,20.230218,46.649616,5/8/2022,5/10/2022,Farm,4427,domestic,102948,Birds,430,430,3050,2620,0,Csongrád-Csanád
Hoboken,4.350236785,51.16928456,10/21/2022,10/21/2022,Other,4073,wild,108610,Anserinae (unidentified),1,1,0,0,0,Vlaanderen
Gem County,-116.494,43.876,12/11/2022,12/31/1969,Backyard,4247,domestic,110909,Birds,1,0,83,0,0,Idaho
Orléans (45234),1.906203,47.896953,2/6/2023,12/31/1969,Other,4075,wild,114611,Black-headed Gull,1,1,0,0,0,Centre-Val de Loire
Elpersbüttel,8.985,54.062,1/4/2022,1/11/2022,Not applicable,4012,wild,96803,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Barron County,-91.828,45.398,4/24/2022,7/13/2022,Farm,4309,domestic,102507,Birds,0,0,110731,110731,0,Wisconsin
Skjern,8.5116,55.9484,1/3/2022,1/3/2022,Not applicable,4028,wild,95818,Barnacle Goose,1,1,0,0,0,Midtjylland
 La Garnache (85096) ,-1.7834655,46.9108,12/17/2022,12/31/1969,Farm,4116,domestic,110668,Birds,0,10000,10000,10000,0,Pays de la Loire
Mezőhegyes,20.802407,46.350338,4/24/2022,4/26/2022,Farm,4418,domestic,102553,Birds,35,35,2000,1965,0,Békés
Daejeon-ri,126.751717,36.774623,2/11/2022,12/31/1969,Farm,4067,domestic,97509,Birds,40,40,119000,118960,0,Chungcheongnam-do
Trade center Kuru,8.6791,9.4986,2/19/2022,2/22/2022,Backyard,3533,domestic,98796,Birds,4,25,25,21,0,Plateau
San Bartolome,120.729903,14.982109,6/18/2022,7/5/2022,Farm,4328,domestic,105229,Birds,1326,1326,1983,657,0,Pampanga
Skellig Michael,-10.5404,51.77089,7/3/2022,11/17/2022,Not applicable,4524,wild,104798,Common Raven,1,0,0,0,0,Kerry
Wieringerwerf,5.077,52.89,7/3/2022,12/31/1969,Other,4051,wild,104821,Sandwich Tern,1,1,0,0,0,Noord-Holland
Wipperfürth,7.4,51.11,1/27/2022,3/6/2022,Backyard,4083,domestic,96421,Birds,35,35,59,24,0,Nordrhein-Westfalen
Falkaholmen,14.5734,56.0293,6/12/2022,6/12/2022,Other,4048,wild,104532,Sandwich Tern,3,3,0,0,0,Blekinge
Camisano Vicentino,11.720531,45.508163,1/9/2022,1/12/2022,Backyard,4017,domestic,95666,Birds,47,114,114,67,0,Veneto
Hastings,0.65,50.89,11/16/2021,6/20/2022,Other,4030,wild,93284,Herring Gull;Greylag Goose,26,26,0,0,0,England
Turovo,40.28626,53.646285,6/6/2022,7/7/2022,Backyard,4484,domestic,104082,Birds,10,10,43,33,0,Ryazan'
Donjimeno,-4.8631,40.9764,1/22/2022,2/2/2022,Body of water,4231,wild,96424,Greylag Goose,1,1,0,0,0,Castilla y León
Cheadle Staffordshire ,-1.97,52.99,11/18/2022,11/17/2022,Other,4643,wild,109417,Eurasian Sparrowhawk,1,1,0,0,0,England
Amay,5.3237,50.5427,10/25/2022,10/25/2022,Other,4073,wild,108613,Canada Goose,5,5,0,0,0,Wallonie
 Auxerre (89024) ,3.5656231,47.796252,1/31/2023,12/31/1969,Other,4075,wild,114610,Black-headed Gull,1,1,0,0,0,Bourgogne-Franche-Comté
Csengele,19.901765,46.558312,4/25/2022,4/25/2022,Farm,4427,domestic,102671,Birds,124,124,12368,12244,0,Csongrád-Csanád
Bates County,-94.33,38.257,12/18/2022,12/31/1969,Backyard,4247,domestic,110908,Birds,8,0,28,20,0,Missouri
Nieby,9.941108,54.773524,1/6/2022,1/11/2022,Not applicable,4012,wild,96802,Accipitridae (unidentified),1,1,0,0,0,Schleswig-Holstein
Chisago County,-92.815,45.39,5/7/2022,10/7/2022,Backyard,4309,domestic,103176,Birds,0,0,155,155,0,Minnesota
Gjessø,9.4453,56.1136,12/31/2021,12/31/2021,Not applicable,4028,wild,95817,Eurasian Eagle-Owl,1,1,0,0,0,Midtjylland
 Mauléon (79079) ,-0.709624,46.94416,12/16/2022,12/31/1969,Farm,4116,domestic,110666,Birds,50,4200,4200,4150,0,Nouvelle-Aquitaine
Tótkomlós,20.726279,46.442739,4/21/2022,4/25/2022,Farm,4418,domestic,102552,Birds,300,300,12000,11700,0,Békés
Jogok-ri,127.825,36.8937,2/11/2022,12/31/1969,Farm,4067,domestic,97507,Birds,0,700,11048,10348,0,Chungcheongbuk-do
Trade Center Kuru,8.6573,9.5346,2/18/2022,2/22/2022,Backyard,3533,domestic,98795,Birds,12,50,50,38,0,Plateau
Galty cove,-9.743,51.46,9/5/2022,11/17/2022,Not applicable,4524,wild,106922,Northern Gannet,3,0,0,0,0,Cork
Bambang,120.85137,15.065302,6/16/2022,6/27/2022,Farm,4328,domestic,105228,Birds,100,100,100,0,0,Pampanga
Hoorn,5.069,52.638,7/7/2022,12/31/1969,Other,4051,wild,104820,Black-necked Grebe,2,2,0,0,0,Noord-Holland
Dortmund,7.4,51.49,1/24/2022,3/2/2022,Backyard,4083,domestic,96420,Birds,2,4,24,22,0,Nordrhein-Westfalen
Eneskärskläppar,15.8005,56.0951,6/8/2022,6/8/2022,Other,4048,wild,104531,Sandwich Tern,2,2,0,0,0,Blekinge
Acquanegra Sul Chiese,10.425334,45.173548,1/2/2022,1/19/2022,Farm,4017,domestic,95099,Birds,16093,162026,162026,145933,0,Lombardia
Castelló d'Empuries,3.0955,42.2245,1/16/2022,1/30/2022,Other,4231,wild,96423,White Stork,1,1,0,0,0,Cataluña
Kabitsyno ,36.630746,55.144022,7/11/2022,8/17/2022,Backyard,4484,domestic,105143,Birds,24,24,24,0,0,Kaluga
Brighton East Sussex,-0.1,50.81,6/12/2022,6/20/2022,Other,4030,wild,104278,Herring Gull,7,7,0,0,0,England
Griffydam Leicestershire ,-1.38,52.76,11/17/2022,11/16/2022,Other,4643,wild,109416,Eurasian Sparrowhawk,1,1,0,0,0,England
Forráskút,19.886464,46.357129,4/25/2022,4/25/2022,Farm,4427,domestic,102670,Birds,0,0,12674,12674,0,Csongrád-Csanád
Nordermeldorf,8.938979,54.113809,1/4/2022,1/11/2022,Not applicable,4012,wild,96801,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Zonhoven,5.327840002,50.9828358,10/21/2022,10/21/2022,Other,4073,wild,108612,Greylag Goose,1,1,0,0,0,Vlaanderen
Suèvres (41252),1.4843928069492325,47.66531565028146,2/6/2023,12/31/1969,Other,4075,wild,114609,Black-headed Gull,5,5,0,0,0,Centre-Val de Loire
Pocahontas County,-80.096,38.224,12/15/2022,12/31/1969,Not applicable,4247,wild,110744,Canada Goose,0,0,0,0,0,West Virginia
Fresno County,-119.798,36.724,8/23/2022,12/31/1969,Farm,4309,domestic,106263,Birds,0,0,34835,34835,0,California
Hvide Sande,8.1313,56.0059,1/2/2022,1/2/2022,Not applicable,4028,wild,95816,Barnacle Goose,1,1,0,0,0,Midtjylland
Kaszaper,20.824599,46.464106,4/20/2022,4/20/2022,Farm,4418,domestic,102394,Birds,60,60,60,0,0,Békés
 Nueil-les-Aubiers (79195) ,-0.6213825,46.960994,12/16/2022,12/31/1969,Farm,4116,domestic,110664,Birds,4,4900,4900,4896,0,Nouvelle-Aquitaine
Gyesan-ri,127.409825,36.779789,2/7/2022,12/31/1969,Farm,4067,domestic,97134,Birds,0,100,8100,0,0,Chungcheongbuk-do
San Bartolome,120.729903,14.982109,6/15/2022,6/25/2022,Farm,4328,domestic,105223,Birds,250,250,3095,2845,0,Pampanga
Gumshar Yolawakatt,10.1222,8.8039,2/17/2022,2/22/2022,Backyard,3533,domestic,98794,Birds,30,250,250,220,0,Plateau
53.749767  -6.245390,-6.25,53.75,9/7/2022,11/17/2022,Not applicable,4524,wild,106956,Northern Gannet,2,0,0,0,0,Meath
Moddergat,6.0699,53.4062,7/7/2022,12/31/1969,Other,4051,wild,104819,Northern Gannet,1,1,0,0,0,Friesland
Hamminkeln,6.65,51.75,12/10/2021,1/12/2022,Farm,4083,domestic,94120,Birds,325,325,3200,2875,0,Nordrhein-Westfalen
El Bohodón,-4.7322,40.9136,1/13/2022,1/27/2022,Other,4231,wild,95990,Greylag Goose,5,5,0,0,0,Castilla y León
Khvatovo ,35.482367,54.154365,7/2/2022,8/15/2022,Backyard,4484,domestic,105110,Birds,64,64,64,0,0,Kaluga
Nogarole Rocca,10.854274,45.282593,12/26/2021,1/19/2022,Farm,4017,domestic,95092,Birds,60,60,24136,24076,0,Veneto
Warwick Warwickshire ,-1.6,52.26,11/16/2022,11/15/2022,Other,4643,wild,109415,Canada Goose,2,2,0,0,0,England
Ruzsa,19.772469,46.304143,4/25/2022,5/2/2022,Farm,4427,domestic,102669,Birds,3030,3030,91180,88150,0,Csongrád-Csanád
Lower Brora Highland,-3.85,58.01,6/30/2022,6/30/2022,Other,4030,wild,104922,Razorbill;Common Murre;Northern Gannet,11,11,0,0,0,Scotland
Wöhrden,8.975,54.15,1/5/2022,1/11/2022,Not applicable,4012,wild,96800,Accipitridae (unidentified),1,1,0,0,0,Schleswig-Holstein
 Saint-Fargeau-Ponthierry (77407) ,2.52604258,48.553393,1/22/2023,12/31/1969,Other,4075,wild,114608,Black-headed Gull,1,1,0,0,0,Île-de-France
Puurs,4.313477926,51.06303716,10/23/2022,10/23/2022,Other,4073,wild,108611,Canada Goose,1,1,0,0,0,Vlaanderen
Schaffhausen,8.629,47.697,3/6/2022,4/29/2022,Other,4108,wild,99152,Black-headed Gull,1,1,0,0,0,Schaffhausen
Richland County,-96.603,46.298,4/22/2022,9/26/2022,Backyard,4309,domestic,102480,Birds,0,0,30,30,0,North Dakota
Tótkomlós,20.753063,46.423614,4/20/2022,4/22/2022,Farm,4418,domestic,102393,Birds,3000,3000,30300,27300,0,Békés
Herning,8.9537,56.1534,1/4/2022,1/4/2022,Not applicable,4028,wild,95815,Whooper Swan,1,1,0,0,0,Midtjylland
 La Jaudonnière (85115) ,-0.959011,46.657357,12/15/2022,12/31/1969,Farm,4116,domestic,110657,Birds,0,12680,12680,12680,0,Pays de la Loire
YolawakattaLAMBA,10.0769,9.0704,2/18/2022,2/22/2022,Backyard,3533,domestic,98793,Birds,50,350,350,300,0,Plateau
Youghal,-7.907249,51.944288,9/7/2022,11/17/2022,Not applicable,4524,wild,106927,Northern Gannet,4,0,0,0,0,Cork
Omok-ri,126.931809,36.788949,2/8/2022,12/31/1969,Farm,4067,domestic,97136,Birds,50,50,290000,288950,0,Chungcheongnam-do
San Bartolome,120.729903,14.982109,6/18/2022,6/25/2022,Farm,4328,domestic,105224,Birds,70,70,6370,6300,0,Pampanga
Lauwersoog,6.2544,53.3744,7/7/2022,12/31/1969,Other,4051,wild,104818,Common Tern,1,1,0,0,0,Groningen
Delbrück,8.57,51.81,11/30/2021,1/2/2022,Farm,4083,domestic,93362,Birds,3,3,3100,3097,0,Nordrhein-Westfalen
Polk County,-123.32,44.925,6/3/2022,11/20/2022,Backyard,4247,domestic,104190,Birds,0,0,87,87,0,Oregon
Poole Dorset ,-1.96,50.72,11/15/2022,11/14/2022,Other,4643,wild,109413,Mute Swan,2,2,0,0,0,England
Zimella,11.330071,45.343778,12/26/2021,1/18/2022,Farm,4017,domestic,95090,Birds,35924,35924,35924,0,0,Veneto
Alexandro-Nevsky,40.219399,53.4661,5/27/2022,6/30/2022,Backyard,4484,domestic,103865,Birds,60,60,128,68,0,Ryazan'
El Oso,-4.7617,40.8536,1/9/2022,1/23/2022,Other,4231,wild,95447,Grey Heron;Greylag Goose,4,4,0,0,0,Castilla y León
Zsombó,19.959773,46.341487,4/25/2022,4/25/2022,Farm,4427,domestic,102554,Birds,350,350,22300,21950,0,Csongrád-Csanád
Büsum,8.880377,54.128892,1/5/2022,1/11/2022,Not applicable,4012,wild,96799,Laridae (unidentified);Anatidae (unidentified),4,4,0,0,0,Schleswig-Holstein
Kruisem,3.684113642,50.90198286,10/22/2022,10/22/2022,Other,4073,wild,108609,Greylag Goose,2,2,0,0,0,Vlaanderen
Bern,7.45,46.9335,2/20/2022,4/29/2022,Zoo,4108,wild,98058,Grey Heron;Dalmatian pelican,2,3,22,1,0,Bern
Amble Northumberland,-1.5509,55.32,6/8/2022,6/21/2022,Other,4030,wild,104373,Charadriidae (unidentified);Northern Gannet;Arctic Tern;Sandwich Tern;Common Tern,9,9,0,0,0,England
Brionne (27116),0.7192482905817901,49.18818155686039,2/6/2023,12/31/1969,Other,4075,wild,114606,Black-headed Gull,40,40,0,0,0,Normandie
