location,longitude,latitude,start,end,epiUnit
Finnamore lake,-7.686,53.237,11/14/2021,6/13/2022,Not applicable
Finnamore lake,-7.619,53.241,11/7/2021,6/13/2022,Not applicable
Drumkeeran ,-8.116206,54.18816,3/20/2022,6/13/2022,Not applicable
Drumatinny ,-8.08925,55.157665,3/8/2022,6/13/2022,Not applicable
Naran,-8.46175,54.840051,3/8/2022,6/13/2022,Not applicable
Ballygilgan,-8.52951,54.23104,3/3/2022,6/13/2022,Not applicable
Rosses point,-8.56406,54.3054,3/3/2022,6/13/2022,Not applicable
Rosses point,-8.57,54.35,2/27/2022,6/13/2022,Not applicable
Strandhill,-8.60009,54.26198,2/17/2022,6/13/2022,Not applicable
Ramstown,-6.83683,52.18149,2/13/2022,6/13/2022,Not applicable
Goorey,-7.26076,55.29472,2/16/2022,6/13/2022,Not applicable
Clontarf,-6.174289,53.371652,2/5/2022,6/13/2022,Natural park
Benduff,-7.24872,55.27346,2/2/2022,6/13/2022,Not applicable
Goorey,-7.281,55.294,1/25/2022,6/13/2022,Not applicable
Ringsend,-6.1973,53.33976,1/20/2022,6/13/2022,Not applicable
Youghal,-7.907249,51.944288,1/6/2022,6/13/2022,Not applicable
Balbriggan,-6.1796,53.6102,1/4/2022,6/13/2022,Not applicable
Thomastown,-6.74457,53.2332,12/21/2021,6/13/2022,Not applicable
Castleblayney,-6.681729,54.147065,12/5/2021,6/13/2022,Farm
Kisha,-6.38,52.221765,11/28/2021,6/13/2022,Not applicable
Dungarvan,-7.55309,52.11887,11/25/2021,6/13/2022,Not applicable
Balbriggan,-6.1817,53.612,11/25/2021,6/13/2022,Not applicable
Finnamore lake,-7.68275,53.23524,11/23/2021,6/13/2022,Not applicable
Moville,-7.02201,55.19106,11/18/2021,6/13/2022,Not applicable
Tacumshin lake,-6.457,52.204,11/23/2021,6/13/2022,Not applicable
Kilmaneen,-7.8325,52.2846,11/18/2021,6/13/2022,Not applicable
Clonmel,-7.70388,52.3499,11/18/2021,6/13/2022,Not applicable
Finnamore lakes,-7.686,53.237,11/18/2021,6/13/2022,Not applicable
Camlin river,-7.6652,53.8055,11/16/2021,6/13/2022,Not applicable
Fermoyle beach,-10.1248,52.243,11/16/2021,6/13/2022,Not applicable
Clashganny,-7.832,52.284,11/11/2021,6/13/2022,Not applicable
Ardmore,-7.7202,51.9474,11/14/2021,6/13/2022,Not applicable
Ballindine,-7.514,52.359,11/14/2021,6/13/2022,Not applicable
Dungarvan,-7.6234,52.082,11/14/2021,6/13/2022,Not applicable
Finnamore lake,-7.681,53.236,11/10/2021,6/13/2022,Not applicable
Raven's point,-6.366317,52.347601,11/14/2021,6/13/2022,Not applicable
Tacumshin lake,-6.457,52.204,11/13/2021,6/13/2022,Not applicable
Lough Funshinagh,-8.1,53.51,11/11/2021,6/13/2022,Not applicable
Inch,-7.452,55.045,11/11/2021,6/13/2022,Natural park
Newcastle blueway,-7.807,52.272,11/14/2021,6/13/2022,Not applicable
Finnamore lake,-7.681,53.236,11/8/2021,6/13/2022,Natural park
Ballypheasan,-8.195,53.628,11/9/2021,6/13/2022,Not applicable
Inch,-7.444,55.052,11/8/2021,6/13/2022,Natural park
Tarbert,-9.335,52.561,11/2/2021,6/13/2022,Not applicable
Gaway,-8.932,53.281,10/28/2021,11/25/2021,Not applicable
