location,longitude,latitude,start,end,epiUnit
Wieringerwerf,5.06,52.91,12/22/2022,12/31/1969,Other
Hilversum,5.16,52.2351,12/20/2022,12/31/1969,Other
Enschede,6.88,52.18,12/20/2022,12/31/1969,Other
Wieringerwerf,5.06,52.91,12/11/2022,12/31/1969,Other
Oud Alblas,4.7117,51.87,12/11/2022,12/31/1969,Other
Krommenie,4.75,52.53,12/11/2022,12/31/1969,Other
Zoeterwoude,4.5155,52.09,12/6/2022,12/31/1969,Other
Mook,5.89,51.76,12/6/2022,12/31/1969,Other
Heerhugowaard,4.8,52.64,12/6/2022,12/31/1969,Other
Oud Gastel,4.48,51.57,12/6/2022,12/31/1969,Other
Gulpen,5.9,50.83,11/29/2022,12/31/1969,Other
Schoorl,4.6961,52.7,11/29/2022,12/31/1969,Other
Alphen aan den Rijn,4.67,52.15,11/29/2022,12/31/1969,Other
Alkmaar,4.75,52.63,11/29/2022,12/31/1969,Other
Anjum,6.1372,53.38,11/29/2022,12/31/1969,Other
Schagen,4.79,52.7917,11/29/2022,12/31/1969,Other
Hallum,5.74,53.33,11/29/2022,12/31/1969,Other
Wieringerwerf,5.08,52.89,11/27/2022,12/31/1969,Other
Enkhuizen,5.22,52.82,11/27/2022,12/31/1969,Other
Oud Alblas,4.73,51.88,11/27/2022,12/31/1969,Other
Wieringerwerf,5.12,52.83,11/27/2022,12/31/1969,Other
Krommenie,4.7677,52.53,10/27/2022,12/31/1969,Other
Mijdrecht,4.88861,52.23031,12/15/2022,12/31/1969,Other
Tiel,5.43425,51.88307,10/5/2022,12/31/1969,Other
Wouterswoude,6.02708,53.29557,10/6/2022,12/31/1969,Other
Geesteren,6.75101,52.40922,9/21/2022,12/31/1969,Other
Vriezenveen,6.59632,52.40311,9/15/2022,12/31/1969,Other
Daarle,6.53929,52.43205,9/15/2022,12/31/1969,Other
Vriezenveen,6.62291,52.41208,9/15/2022,12/31/1969,Other
Zuid Scharwoude,4.82116,52.7001,9/13/2022,12/31/1969,Other
Wieringerwerf,5.06838,52.89744,9/4/2022,12/31/1969,Other
Ter Aar,4.71467,52.17179,8/26/2022,12/31/1969,Other
Bunschoten,5.38899,52.21448,8/31/2022,12/31/1969,Other
Vrouwenpolder,3.688,51.623,8/16/2022,12/31/1969,Other
Lelystad,5.4422,52.4958,8/16/2022,12/31/1969,Other
Andijk,5.2219,52.7492,8/16/2022,12/31/1969,Other
Bergen,4.7063,52.6611,8/21/2022,12/31/1969,Other
Weesp,5.068,52.296,8/21/2022,12/31/1969,Other
Putten,5.523,52.249,8/22/2022,12/31/1969,Other
