location,longitude,latitude,start,end,epiUnit
Steinburg,9.41,53.8,5/18/2021,6/15/2021,Not applicable
Nordfriesland,8.96,54.62,6/1/2021,6/20/2021,Not applicable
Landkreis Pinneberg,9.65,53.59,4/28/2021,5/30/2021,Not applicable
Landkreis Dithmarschen,8.96,54.085,4/20/2021,5/19/2021,Not applicable
Landkreis Nordfriesland,8.6,54.33,4/22/2021,5/31/2021,Not applicable
Landkreis Steinburg,9.48,53.83,4/19/2021,5/10/2021,Not applicable
rendsburg-eckernförde (landkreis),9.7,54.48,4/12/2021,4/25/2021,Not applicable
schleswig-flensburg (landkreis),9.92,54.79,4/15/2021,4/22/2021,Not applicable
nordfriesland (landkreis),8.77,54.7,3/23/2021,4/21/2021,Not applicable
steinburg (landkreis),9.3,53.87,3/12/2021,4/21/2021,Not applicable
Dithmarschen (landkreis),9.17,53.9,3/10/2021,4/12/2021,Not applicable
