location,longitude,latitude,start,end,epiUnit
Lahnau,8.56,50.57,2/22/2023,12/31/1969,Not applicable
Hüttenberg,8.62,50.51,1/23/2023,2/26/2023,Backyard
Braunfels,8.37,50.51,2/6/2023,2/28/2023,Not applicable
Kassel,9.5,51.3,1/12/2023,2/1/2023,Not applicable
Frankenberg (Eder),8.89,51.05,12/1/2022,1/4/2023,Backyard
Vöhl,8.89,51.15,12/1/2022,1/19/2023,Backyard
Münchhausen,8.68,50.97,12/1/2022,12/27/2022,Backyard
Frankfurt am Main,8.699,50.115,3/3/2022,3/23/2022,Not applicable
Offenbach am Main,8.75,50.114,2/16/2022,4/5/2022,Not applicable
Frankfurt am Main,8.699,50.11,3/2/2022,3/23/2022,Not applicable
Lampertheim,8.41,49.65,2/22/2022,4/5/2022,Not applicable
Bad Vilbel,8.74,50.2,2/27/2022,4/4/2022,Not applicable
Offenbach am Main,8.752,50.11,2/14/2022,4/5/2022,Not applicable
Echzell,8.859,50.37,2/8/2022,4/4/2022,Not applicable
Wöllstadt,8.743,50.3,2/9/2022,3/15/2022,Not applicable
Vöhl,8.891,51.171,2/7/2022,2/27/2022,Not applicable
Schotten,9.12,50.49,1/21/2022,2/21/2022,Not applicable
Wetzlar,8.61,50.56,2/16/2022,2/21/2022,Not applicable
Vöhl,8.88,51.18,12/30/2021,2/27/2022,Not applicable
Langenselbold,9.034,50.166,2/6/2022,2/6/2022,Not applicable
Lampertheim,8.452,49.6,1/23/2022,4/5/2022,Not applicable
Bad Vilbel,8.74,50.21,1/25/2022,2/20/2022,Not applicable
Florstadt,8.89,50.33,1/26/2022,2/21/2022,Not applicable
Hungen,8.922,50.441,1/12/2022,4/5/2022,Not applicable
Maintal,8.823,50.137,1/18/2022,2/17/2022,Zoo
Langenselbold,9.043,50.169,1/18/2022,1/18/2022,Not applicable
