location,longitude,latitude,start,end,epiUnit
Azinhal,-7.49361,37.273632,3/13/2022,4/15/2022,Backyard
Gião,-8.669406,41.319615,2/28/2022,4/2/2022,Backyard
Odivelas,-8.180064,38.180414,2/27/2022,3/31/2022,Backyard
Santa Margarida Da Coutada,-8.312721,39.44223,1/12/2022,2/14/2022,Backyard
SÃO MATIAS,-7.850556,38.118167,3/4/2022,3/4/2022,Other
Silves,-8.44306,37.18745,2/22/2022,2/22/2022,Natural park
Mértola,-7.620824,37.620824,2/16/2022,3/21/2022,Backyard
Baleal Beach,-9.339604,39.37379,1/9/2022,1/9/2022,Body of water
LAGOA DE SANTO ANDRE,-8.78044,38.07978,1/14/2022,1/14/2022,Natural park
Vila Nova Da Barquinha,-8.431465,39.457489,1/9/2022,1/9/2022,Natural park
Alpiarça,-8.585786,39.246206,12/29/2021,12/29/2021,Natural park
