location,longitude,latitude,start,end,epiUnit
Aldeatejada,-5.7061,40.8996,2/19/2022,3/9/2022,Other
Ávila,-4.7092,40.6688,2/2/2022,2/27/2022,Other
Alcorcón,-3.8388,40.3574,3/29/2022,4/21/2022,Other
Móstoles,-3.8909,40.318,3/16/2022,4/6/2022,Other
Tres Cantos,-3.7277,40.6104,2/20/2022,3/15/2022,Other
Guadalix de la Sierra,-3.6855,40.7677,2/9/2022,3/5/2022,Body of water
Vitoria-Gasteiz,-2.81059,42.81596,11/6/2022,12/12/2022,Other
Soses,0.4791,41.496,12/21/2021,1/17/2022,Other
Sada,-8.250404325,43.349,10/27/2022,12/14/2022,Other
Santurtzi,-3.044022,43.338763,10/13/2022,11/24/2022,Other
Cerceda,-8.499328743,43.104547446,10/17/2022,11/30/2022,Other
Viveiro,-7.607944152,43.670874015,10/12/2022,11/20/2022,Other
Carnota,-9.10706901,42.82203845,9/20/2022,11/4/2022,Other
Foz,-7.261836128,43.579663573,10/12/2022,10/27/2022,Other
Oia,-8.873093283,42.034169253,10/12/2022,11/12/2022,Other
Santurtzi,-3.030461,43.32927,10/13/2022,11/12/2022,Other
Villaviciosa,-5.460687975,43.484334382,10/8/2022,10/30/2022,Other
Zierbena,-3.113,43.349,10/19/2022,11/3/2022,Other
Lemoiz,-2.901,43.432,9/29/2022,11/6/2022,Other
Bakio,-2.807039,43.42989,9/28/2022,11/3/2022,Other
Gorliz,-2.943701,43.414829,9/23/2022,10/24/2022,Other
Vitoria - Gasteiz,-2.705739,42.862215,10/7/2022,11/4/2022,Other
Irún,-1.78899,43.364,9/22/2022,11/4/2022,Other
Gaztelu,-2.032049,43.1111,9/4/2022,11/4/2022,Other
Mutriku,-2.3814,43.31017,10/18/2022,11/2/2022,Other
Gijón,-5.684070627,43.498794171,9/17/2022,11/1/2022,Other
Castrillón,-5.994010305,43.547940565,9/24/2022,11/3/2022,Other
Punta Umbría,-6.98478198,37.19341696,9/21/2022,11/1/2022,Other
Santoña,-3.45469125,43.452430906,9/29/2022,10/27/2022,Other
Comillas,-4.295167379,43.364651055,9/28/2022,10/27/2022,Other
Conil de la Frontera,-6.08914986,36.275484,9/27/2022,10/31/2022,Other
Castelló d'Empúries,3.1224201893,42.269916216,9/27/2022,10/27/2022,Natural park
Carreño,-5.792723461,43.548857193,9/17/2022,10/24/2022,Other
Coluga,-5.285930229,43.467749394,9/17/2022,10/27/2022,Other
San Vicente de la Barquera,-4.395770457,43.366694776,9/24/2022,10/24/2022,Other
Alfoz de Lloredo,-4.184421092,43.375489185,9/24/2022,10/24/2022,Other
Córdoba,-4.76767242,37.87707082,9/23/2022,10/29/2022,Body of water
Tapia de Casariego,-6.923745784,43.524279006,9/17/2022,10/27/2022,Other
Zumaia,-2.260567,43.300656,9/14/2022,10/19/2022,Other
Donostia/San Sebastián,-1.991165136,43.3067915,9/15/2022,10/19/2022,Other
Ferrol,-8.319424661,43.495039991,9/6/2022,10/19/2022,Other
Ribeira,-9.063728135,42.577137,9/6/2022,10/19/2022,Other
