location,longitude,latitude,start,end,epiUnit
Seniga,10.190601,45.246265,10/27/2021,10/30/2021,Natural park
Rovato,10.011437,45.546385,10/27/2021,10/30/2021,Natural park
Manfredonia,15.9,41.62,11/28/2021,1/16/2022,Other
Greggio,8.398279,45.446468,2/13/2022,3/15/2022,Natural park
Settimo Torinese,7.751899,45.132578,2/13/2022,3/15/2022,Natural park
Stella Cilento,15.09426,40.230517,12/30/2021,2/28/2022,Other
Medesano,10.13544,44.75832,12/21/2021,2/24/2022,Other
Sorrento,14.35489,40.628756,2/13/2022,4/3/2022,Other
Vico Equense,14.425342,40.653655,2/13/2022,4/3/2022,Other
Agropoli,14.982775,40.327077,2/13/2022,4/5/2022,Other
Pegognaga,10.880708,44.986263,1/18/2022,1/19/2022,Other
Roma,12.44532,41.884,11/25/2021,1/11/2022,Natural park
Cenate Sopra,9.815057,45.711396,12/9/2021,1/4/2022,Other
Verona,10.932093,45.406689,12/8/2021,12/31/2021,Other
Campagna Lupia,12.13465,45.32952,12/16/2021,12/31/2021,Other
Cavallino-Treporti,12.548694,45.477534,11/22/2021,12/31/2021,Village
Albaredo d' Adige,11.315148,45.313048,12/20/2021,1/31/2022,Other
Rovigo,11.785038,45.100854,12/12/2021,1/31/2022,Other
Iesolo,12.580501,45.499663,12/13/2021,12/31/2021,Other
Bardolino,10.722614,45.542944,11/28/2021,12/31/2021,Other
Zevio,11.102473,45.377712,11/29/2021,12/31/2021,Natural park
Lignano Sabbiadoro,13.146367,45.695265,11/9/2021,9/5/2022,Other
Lazise,10.713823,45.468764,11/15/2021,12/31/2021,Natural park
