location,longitude,latitude,start,end,epiUnit
Csólyospálos,19.838705,46.451065,5/1/2022,5/7/2022,Farm
Kerekegyháza,19.509689,46.913952,5/25/2022,5/31/2022,Farm
Kerekegyháza,19.474058,46.918898,5/23/2022,5/25/2022,Farm
Petőfiszállás,19.896433,46.633972,5/22/2022,5/25/2022,Farm
Pálmonostora,19.9563,46.5755,5/17/2022,5/25/2022,Farm
Fülöpháza,19.468632,46.918726,5/17/2022,5/19/2022,Farm
Fülöpháza,19.46194,46.927636,5/17/2022,5/19/2022,Farm
Rém,19.123673,46.267726,5/17/2022,5/19/2022,Farm
Kiskunmajsa,19.731679,46.512454,5/17/2022,5/25/2022,Farm
Fülöpháza,19.467408,46.921349,5/16/2022,5/18/2022,Farm
Kerekegyháza,19.44,46.9186,5/15/2022,5/17/2022,Farm
Petőfiszállás,19.878352,46.595049,5/15/2022,5/19/2022,Farm
Rém,19.13515,46.257655,5/13/2022,5/17/2022,Farm
Kiskunhalas,19.517138,46.410497,5/12/2022,5/17/2022,Farm
Rém,19.126455,46.264668,5/12/2022,5/15/2022,Farm
Rém,19.129315,46.261845,5/12/2022,5/15/2022,Farm
Kiskunmajsa,19.664062,46.472718,5/11/2022,5/18/2022,Farm
Rém,19.132083,46.25868,5/11/2022,5/15/2022,Farm
Tázlár,19.498163,46.526774,5/10/2022,5/16/2022,Farm
Kiskunmajsa,19.631108,46.514691,5/10/2022,5/16/2022,Farm
Kiskunfélegyháza,19.938444,46.695672,5/25/2022,5/31/2022,Farm
Kiskunhalas,19.60508,46.43903,5/28/2022,6/1/2022,Farm
Petőfiszállás,19.896299,46.642645,5/29/2022,5/30/2022,Farm
Kunfehértó,19.407121,46.346178,5/8/2022,5/12/2022,Farm
Harkakötöny,19.605083,46.458535,5/29/2022,6/1/2022,Farm
Jászszentlászló,19.785502,46.589496,5/29/2022,6/1/2022,Farm
Kerekegyháza,19.478588,46.920677,5/22/2022,5/24/2022,Farm
Tiszaalpár,20.000164,46.786957,5/20/2022,5/29/2022,Farm
Tiszaalpár,19.975508,46.78344,5/18/2022,5/22/2022,Farm
Kerekegyháza,19.472473,46.919342,5/15/2022,5/17/2022,Farm
Fülöpháza,19.480245,46.911103,5/12/2022,5/15/2022,Farm
Tiszaalpár,19.956222,46.797018,5/19/2022,5/22/2022,Farm
Kerekegyháza,19.474294,46.918752,5/20/2022,5/24/2022,Farm
Kerekegyháza,19.477867,46.915623,5/20/2022,5/23/2022,Farm
Fülöpháza,19.470642,46.919787,5/22/2022,5/23/2022,Farm
Kiskunfélegyháza,19.84515,46.65887,5/5/2022,5/17/2022,Farm
Bócsa,19.548761,46.617304,5/8/2022,5/11/2022,Farm
Móricgát,19.653214,46.625636,5/6/2022,5/10/2022,Farm
bugac,19.663134,46.679183,5/5/2022,5/10/2022,Farm
Petőfiszállás,19.837925,46.647574,5/4/2022,5/10/2022,Farm
Kiskunmajsa,19.742222,46.538611,5/5/2022,5/8/2022,Farm
Kiskunmajsa,19.78275,46.50024,5/5/2022,5/9/2022,Farm
Kiskunmajsa,19.643611,46.5325,5/4/2022,5/9/2022,Farm
Kiskunmajsa,19.77214,46.49305,4/30/2022,5/8/2022,Farm
Bugac,19.640491,46.684719,4/28/2022,5/8/2022,Farm
Kunfehértó,19.405583,46.345334,5/8/2022,5/12/2022,Farm
Kiskunmajsa,19.62741,46.527904,5/8/2022,5/18/2022,Farm
Zsana,19.675672,46.395004,5/7/2022,5/18/2022,Farm
Fülöpháza,19.467383,46.923632,5/5/2022,5/11/2022,Farm
Tázlár,19.467612,46.582284,5/5/2022,5/8/2022,Farm
Kiskunmajsa,19.776852,46.49822,5/7/2022,5/9/2022,Farm
Kiskunmajsa,19.648611,46.514722,5/13/2022,5/22/2022,Farm
Csólyospálos,19.829871,46.460471,5/1/2022,5/5/2022,Farm
Csólyospálos,19.8375,46.444167,4/28/2022,5/5/2022,Farm
Csólyospálos,19.844167,46.443106,4/28/2022,5/4/2022,Farm
Bócsa,19.497207,46.672206,5/5/2022,5/11/2022,Farm
Bócsa,19.54551,46.61693,5/8/2022,5/15/2022,Farm
Kerekegyháza,19.454917,46.930155,5/11/2022,5/17/2022,Farm
Kiskunmajsa,19.78172,46.50638,5/6/2022,5/17/2022,Farm
Fülöpháza,19.4505,46.9169,5/11/2022,5/15/2022,Farm
Kerekegyháza,19.464929,46.924205,5/11/2022,5/15/2022,Farm
Szank,19.650975,46.570148,5/11/2022,5/16/2022,Farm
Bócsa,19.449354,46.620761,5/9/2022,5/15/2022,Farm
Bócsa,19.536336,46.618622,5/9/2022,5/15/2022,Farm
Kiskunmajsa,19.63984,46.50469,5/11/2022,5/12/2022,Farm
Kiskunmajsa,19.63101,46.51938,5/11/2022,5/16/2022,Farm
Kiskunmajsa,19.722482,46.525265,5/9/2022,5/16/2022,Farm
Kiskunmajsa,19.748672,46.539808,5/5/2022,5/8/2022,Farm
Kiskunmajsa,19.678617,46.518168,5/8/2022,5/12/2022,Farm
Kiskunmajsa,19.743623,46.535395,5/7/2022,5/12/2022,Farm
Kiskunmajsa,19.790984,46.518432,5/7/2022,5/12/2022,Farm
Kiskunmajsa,19.646619,46.540082,5/6/2022,5/8/2022,Farm
Kiskunmajsa,19.693469,46.484707,4/30/2022,5/5/2022,Farm
Kiskunmajsa,19.644498,46.515756,4/26/2022,5/1/2022,Farm
Szank,19.571869,46.584834,4/25/2022,5/1/2022,Farm
Kerekegyháza,19.47432,46.92746,5/4/2022,5/10/2022,Farm
Szank,19.69187,46.56948,4/30/2022,5/5/2022,Farm
Kiskunhalas,19.483002,46.459968,5/1/2022,5/5/2022,Farm
Csólyospálos,19.859982,46.442824,5/4/2022,5/5/2022,Farm
Bócsa,19.51327,46.645837,5/1/2022,5/3/2022,Farm
Bócsa,19.530891,46.656787,4/30/2022,5/8/2022,Farm
Kiskunmajsa,19.78125,46.49436,5/2/2022,5/8/2022,Farm
Kiskunmajsa,19.639519,46.509101,4/30/2022,5/4/2022,Farm
Kerekegyháza,19.469943,46.926789,4/30/2022,5/2/2022,Farm
Bócsa,19.500882,46.675174,4/30/2022,5/4/2022,Farm
Bócsa,19.49982,46.682057,4/28/2022,5/3/2022,Farm
Csólyospálos,19.854776,46.424156,4/27/2022,5/1/2022,Farm
Tázlár,19.472723,46.563426,4/28/2022,5/3/2022,Farm
Bócsa,19.496878,46.6743,4/28/2022,5/3/2022,Farm
Bócsa,19.54629,46.622759,4/27/2022,5/2/2022,Farm
Bócsa,19.5471,46.643,4/27/2022,5/2/2022,Farm
Bócsa,19.551212,46.621178,4/27/2022,5/2/2022,Farm
Rém,19.129421,46.257695,5/5/2022,5/10/2022,Farm
Csólyospálos,19.81622,46.46771,4/27/2022,5/2/2022,Farm
Bócsa,19.501666,46.674721,4/27/2022,5/3/2022,Farm
Kömpöc,19.855253,46.465875,4/26/2022,5/3/2022,Farm
Bugac,19.603105,46.63124,4/26/2022,4/27/2022,Farm
Csólyospálos,19.8634,46.383,4/24/2022,4/27/2022,Farm
Bócsa,19.506637,46.64611,4/27/2022,5/2/2022,Farm
Bócsa,19.5256,46.6578,4/24/2022,4/25/2022,Farm
Csólyospálos,19.85525,46.41632,4/27/2022,5/1/2022,Farm
Csólyospálos,19.851522,46.423812,4/26/2022,4/29/2022,Farm
Bócsa,19.540128,46.632294,4/25/2022,4/28/2022,Farm
Móricgát,19.68755,46.62595,4/25/2022,5/1/2022,Farm
Tázlár,19.521274,46.556377,4/24/2022,4/26/2022,Farm
Csólyospálos,19.83628,46.40303,4/25/2022,4/29/2022,Farm
Csólyospálos,19.839009,46.42331,4/25/2022,5/2/2022,Farm
Bócsa,19.532,46.6476,4/24/2022,4/28/2022,Farm
Csólyospálos,19.848044,46.450811,4/25/2022,5/1/2022,Farm
Csólyospálos,19.842729,46.446677,4/25/2022,5/1/2022,Farm
Csólyospálos,19.85176,46.454135,4/25/2022,5/1/2022,Farm
Kömpöc,19.847226,46.442445,4/25/2022,5/1/2022,Farm
Bugac,19.60182,46.62909,4/24/2022,4/27/2022,Farm
Kömpöc,19.867312,46.474934,4/24/2022,4/28/2022,Farm
Csólyospálos,19.8701,46.41826,4/23/2022,5/1/2022,Farm
Bócsa,19.532421,46.641252,4/22/2022,4/28/2022,Farm
Csólyospálos,19.85854,46.428945,4/23/2022,4/26/2022,Farm
Bócsa,19.547109,46.618518,4/24/2022,4/27/2022,Farm
Csólyospálos,19.879532,46.393122,4/24/2022,4/28/2022,Farm
Csólyospálos,19.865548,46.388589,4/22/2022,4/26/2022,Farm
Csólyospálos,19.882318,46.412262,4/22/2022,4/26/2022,Farm
Bócsa,19.534997,46.637471,4/23/2022,4/25/2022,Farm
Bócsa,19.510662,46.622269,4/22/2022,4/25/2022,Farm
Csólyospálos,19.859026,46.390193,4/23/2022,4/26/2022,Farm
Jászszentlászló,19.736982,46.565116,4/20/2022,4/20/2022,Farm
Bócsa,19.528758,46.634798,4/21/2022,4/25/2022,Farm
Csólyospálos,19.824131,46.411066,4/20/2022,4/26/2022,Farm
Bócsa,19.475755,46.594879,4/19/2022,4/19/2022,Farm
Bócsa,19.463081,46.598411,4/19/2022,4/24/2022,Farm
Jászszentlászló,19.715993,46.595993,4/18/2022,4/20/2022,Farm
Jászszentlászló,19.736667,46.579444,4/17/2022,4/18/2022,Farm
Bócsa,19.476076,46.602519,4/16/2022,4/19/2022,Farm
Kiskunmajsa,19.738443,46.400225,4/14/2022,4/19/2022,Farm
Kiskunmajsa,19.779518,46.405959,4/14/2022,4/21/2022,Farm
Kiskunmajsa,19.751783,46.47155,4/12/2022,4/13/2022,Farm
