location,longitude,latitude,start,end,epiUnit
Kunszállás,19.764002,46.756123,1/25/2022,2/3/2022,Farm
Kiskunfélegyháza,19.807463,46.689485,1/10/2022,1/12/2022,Farm
Tázlár,19.51865,46.53348,1/5/2022,1/9/2022,Farm
Kiskunmajsa,19.664062,46.472718,1/5/2022,1/9/2022,Farm
Tázlár,19.486869,46.572364,1/4/2022,1/6/2022,Farm
Csólyospálos,19.875988,46.399735,1/2/2022,1/4/2022,Farm
Kiskunmajsa,19.68981,46.49166,12/11/2021,12/16/2021,Farm
Kiskunhalas,19.437763,46.429513,12/21/2021,1/5/2022,Farm
Kiskunmajsa,19.6903,46.5322,12/20/2021,1/3/2022,Farm
Kiskunmajsa,19.634669,46.534769,12/19/2021,12/19/2021,Farm
Szank,19.708382,46.558666,12/30/2021,1/6/2022,Farm
Zsana,19.664324,46.383277,12/26/2021,1/6/2022,Farm
Zsana,19.710833,46.365833,12/29/2021,1/6/2022,Farm
Csólyospálos,19.835526,46.448524,12/20/2021,1/5/2022,Farm
Csólyospálos,19.863821,46.406571,12/20/2021,12/20/2021,Farm
Kiskunfélegyháza,19.81557,46.76874,12/22/2021,12/26/2021,Farm
Kiskunfélegyháza,19.818158,46.769505,12/22/2021,12/26/2021,Farm
Jászszentlászló,19.73999,46.58041,12/29/2021,1/2/2022,Farm
Jászszentlászló,19.73778,46.57371,12/28/2021,1/2/2022,Farm
Tázlár,19.472723,46.563426,12/29/2021,1/4/2022,Farm
Szank,19.677556,46.540843,12/29/2021,1/2/2022,Farm
Kiskunfélegyháza,19.800372,46.775865,12/26/2021,12/29/2021,Farm
Kiskunfélegyháza,19.838889,46.664167,12/27/2021,12/29/2021,Farm
Kiskunmajsa,19.723605,46.550029,12/27/2021,1/3/2022,Farm
Kiskunfélegyháza,19.84528,46.65028,12/26/2021,12/29/2021,Farm
Jászszentlászló,19.7792,46.5461,12/26/2021,12/28/2021,Farm
Jászszentlászló,19.7895,46.5464,12/26/2021,12/28/2021,Farm
Jászszentlászló,19.78338,46.55675,12/24/2021,12/28/2021,Farm
Kiskunfélegyháza,19.818287,46.720512,12/22/2021,12/27/2021,Farm
Szank,19.595972,46.579555,12/23/2021,12/27/2021,Farm
Jászszentlászló,19.715993,46.595993,12/26/2021,12/28/2021,Farm
Csólyospálos,19.835542,46.448563,12/18/2021,12/19/2021,Farm
Kiskunfélegyháza,19.93049,46.694166,12/20/2021,12/22/2021,Farm
Kiskunhalas,19.44952,46.41072,12/19/2021,1/4/2022,Farm
Csólyospálos,19.850563,46.413061,12/18/2021,12/19/2021,Farm
Csólyospálos,19.86215,46.42577,12/18/2021,12/19/2021,Farm
Kiskunmajsa,19.77472,46.531402,12/18/2021,12/19/2021,Farm
Csólyospálos,19.829871,46.460471,12/17/2021,12/18/2021,Farm
Kiskunmajsa,19.769722,46.494167,12/17/2021,12/20/2021,Farm
Csólyospálos,19.8473,46.44253,12/14/2021,12/17/2021,Farm
Csólyospálos,19.85582,46.41766,12/16/2021,12/19/2021,Farm
Kiskunmajsa,19.767283,46.528045,12/17/2021,12/19/2021,Farm
Csólyospálos,19.84829,46.44192,12/16/2021,12/17/2021,Farm
Kiskunmajsa,19.687294,46.499678,12/16/2021,12/17/2021,Farm
Csólyospálos,19.8375,46.444167,12/16/2021,12/17/2021,Farm
Kiskunmajsa,19.79483,46.49744,12/16/2021,12/17/2021,Farm
Kiskunmajsa,19.789167,46.448333,12/15/2021,12/16/2021,Farm
Kömpöc,19.878295,46.457047,12/12/2021,12/12/2021,Farm
Kiskunmajsa,19.75542,46.52702,12/13/2021,12/16/2021,Farm
Császártöltés,19.158443,46.417287,11/18/2021,11/23/2021,Farm
Kiskunmajsa,19.790956,46.516466,12/12/2021,12/14/2021,Farm
Kömpöc,19.844996,46.460266,12/10/2021,12/12/2021,Farm
Tompa,19.52454,46.20465,11/26/2021,11/29/2021,Farm
Jánoshalma,19.266559,46.257726,11/26/2021,11/30/2021,Farm
Kiskunhalas,19.517138,46.410497,11/25/2021,11/30/2021,Farm
Császártöltés,19.191,46.4113,11/23/2021,11/30/2021,Farm
Balotaszállás,19.66858,46.29441,11/22/2021,11/25/2021,Farm
Jánoshalma,19.293536,46.311164,11/20/2021,11/22/2021,Farm
Jánoshalma,19.343578,46.276507,11/20/2021,11/22/2021,Farm
Mélykút,19.47473,46.24581,11/20/2021,11/22/2021,Farm
Kisszállás,19.555604,46.281765,11/18/2021,11/30/2021,Farm
Kelebia,19.616043,46.17778,11/18/2021,11/25/2021,Farm
Jánoshalma,19.357308,46.283838,11/18/2021,11/21/2021,Farm
Tompa,19.552816,46.240529,11/17/2021,11/28/2021,Farm
Tompa,19.552609,46.244355,11/17/2021,11/29/2021,Farm
Kisszállás,19.57421,46.268432,11/17/2021,11/24/2021,Farm
Tompa,19.5295,46.23527,11/16/2021,11/24/2021,Farm
Kisszállás,19.52882,46.27547,11/16/2021,11/24/2021,Farm
Kelebia,19.640292,46.248968,11/15/2021,11/19/2021,Farm
Kelebia,19.642898,46.224214,11/16/2021,11/19/2021,Farm
Kisszállás,19.5607,46.286,11/15/2021,11/23/2021,Farm
Mélykút,19.39547,46.22706,11/15/2021,11/21/2021,Farm
Mélykút,19.41159,46.22485,11/15/2021,11/22/2021,Farm
Kelebia,19.58919,46.223598,11/14/2021,11/19/2021,Farm
Jászszentlászló,19.793628,46.58661,11/14/2021,11/15/2021,Farm
Császártöltés,19.197183,46.407141,11/14/2021,11/18/2021,Farm
