location,longitude,latitude,start,end,epiUnit
Tepatitlán de Morelos,-102.710668,20.9495,10/10/2022,10/18/2022,Other
Aguascalientes,-102.291614,21.852133,10/19/2022,10/27/2022,Other
Guadalajara,-103.348525,20.6584305,11/22/2022,1/3/2023,Forest
Uman,-89.818889,20.8758,11/22/2022,12/13/2022,Other
Puebla,-98.1892,19.0048,11/25/2022,1/3/2023,Other
Uman,-89.767712,20.855581,11/24/2022,12/4/2022,Forest
Puebla,-98.1190921,18.8966762,11/3/2022,11/3/2022,Natural park
Metepec,-99.5349,19.1867,11/3/2022,11/6/2022,Other
Tijuana,-116.936802,32.499435,10/16/2022,10/28/2022,Other
Uman,-89.831715,20.850391,12/1/2022,12/4/2022,Natural park
Puebla,-98.1859,19.0107,11/20/2022,11/22/2022,Other
Tarimbaro,-101.188721,19.759769,12/5/2022,12/8/2022,Other
Chalco,-98.823,19.253,11/8/2022,11/13/2022,Body of water
