location,longitude,latitude,start,end,epiUnit
Holt North Norfolk,1.14,52.87,8/28/2022,10/6/2022,Backyard
Crewe Cheshire East,-2.46,53.12,9/10/2022,1/19/2023,Backyard
Clacton-on-Sea Tendring,1.13,51.82,9/14/2022,12/13/2022,Backyard
Bury St Edmunds West Suffolk,0.75,52.31,9/7/2022,11/30/2022,Backyard
Preston Fylde,-2.81,53.8,11/16/2021,11/16/2021,Other
St Helens,-2.76,53.44,12/21/2021,4/4/2022,Other
Northampton,-0.88,52.23,11/19/2021,11/28/2021,Other
Lichfield,-1.94,52.66,11/10/2021,11/21/2021,Other
South Lakelands,-2.97,54.26,11/11/2021,11/20/2021,Other
Ceredigion,-3.94,52.55,11/3/2021,11/3/2021,Other
Rushcliffe,-0.96,52.85,11/12/2021,11/15/2021,Other
Worcester,-2.21,52.06,11/7/2021,11/7/2021,Other
Preston,-2.73,53.75,11/9/2021,11/9/2021,Other
Greater Manchester,-2.32,53.57,11/3/2021,11/3/2021,Other
Stratford-on-Avon,-1.7,52.18,11/4/2021,11/23/2021,Other
Middlesbrough,-1.22,54.6,11/11/2021,11/28/2021,Other
Bury,-2.34,53.56,11/8/2021,11/28/2021,Other
Reading,-0.91,51.44,11/4/2021,11/30/2021,Other
Silloth,-3.38,54.83,11/25/2021,12/3/2021,Other
Biggar Scottish Borders,-3.51,55.6,11/24/2021,11/29/2021,Other
Workington,-3.54,54.64,11/30/2021,11/30/2021,Other
Hull,-0.23,53.74,11/4/2021,12/14/2021,Other
Ferndown,-1.9,50.78,12/7/2021,12/14/2021,Other
Ludham,1.52,52.7,11/24/2021,12/18/2021,Other
Melton Nottingham,-0.91,52.85,11/15/2021,12/21/2021,Other
Stranraer,-5,54.9,11/15/2021,12/21/2021,Other
Brampton,-2.61,54.91,12/16/2021,1/30/2022,Other
Leyburn,-1.88,54.3,11/1/2021,12/28/2021,Other
Wolverhampton,-2.14,52.59,12/9/2021,1/1/2022,Other
Stockport,-2.05,53.41,11/11/2021,12/30/2021,Other
Dumfries,-3.6,55.06,12/7/2021,12/29/2021,Other
Hightown,-2.25,53.19,11/18/2021,1/5/2022,Other
Ellesmere,-2.88,52.91,11/30/2021,1/5/2022,Other
Charnwood Leicester,-1.2,52.68,11/14/2021,1/7/2022,Other
Caerlaverock,-3.49,54.97,11/8/2021,12/30/2021,Other
Caulkerbush Southerness,-3.68,54.88,11/16/2021,1/7/2022,Other
Dumfries,-3.76,55.06,12/13/2021,1/7/2022,Other
Lanark,-3.75,55.66,12/15/2021,1/10/2022,Other
Oxton,-2.76,55.76,12/14/2021,1/5/2022,Other
Walsall,-1.94,52.61,11/21/2021,1/1/2022,Other
Tipton Birmingham,-2.05,52.29,11/21/2021,1/16/2022,Other
Castle Douglas,-3.93,54.93,11/15/2021,1/17/2022,Other
Ross-on-Wye,-2.58,51.94,1/21/2022,1/24/2022,Other
Carlisle,-2.95,54.89,11/7/2021,1/24/2022,Other
Warrington,-2.56,53.37,12/21/2021,1/25/2022,Other
Durham,-1.54,54.8,11/29/2021,1/29/2022,Other
Oxford,-1.28,51.77,1/26/2022,1/29/2022,Other
Sefton,-2.98,53.51,1/30/2022,1/30/2022,Other
Ripon,-1.57,54.11,10/31/2021,2/1/2022,Other
Storth,-2.78,54.21,12/8/2021,1/31/2022,Other
Lockerbie,-3.38,55.07,11/28/2021,1/31/2022,Other
Uttoxeter,-1.85,52.91,1/25/2022,2/10/2022,Other
Killingworth,-1.56,55.03,12/30/2021,2/13/2022,Other
Birkenhead,-3.03,53.39,12/30/2021,1/27/2022,Other
Nottingham,-1.09,52.95,12/1/2021,2/15/2022,Other
Waverton,-2.8,53.16,2/1/2022,2/23/2022,Other
Helmsley,-1.05,54.18,12/10/2021,2/15/2022,Other
Dinnington,-1.64,55.05,12/13/2021,2/26/2022,Other
Doncaster,-1.1,53.5,1/11/2022,2/27/2022,Other
Machynlleth,-3.94,52.55,11/3/2021,2/27/2022,Other
Carnwath,-3.61,55.74,2/22/2022,2/27/2022,Other
Dundee,-3.4,56.04,11/12/2021,2/27/2022,Other
Dumfries,-3.54,55.16,11/27/2021,2/28/2022,Other
Crimond,-1.85,57.61,2/16/2022,2/24/2022,Other
Dunfermline,-3.4,56.04,11/15/2021,3/2/2022,Other
Balerno,-3.31,55.86,12/26/2021,2/28/2022,Other
Kinross,-3.39,56.21,1/17/2022,3/2/2022,Other
Westruther,-2.59,55.74,12/2/2021,2/5/2022,Other
Southerness,-3.6,54.88,11/18/2021,3/4/2022,Other
Wellingborough,-0.68,52.29,11/19/2021,12/1/2021,Other
King's Lynn,0.27,52.52,11/7/2021,12/28/2021,Other
Carnforth,-2.8,54.16,11/11/2021,3/8/2022,Other
New Brighton,-3.11,53.18,12/23/2021,3/8/2022,Other
Linlithgow,-3.6,55.97,2/17/2022,2/26/2022,Other
Burscough,-2.86,53.62,11/11/2021,3/9/2022,Other
Llanymynech,-3.09,52.78,1/26/2022,3/11/2022,Other
Lesmahagow,-3.89,55.61,11/22/2021,3/17/2022,Other
Sutton in Ashfield,-1.23,53.12,2/2/2022,3/15/2022,Other
Winsford,-2.51,53.18,12/30/2021,3/19/2022,Other
Cyncoed,-3.17,51.51,2/23/2022,3/6/2022,Other
