country,species,deaths,cases,isWild
France,Mallard; Australasian shoveler; Greylag Goose; Snow Goose; Great Egret; Grey Heron; Ardeidae (unidentified); Birds; Brent Goose; Canada Goose; Eurasian Eagle-Owl; Eurasian buzzard (common buzzard); Variable Hawk; Red Knot; European Greenfinch; Black-headed Gull; White Stork; Montagu's Harrier; Common Wood-Pigeon; Eurasian Jackdaw; Whooper Swan; Mute Swan; Little Blue Heron; Little Egret; Peregrin falcon; Common Kestrel; Common Moorhen; Red Jungle Fowl; Common Crane; White-backed Vulture; Eurasian Griffon; Caspian Tern; Mediterranean Gull; Herring Gull; Mew Gull; Great black-backed Gull; Silver Gull; Crowned cormorant; Northern Gannet; Whimbrel; Common pheasant; Greater Flamingo; Eurasian Spoonbill; Great Crested Grebe; Common Tern; Eurasian Collared-Dove; Little Grebe; Common Shelduck; Sandwich Tern; Green Sandpiper; Barn Owl (Common Barn-Owl),3338,8196,both
