location,longitude,latitude,start,end,epiUnit
Puerto Patache,-70.1964,-20.8055,12/6/2022,2/14/2023,Other
Playa y Caleta Bahía Chipana,-70.0656,-21.3121,2/20/2023,12/31/1969,Other
Estero El Yali,-71.7258,-33.8013,2/19/2023,12/31/1969,Other
Puerto Aldea,-71.6086,-30.294,2/15/2023,12/31/1969,Other
Playa Pelluhue,-72.5757,-35.8121,2/8/2023,12/31/1969,Other
Playa Pullay,-72.7781,-36.0304,2/14/2023,12/31/1969,Other
Playa Seremeño,-70.1626,-20.4725,2/8/2023,12/31/1969,Other
Centro de Rescate Fundo Tricao,-71.6181,-33.7032,2/12/2023,12/31/1969,Other
Isla Locos,-71.531,-32.1309,2/8/2023,12/31/1969,Other
SPR Playa Colcura,-73.1522,-37.1159,2/9/2023,12/31/1969,Other
Playa Loberia,-72.8051,-36.1314,2/8/2023,12/31/1969,Other
SPU Puente Industrial Hualpen,-73.1288,-36.807,2/2/2023,12/31/1969,Other
Playa Coliumo,-72.9322,-36.5244,2/5/2023,12/31/1969,Other
Casa en centro de Ancud,-73.8293,-41.8669,1/17/2023,12/31/1969,Village
Caleta San Marcos,-70.1207,-21.1101,12/12/2022,2/9/2023,Other
Mejillones Norte,-70.1574,-19.8269,12/8/2022,1/31/2023,Other
Humedal Boca Itata,-72.8261,-36.3193,1/25/2023,12/31/1969,Other
Playa Los Molles,-71.5083,-32.2358,1/23/2023,12/31/1969,Other
Playa Los Vilos,-71.4949,-31.8947,1/22/2023,12/31/1969,Other
Playa Tanumé,-71.9843,-34.2194,1/23/2023,12/31/1969,Other
Desembocadura Rio Loa,-70.058,-21.4302,1/17/2023,12/31/1969,Natural park
Playa de Horcon,-71.4902,-32.7091,1/19/2023,12/31/1969,Other
Playa Calabozos de Constitucion,-72.4351,-35.3322,1/8/2023,12/31/1969,Other
Playa Pupuya,-71.8843,-33.9729,1/5/2023,12/31/1969,Other
Plaza Villa Alto Pucara,-72.0083,-34.4008,1/4/2023,12/31/1969,Village
Playa Grande. Caleta Chañaral de Aceituno,-71.4751,-29.0841,12/29/2022,12/31/1969,Other
Playa Blanca,-70.9417,-27.3381,12/27/2022,12/31/1969,Other
Playa Las Lisas,-70.7479,-26.6956,12/27/2022,12/31/1969,Other
Pasaje Bellamar Norte 97,-71.5856,-33.0296,12/27/2022,12/31/1969,Village
Playa Tunquen,-71.6545,-33.2846,12/27/2022,12/31/1969,Farm
Pan de Azucar,-70.6611,-26.2214,12/21/2022,12/31/1969,Other
Pisagua,-70.2044,-19.5822,12/22/2022,12/31/1969,Other
Playa Guanaqueros. Sector Camping,-71.4275,-30.1957,12/25/2022,12/31/1969,Other
Playa Avenida del Mar,-71.2782,-29.9266,12/24/2022,12/31/1969,Other
Playa Flamenco,-70.6812,-26.5651,12/20/2022,12/31/1969,Other
Bahia Nuestra Señora,-70.488,-25.4069,12/16/2022,12/31/1969,Other
Muelle Histórico - Caleta de Pescadores ,-70.3972,-23.6424,12/16/2022,12/31/1969,Other
Cementerio Municipal de Tocopilla,-70.1919,-22.0832,12/14/2022,12/31/1969,Other
Playa Las Machas,-70.8515,-27.1088,12/12/2022,12/31/1969,Other
Playa Caleta Vitor,-70.3378,-18.75,12/6/2022,12/31/1969,Other
Humedal del río Lluta ,-70.3244,-18.4156,12/4/2022,12/31/1969,Natural park
Centinela,-70.2854,-22.7261,12/14/2022,12/31/1969,Other
Playa Punta Itata,-70.2896,-22.9163,12/9/2022,12/31/1969,Other
Playa Blanca,-70.1476,-20.3368,12/8/2022,12/31/1969,Other
Playa Camarones,-70.2799,-19.1015,12/6/2022,12/31/1969,Other
Playa de Mejillones,-70.4515,-23.0986,12/5/2022,12/31/1969,Other
Monumento La Portada,-70.4248,-23.5036,12/4/2022,12/31/1969,Natural park
Calle Zegers esquina Barros Arana Iquique,-70.1473,-20.2175,12/4/2022,12/31/1969,Not applicable
Playa Purema - ZBCS_52,-72.8823,-36.4461,2/5/2023,12/31/1969,Other
Playa Blanca. Parque Nacional Llanos de Challe,-71.1634,-28.1852,1/11/2023,12/31/1969,Natural park
Sector Costero Pelluhue,-72.5732,-35.8084,1/19/2023,12/31/1969,Other
Matancilla,-70.4806,-25.0431,12/21/2022,12/31/1969,Other
Playa Puertecillo,-71.945,-34.0755,1/27/2023,12/31/1969,Other
Playa Colmuyao,-72.8111,-36.2828,1/26/2023,12/31/1969,Other
Caleta Duao,-72.167,-34.8851,1/22/2023,12/31/1969,Other
Playa Chica Cartagena,-71.6065,-33.5497,1/21/2023,12/31/1969,Other
Playa Amarilla,-71.5242,-32.9211,1/11/2023,12/31/1969,Other
Playa Los Lilenes,-71.4327,-32.4911,1/2/2023,12/31/1969,Other
Piedra Azul. Carrizal Bajo,-71.1419,-28.0171,1/2/2023,12/31/1969,Other
Isla Damas,-71.521,-29.2386,1/1/2023,12/31/1969,Other
Cluster El Cañon. La Pesca,-72.1807,-34.9797,12/31/2022,12/31/1969,Other
Puerto Guacolda I y II,-71.2528,-28.4684,12/27/2022,12/31/1969,Other
Playa Cachagua,-71.4432,-32.5894,1/1/2023,12/31/1969,Other
Playa Cifuncho,-70.6462,-25.6539,12/27/2022,12/31/1969,Other
Playa de Barranquilla,-70.8896,-27.5087,12/25/2022,12/31/1969,Other
Punta Patache ,-70.2073,-20.8106,12/8/2022,12/31/1969,Other
