country,species,deaths,cases,isWild
Germany,Accipitridae (unidentified); Anatidae (unidentified); Anserinae (unidentified); Ardeidae (unidentified); Birds; Charadriidae (unidentified); Corvidae (unidentified); Cygnus (unidentified); Haematopodidae (unidentified); Laridae (unidentified); Passeridae (unidentified); Phalacrocoracidae (unidentified); Podicipedidae (unidentified); Rallidae (unidentified); Scolopacidae (unidentified); Strigidae (unidentified); Sulidae (unidentified); Threskiornithidae (unidentified),880,917,both
