location,longitude,latitude,start,end,epiUnit
Pedrera,-4.9209,37.2274,2/20/2022,5/1/2022,Farm
Fuenterrebollo,-3.9355,41.3071,1/12/2022,3/1/2022,Farm
Villarrasa,-6.599,37.4095,1/27/2022,3/23/2022,Farm
Íscar,-4.5334,41.3517,2/6/2022,4/15/2022,Farm
Niebla,-6.6616,37.3749,2/5/2022,3/30/2022,Farm
Carmona,-5.7299,37.4175,2/6/2022,3/30/2022,Farm
Trigueros,-6.788,37.3735,2/6/2022,3/30/2022,Farm
Niebla,-6.6663,37.3729,2/8/2022,3/30/2022,Farm
Gilena,-4.9146,37.2439,2/10/2022,5/1/2022,Farm
El Viso del Alcor,-5.7312,37.389,2/10/2022,3/30/2022,Farm
Carmona,-5.7708,37.4234,2/7/2022,3/30/2022,Farm
Gilena,-4.9364,37.2511,2/12/2022,5/1/2022,Farm
Íscar,-4.532,41.3459,2/15/2022,4/15/2022,Farm
Carmona,-5.6942,37.4235,2/13/2022,3/30/2022,Farm
Carmona,-5.7322,37.4194,2/14/2022,3/30/2022,Farm
Niebla,-6.6877,37.3635,2/14/2022,3/30/2022,Farm
Niebla,-6.6742,37.3738,2/14/2022,3/30/2022,Farm
Aguadulce,-5.0032,37.2584,2/20/2022,5/1/2022,Farm
Martín de la Jara,-4.9307,37.1518,2/22/2022,5/1/2022,Farm
Gilena,-4.9251,37.247,2/24/2022,5/1/2022,Farm
Osuna,-5.0073,37.2685,2/24/2022,5/1/2022,Farm
El Rubio,-5.001,37.3674,2/24/2022,5/1/2022,Farm
Gilena,-4.9369,37.2232,2/25/2022,5/1/2022,Farm
Estepa,-4.9888,37.3322,2/27/2022,5/1/2022,Farm
EL Rubio,-5.0065,37.3622,3/1/2022,5/1/2022,Farm
Pedrera,-4.9248,37.2235,3/2/2022,5/1/2022,Farm
Marchena,-5.4136,37.3148,3/3/2022,4/22/2022,Farm
El Rubio,-4.9929,37.3388,3/7/2022,5/1/2022,Farm
Écija,-5.0037,37.3887,3/4/2022,5/1/2022,Farm
Marchena,-5.4103,37.3148,3/10/2022,4/22/2022,Farm
Arahal,-5.5219,37.2415,3/14/2022,4/22/2022,Farm
