location,longitude,latitude,start,end,epiUnit
Mol,5.126799,51.188903,2/15/2023,2/15/2023,Other
Kluisbergen,3.526696,50.776629,2/17/2023,2/17/2023,Other
Kinrooi,5.811157,51.144971,2/14/2023,2/14/2023,Other
Eupen,6.03946,50.62277,2/11/2023,2/11/2023,Other
Aalst,4.0913,50.9612,2/21/2023,2/27/2023,Other
Menen,3.1742,50.76408,2/16/2023,2/16/2023,Other
Anzegem,3.448722,50.83444,2/15/2023,2/15/2023,Other
Libin ,5.249215,49.980994,2/10/2023,2/10/2023,Other
Soumagne,5.733726,50.615696,2/14/2023,2/14/2023,Other
Ranst,4.589116,51.180294,2/9/2023,2/9/2023,Other
Maaseik,5.806691,51.11861,2/10/2023,2/10/2023,Other
Halle,4.237351,50.736694,2/13/2023,2/13/2023,Other
Halle,4.237283,50.732304,2/14/2023,2/14/2023,Other
Péruwelz,3.5229,50.5302,2/20/2023,2/20/2023,Other
Leuven,4.753833,50.907251,2/4/2023,2/4/2023,Other
Nieuwpoort,2.761782,51.133047,2/11/2023,2/11/2023,Other
Brugge,3.224276,51.204013,2/7/2023,2/7/2023,Other
Genepiën,4.504327,50.613214,2/12/2023,2/12/2023,Other
Bergen ,3.963839,50.439162,2/11/2023,2/11/2023,Other
Chaumont-Gistoux,4.702985,50.686318,2/11/2023,2/11/2023,Other
Duffel,4.469609,51.07995,2/7/2023,2/7/2023,Other
Zandhoven,4.6374,51.1985,2/13/2023,2/16/2023,Other
Lochristi,3.8681,51.110841,2/7/2023,2/16/2023,Other
Lens,3.9205,50.577,2/7/2023,2/16/2023,Other
Wichelen,3.970054,51.004855,2/5/2023,2/5/2023,Other
Hasselt,5.368127,50.939501,2/9/2023,2/9/2023,Other
Halen,5.116881,50.946961,2/7/2023,2/7/2023,Other
Eksel,5.394336,51.149728,2/6/2023,2/6/2023,Other
Genk,5.446709,50.953338,2/6/2023,2/6/2023,Other
Sint-Truiden,5.190536,50.823891,2/6/2023,2/6/2023,Other
Waregem,3.4213,50.892,1/28/2023,1/28/2023,Other
Lovendegem,3.618366,51.103184,2/5/2023,2/5/2023,Other
Gent,3.720931,51.047583,2/4/2023,2/4/2023,Other
Gent,3.750349,51.101796,2/7/2023,2/7/2023,Other
Duffel,4.516059,51.089447,2/7/2023,2/7/2023,Other
Maaseik,5.818,51.098,2/4/2023,2/4/2023,Other
St Pieters Leeuw,4.26871,50.793246,2/2/2023,2/2/2023,Other
Kraainem,4.471601,50.847039,2/5/2023,2/5/2023,Other
Baasrode,4.148232,51.039574,2/4/2023,2/4/2023,Other
St Pieters Leeuw,4.269516,50.793068,2/5/2023,2/5/2023,Other
Hoegaarden,4.897317,50.778146,2/3/2023,2/3/2023,Other
Antwerpen,4.36986,51.261609,2/4/2023,2/4/2023,Other
Oelegem,4.605206,51.217174,2/3/2023,2/3/2023,Other
Putte,4.662754,51.064853,2/3/2023,2/3/2023,Other
Zwevegem,3.333831,50.81993,2/2/2023,2/2/2023,Other
Waregem,3.429118,50.882694,2/1/2023,2/1/2023,Other
Vilvoorde,4.467063,50.952068,1/26/2023,1/26/2023,Other
Profondeville,4.867967,50.375143,1/31/2023,2/8/2023,Other
Namur,4.844145,50.458275,1/21/2023,2/8/2023,Other
