location,longitude,latitude,start,end,epiUnit
LAIGUA DE BELLAVISTA,-78.622521,-0.855432,2/2/2023,12/31/1969,Backyard
ZUMBALICA,-78.622521,-0.855432,1/29/2023,12/31/1969,Farm
BARRIO GUANGUIBANA,-78.518725,-1.164789,2/8/2023,12/31/1969,Backyard
PUEBLO VIEJO,-78.595198,-1.390331,2/6/2023,12/31/1969,Backyard
LA FLORIDA,-78.604401,-1.339106,1/11/2023,12/31/1969,Farm
SAN FRANCISCO,-78.674972,-1.335694,1/19/2023,12/31/1969,Backyard
SAN BUENAVENTURA,-78.607029,-0.887614,12/14/2022,12/31/1969,Farm
ELOY ALFARO,-78.641673,-0.888429,1/18/2023,12/31/1969,Farm
MUNANGO,-78.395608,0.061349,1/17/2023,12/31/1969,Farm
GUANUJO,-78.997818,-1.55309,12/27/2022,12/31/1969,Backyard
BARRIO BELLAVISTA,-78.960712,-1.287822,1/6/2023,12/31/1969,Backyard
CHANTILIN,-78.651986,-0.86854,1/6/2023,12/31/1969,Farm
CHANTILIN CHICO,-78.653848,-0.888429,1/18/2023,12/31/1969,Farm
CHAGUANA,-78.607029,-0.873402,11/24/2022,12/31/1969,Farm
