country,species,deaths,cases,isWild
Netherlands,Northern Goshawk; Eurasian Sparrowhawk; Western Grebe; Egyptian Goose; Common Teal; Eurasian Wigeon; Mallard; Gadwall; Anatidae (unidentified); Greater White-fronted Goose; Greylag Goose; Bean Goose; Anserinae (unidentified); Great Blue Heron; Long-eared Owl; Little Owl; Birds; Brent Goose; Canada Goose; Barnacle Goose; Eurasian buzzard (common buzzard); Sanderling; Red Knot; White-rumped sandpiper; Semipalmated Sandpiper; Grey-headed gull; Black-headed Gull; White Stork; Spotted Harrier; Corvidae (unidentified); Common Raven; Eurasian Jackdaw; Mute Swan; Peregrin falcon; Common Kestrel; Common Coot; Eurasian Oystercatcher; Herring Gull; Caspian Gull; Lesser Black-backed Gull; Great Black-headed Gull; Great black-backed Gull; Black-headed Gull; Red-billed Gull; Northern Gannet; Eurasian Curlew; Great Cormorant; Phasianidae (unidentified); Eurasian Spoonbill; Great Crested Grebe; Black-necked Grebe; Common Tern; Common Shelduck; Sandwich Tern; Song Thrush; Barn Owl (Common Barn-Owl),1151,1281,both
