location,longitude,latitude,start,end,epiUnit
Stolzenau,9.0111,52.4579,2/12/2023,2/27/2023,Not applicable
Krummhörn,7.17,53.47,2/14/2023,12/31/1969,Backyard
Nordhorn,7.08,52.42,1/19/2023,2/7/2023,Not applicable
Duderstadt,10.31,51.55,2/12/2023,2/12/2023,Backyard
Rosengarten,9.9,53.43,1/30/2023,12/31/1969,Backyard
Hage,7.28,53.6,1/11/2023,1/30/2023,Not applicable
Herzberg am Harz,10.31,51.64,1/29/2023,2/12/2023,Not applicable
Baltrum,7.383,53.723,1/22/2023,2/13/2023,Not applicable
Hambühren,9.93,52.65,1/25/2023,1/25/2023,Not applicable
Saterland,7.65,53.12,1/19/2023,1/29/2023,Not applicable
Dannenberg (Elbe) ,11.07,53.08,1/19/2023,2/1/2023,Not applicable
Friesoythe,7.779,53.068,1/17/2023,1/24/2023,Not applicable
Norden,7.19,53.59,1/11/2023,1/30/2023,Not applicable
Bösel,7.99,53,1/11/2023,1/18/2023,Not applicable
Hohnstorf (Elbe) ,10.545,53.356,1/11/2023,12/31/1969,Not applicable
Wangerland,7.86,53.61,12/15/2022,1/12/2023,Not applicable
Norderney,7.145,53.707,12/27/2022,1/30/2023,Not applicable
Celle,10.07,52.62,1/8/2023,1/11/2023,Not applicable
Scheeßel,9.58,53.14,1/3/2023,1/8/2023,Not applicable
Weyhe,8.89,53.01,1/1/2023,1/5/2023,Not applicable
Butjadingen,8.27,53.6,12/28/2022,1/6/2023,Not applicable
Wiefelstede,8.109,53.263,9/13/2022,10/16/2022,Backyard
Jade,8.187,53.327,9/15/2022,11/1/2022,Zoo
Wittmund,7.777,53.53,9/20/2022,10/23/2022,Backyard
Wittmund,7.777,53.641,9/26/2022,1/11/2023,Not applicable
Großheide,7.4,53.61,10/22/2022,11/23/2022,Backyard
Reeßum,9.26,53.14,12/5/2022,1/12/2023,Not applicable
Hitzacker,11.035,53.149,12/29/2022,2/5/2023,Not applicable
Hude,8.44,53.13,12/26/2022,12/30/2022,Not applicable
Norden,7.2,53.59,12/15/2022,12/28/2022,Not applicable
Norderney,7.145,53.707,12/4/2022,12/21/2022,Not applicable
Baltrum,7.369,53.727,11/28/2022,12/21/2022,Not applicable
Langeoog,7.551,53.746,12/18/2022,12/20/2022,Not applicable
Hemmoor,9.15,53.7,12/5/2022,12/8/2022,Not applicable
Lilienthal,8.8,53.166,12/5/2022,12/8/2022,Not applicable
Borkum,6.72,53.6,12/7/2022,12/7/2022,Not applicable
Krummhörn,7.09,53.5,11/15/2022,12/6/2022,Not applicable
Moormerland,7.35,53.32,11/16/2022,11/16/2022,Not applicable
Stintstedt,8.97,53.68,11/2/2022,11/16/2022,Not applicable
Stadland,8.42,53.41,12/1/2022,12/8/2022,Not applicable
Emden,7.27,53.33,11/9/2022,12/5/2022,Not applicable
Wangerooge,7.9019844,53.7897831,10/8/2022,10/13/2022,Not applicable
Belm,8.103,52.33,10/26/2022,11/30/2022,Backyard
Juist,6.995,53.678,11/3/2022,11/14/2022,Not applicable
Emden,7.271,53.337,10/27/2022,11/3/2022,Not applicable
Wietmarschen,7.195,52.505,10/28/2022,12/31/1969,Not applicable
Bad Zwischenahn,7.936,53.154,10/10/2022,10/12/2022,Not applicable
Bissendorf,8.286,52.275,10/16/2022,10/19/2022,Not applicable
Nordenham,8.477,53.488,10/10/2022,10/13/2022,Not applicable
Edewecht,8.097,53.117,9/8/2022,9/12/2022,Not applicable
Borkum,6.668,53.595,9/27/2022,9/27/2022,Not applicable
Beverstedt,8.771,53.397,8/1/2022,9/8/2022,Backyard
Langeoog,7.531,53.745,9/1/2022,9/7/2022,Not applicable
Norden,7.202,53.594,8/3/2022,9/7/2022,Not applicable
Wilhelmshaven,8.105,53.511,7/20/2022,7/26/2022,Not applicable
Hage,7.284,53.602,7/13/2022,7/25/2022,Not applicable
Norden,7.202,53.594,7/13/2022,7/25/2022,Not applicable
Wurster Nordseeküste,8.562,53.798,7/10/2022,7/25/2022,Not applicable
Berumbur,7.308,53.599,6/28/2022,7/17/2022,Not applicable
Hinte,7.193,53.415,6/21/2022,7/17/2022,Not applicable
Juist,6.995,53.678,6/21/2022,7/17/2022,Not applicable
Norden,7.16,53.617,6/21/2022,7/17/2022,Not applicable
Baltrum,7.369,53.727,6/21/2022,7/17/2022,Not applicable
Wangerooge,7.901984,53.789783,7/6/2022,7/17/2022,Not applicable
Wangerland,8,53.69,7/6/2022,7/17/2022,Not applicable
Marl,8.353,52.475,6/28/2022,7/11/2022,Not applicable
Wangerland,8.015,53.71,7/3/2022,7/3/2022,Not applicable
Otterndorf,8.8345,53.833,6/15/2022,6/28/2022,Not applicable
Wangerooge,7.901984,53.789783,6/13/2022,6/26/2022,Not applicable
Wilhelmshaven,8.095,53.506,6/14/2022,6/26/2022,Not applicable
Norden,7.202,53.594,5/31/2022,6/15/2022,Not applicable
Südbrookmerland,7.297,53.428,5/30/2022,6/3/2022,Not applicable
Wangerooge,7.901984,53.789783,6/7/2022,6/8/2022,Not applicable
Wilhelmshaven,8.097,53.505,6/7/2022,6/12/2022,Not applicable
Borkum,6.737,53.614,5/11/2022,5/11/2022,Not applicable
Berne,8.478,53.168,5/18/2022,5/30/2022,Not applicable
Sarstedt,9.829,52.239,5/9/2022,5/17/2022,Not applicable
Schwanewede,8.52,53.263,4/23/2022,5/8/2022,Not applicable
Sarstedt,9.835,52.225,4/19/2022,5/1/2022,Not applicable
Krummhörn,7.091,53.501,4/21/2022,4/28/2022,Not applicable
Ostercappeln,8.233,52.389,4/21/2022,4/25/2022,Not applicable
Bohmte,8.283,52.358,4/13/2022,4/25/2022,Not applicable
Nordstemmen,9.822,52.206,4/18/2022,4/21/2022,Not applicable
Sarstedt,9.824,52.237,4/18/2022,4/21/2022,Not applicable
Edewecht,7.918,53.12,4/10/2022,4/21/2022,Not applicable
Sarstedt,9.837,52.225,4/8/2022,4/13/2022,Not applicable
Emsbüren,7.356,52.35,4/5/2022,4/13/2022,Not applicable
Sarstedt,9.836,52.225,4/5/2022,4/7/2022,Not applicable
Elsfleth,8.459,53.273,3/28/2022,4/7/2022,Not applicable
