location,longitude,latitude,start,end,epiUnit
Obong-ri,128.510699,38.340605,3/23/2022,12/31/1969,Other
Obong-ri,128.512242,38.340618,3/22/2022,12/31/1969,Other
Obong-ri,128.513727,38.340169,3/21/2022,12/31/1969,Other
Janghang-dong,126.756,37.6372,3/17/2022,12/31/1969,Other
Janghang-dong,126.7589,37.6366,3/14/2022,12/31/1969,Other
Janghang-dong,126.7523,37.64,3/13/2022,12/31/1969,Other
Obong-ri,128.511762,38.340702,3/15/2022,12/31/1969,Other
Obong-ri,128.511452,38.340681,3/14/2022,12/31/1969,Other
Jigyeong-ri,127.347212,38.221256,3/13/2022,12/31/1969,Other
Obong-ri,128.511173,38.34083,3/13/2022,12/31/1969,Other
Hyeon-ri,127.357956,37.809195,3/10/2022,12/31/1969,Other
Obong-ri,128.519603,38.333307,3/10/2022,12/31/1969,Other
Obong-ri,128.513425,38.340229,3/9/2022,12/31/1969,Other
Obong-ri,128.514522,38.339566,3/7/2022,12/31/1969,Other
Obong-ri,128.513763,38.340103,3/6/2022,12/31/1969,Other
Yangji-ri,127.282272,38.26426,3/3/2022,12/31/1969,Other
Obong-ri,128.514373,38.339608,3/3/2022,12/31/1969,Other
Magok-dong,126.8268,37.5772,3/3/2022,12/31/1969,Other
Munamjin-ri,128.538444,38.3002,3/3/2022,12/31/1969,Other
Yangji-ri,127.284001,38.263927,3/1/2022,12/31/1969,Other
Yangji-ri,127.285862,38.265168,3/2/2022,12/31/1969,Other
Obong-ri,128.516635,38.336042,3/2/2022,12/31/1969,Other
Sinyong-ri,126.863373,35.679602,3/2/2022,12/31/1969,Other
Sampo-ri,128.531013,38.313993,2/27/2022,12/31/1969,Other
Hoengsan-ri,126.9905,38.1287,2/24/2022,12/31/1969,Other
Oncheon-dong,126.994391,36.797515,2/14/2022,12/31/1969,Other
Yangji-ri,127.189151,38.267132,2/20/2022,12/31/1969,Other
Yangji-ri,127.293255,38.267728,2/16/2022,12/31/1969,Other
Wolbong-dong,126.879089,35.758528,2/15/2022,12/31/1969,Other
Yangji-ri,127.287422,38.268104,2/14/2022,12/31/1969,Other
Yangji-ri,127.292144,38.27139,2/14/2022,12/31/1969,Other
Yangji-ri,127.2863,38.26664,2/9/2022,12/31/1969,Other
Songsan-dong,127.11174,37.125556,2/7/2022,12/31/1969,Other
Hwaseo-dong,126.988192,37.275359,2/9/2022,12/31/1969,Other
Yangji-ri,127.28966,38.272425,2/7/2022,12/31/1969,Other
Ojo-ri,126.921861,33.451416,2/3/2022,12/31/1969,Other
Sang-ri,126.921945,35.850362,2/6/2022,12/31/1969,Other
Yangji-ri,127.283286,38.263111,2/2/2022,12/31/1969,Other
Songsan-ri,126.998688,37.122976,1/24/2022,12/31/1969,Other
Gumuncheon-ri,126.88595,37.08261,1/25/2022,12/31/1969,Other
Yangji-ri,127.283286,38.263111,1/27/2022,12/31/1969,Other
Jeonha-dong,128.874945,35.220096,1/26/2022,12/31/1969,Other
Jeonha-dong,128.874395,35.222351,1/24/2022,12/31/1969,Other
Jungbok-ri,127.137,36.9676,1/24/2022,12/31/1969,Other
Yongyeon-ri,127.0254,35.9101,1/18/2022,12/31/1969,Other
Yangji-ri,127.288767,38.266872,1/20/2022,12/31/1969,Other
Masan-ri,126.988333,35.896111,1/17/2022,12/31/1969,Other
Chunpo-ri,126.9998,35.9087,1/17/2022,12/31/1969,Other
Ghunpo-ri,126.9996,35.9081,1/16/2022,12/31/1969,Other
Gokgyo-ri,126.9743,36.8091,1/12/2022,12/31/1969,Other
Hadan-dong,128.936304,35.09006,12/21/2021,12/31/1969,Other
Gyoro-ri,126.5051,37.035,12/21/2021,12/31/1969,Other
Dujeon-ri,126.840778,35.696972,12/5/2021,12/31/1969,Other
Seokpo-ri,126.452444,36.697833,12/4/2021,12/31/1969,Other
Hochon-ri,128.4139,35.8119,12/6/2021,12/31/1969,Other
Chosong-ri,126.437952,34.618117,11/30/2021,12/31/1969,Other
Hongnae-dong,127.519788,34.916685,11/30/2021,12/31/1969,Other
Chunpo-ri,126.999,35.9085,11/28/2021,12/31/1969,Other
Hadan-dong,128.934921,35.091958,11/23/2021,12/31/1969,Other
Gwanseong-ri,127.5753,37.0114,11/21/2021,12/31/1969,Other
Dancheon-ri,127.40076,37.22206,11/14/2021,12/31/1969,Other
Daesan-ri,126.739173,34.928897,11/15/2021,12/31/1969,Other
Huan-ri,127.441113,37.230491,11/14/2021,12/31/1969,Other
Daesa-ri,126.891861,35.677442,11/8/2021,12/31/1969,Other
Daesan-ri,126.861269,35.623955,11/3/2021,12/31/1969,Other
Deoksan-ri,126.786866,35.718887,10/25/2021,12/31/1969,Other
Yongjeong-ri,127.127216,36.749286,10/25/2021,12/31/1969,Other
