location,longitude,latitude,start,end,epiUnit
Riber Bidj,18.62802,45.2243,2/8/2022,5/5/2022,Other
Kopacki rit- jezero Sakadas,18.799863,45.608482,1/19/2022,5/5/2022,Other
Antenal, Novigrad,13.59119,45.3155,1/10/2022,5/5/2022,Other
Near Aquatika ,15.56222,45.48554,1/5/2022,5/5/2022,Other
Dam Lipovac,19.07613,45.06517,12/28/2021,5/5/2022,Other
Novigrad city, confluence of river Mirna,13.59105,45.31549,12/26/2021,5/5/2022,Other
Siromaja lake,16.16971,45.76514,12/28/2021,5/5/2022,Other
Natural Park Kopacki Rit- Cokanut,18.808622,45.608817,11/15/2021,5/5/2022,Natural park
Natural Park Kopacki Rit- Novi Kanal,18.801467,45.60662,12/7/2021,5/5/2022,Natural park
Podaca Bay,17.29477,43.127,11/21/2021,5/5/2022,Other
Varazdin Lake,16.378439,46.324427,11/18/2021,5/5/2022,Other
Natural Park-Lonjsko Polje,16.61698,45.42149,11/11/2021,5/5/2022,Natural park
Natural Park-Lonjsko Polje,16.68035,45.39069,11/11/2021,5/5/2022,Natural park
