country,species,deaths,cases,isWild
Germany,Accipitridae (unidentified); Wildlife (species unspecified); Anatidae (unidentified); Birds; Corvidae (unidentified); Cygnus (unidentified); Hirundinidae (unidentified); Laridae (unidentified); Phalacrocoracidae (unidentified),362,448,both
