location,longitude,latitude,start,end,epiUnit
Lalendorf,12.4,53.77,3/23/2022,4/24/2022,Farm
Satow,11.95,54.02,2/3/2022,3/7/2022,Backyard
Kemnitz,13.52,54.07,12/27/2021,1/29/2022,Backyard
Siemz-Niendorf,10.89,53.81,12/28/2021,1/29/2022,Backyard
Dersekow,13.288,54.021,12/26/2021,1/29/2022,Farm
Dersekow,13.288,54.021,12/26/2021,1/29/2022,Farm
Jürgenshagen,11.83,53.9,12/22/2021,1/26/2022,Farm
Schwanheide,10.68,53.42,12/21/2021,1/21/2022,Backyard
Dersekow,13.25,54.05,11/8/2021,12/13/2021,Backyard
Hohenkirchen,11.323,53.892,11/5/2021,12/8/2021,Farm
