location,longitude,latitude,start,end,epiUnit
Plön,10.43,54.15,2/22/2023,3/2/2023,Not applicable
Lindewitt,9.17,54.7,2/22/2023,3/5/2023,Not applicable
Neumünster,9.99,54.07,2/28/2023,3/5/2023,Not applicable
Oldenburg in Holstein ,10.89,54.3,2/20/2023,3/5/2023,Not applicable
Sankt Margarethen,9.25,53.89,2/20/2023,2/23/2023,Not applicable
Schwentinental,10.23,54.29,2/9/2023,2/23/2023,Not applicable
Wahlstorf,10.32,54.21,2/13/2023,2/23/2023,Not applicable
Lütjensee,10.374,53.655,2/19/2023,2/26/2023,Not applicable
Hanerau-Hademarschen,9.44,54.11,2/12/2023,12/31/1969,Not applicable
Bark,10.18,53.91,2/12/2023,12/31/1969,Not applicable
Trittau,10.38,53.62,2/5/2023,2/13/2023,Not applicable
Grebin,10.48,54.19,1/30/2023,2/12/2023,Not applicable
Wentorf bei Hamburg,10.242,53.486,2/9/2023,2/12/2023,Not applicable
Halstenbek,9.85,53.62,2/6/2023,2/12/2023,Not applicable
Wobbenbüll,8.99,54.52,2/2/2023,2/13/2023,Not applicable
Hattstedtermarsch,8.92,54.56,2/2/2023,2/13/2023,Not applicable
Nordermeldorf,9.01,54.1,1/12/2023,1/24/2023,Not applicable
Negenharrie,10.07,54.14,1/15/2023,2/23/2023,Backyard
Heist,9.656,53.655,1/24/2023,2/5/2023,Not applicable
Helgoland,7.917,54.185,1/12/2023,2/5/2023,Not applicable
Bad Segeberg ,10.309,53.927,2/5/2023,2/5/2023,Not applicable
Elmenhorst,10.28,53.76,1/29/2023,2/6/2023,Not applicable
Dagebüll,8.69,54.73,1/11/2023,1/24/2023,Not applicable
Itzehoe,9.48,53.93,1/19/2023,1/24/2023,Not applicable
Kollmar,9.449,53.737,1/15/2023,1/24/2023,Not applicable
Scheggerott,9.82,54.66,1/14/2023,1/24/2023,Not applicable
Mönkloh,9.772,53.886,1/5/2023,12/31/1969,Not applicable
Brunsbüttel,9.17,53.9,1/3/2023,1/11/2023,Not applicable
Glückstadt,9.405,53.807,12/29/2022,1/5/2023,Not applicable
Pinneberg,9.79,53.63,12/22/2022,1/5/2023,Not applicable
Hohwacht,10.67,54.32,12/22/2022,1/5/2023,Not applicable
Bollingstedt,9.417,54.591,12/21/2022,1/5/2023,Not applicable
Helgoland,7.884,54.188,12/15/2022,1/24/2023,Not applicable
Eddelak,9.13,53.94,11/14/2022,11/23/2022,Not applicable
Bebensee,10.29,53.87,11/25/2022,1/3/2023,Backyard
Sylt,8.374,54.8629,11/16/2022,11/24/2022,Not applicable
Ockholm,8.805,54.658,10/25/2022,10/27/2022,Not applicable
Stockelsdorf,10.634,53.898,10/30/2022,12/3/2022,Backyard
Loop,9.948237,54.150644,10/12/2022,12/11/2022,Not applicable
Dagebüll,8.743,54.71,11/14/2022,11/17/2022,Not applicable
Friedrich-Wilhelm-Lübke-Koog,8.614,54.88,11/8/2022,11/17/2022,Not applicable
Burg,9.251,54.002,11/6/2022,11/17/2022,Not applicable
Helgoland,7.884,54.178,11/3/2022,11/17/2022,Not applicable
Brunsbüttel,9.137,53.896,9/15/2022,9/27/2022,Not applicable
Joldelund,9.127,54.64,11/2/2022,11/9/2022,Not applicable
Brunsbüttel,9.108,53.889,10/19/2022,10/27/2022,Not applicable
Reußenköge,8.814,54.6,9/28/2022,11/9/2022,Not applicable
Glückstadt,9.431,53.794,10/12/2022,10/27/2022,Not applicable
Schacht-Audorf,9.7165,54.2989,1/10/2022,7/13/2022,Not applicable
Großhansdorf,10.271,53.65,7/21/2022,7/26/2022,Not applicable
Emmelsbüll-Horsbüll,8.662,54.838,9/12/2022,10/14/2022,Backyard
Risum-Lindholm,8.855,54.753,9/19/2022,10/21/2022,Backyard
Tackesdorf,9.473,54.181,10/3/2022,11/9/2022,Backyard
Hattstedtermarsch,8.937,54.563,10/18/2022,10/20/2022,Not applicable
Ockholm,8.798,54.675,10/18/2022,10/20/2022,Not applicable
Friedrichskoog,8.897,54.013,9/25/2022,10/4/2022,Not applicable
Brunsbüttel,9.121,53.899,9/25/2022,10/4/2022,Not applicable
Büsum,8.8585913,54.134,9/29/2022,10/4/2022,Not applicable
Drage,9.525,54.007,10/4/2022,10/4/2022,Not applicable
Kellinghusen,9.731,53.956,9/15/2022,9/18/2022,Not applicable
Sankt Margarethen,9.253,53.895,9/15/2022,9/18/2022,Not applicable
Friedrichskoog,8.686,54.057,7/19/2022,8/23/2022,Not applicable
Sankt Peter-Ording,8.5981,54.3167,8/11/2022,9/12/2022,Not applicable
Helgoland,7.908,54.181,7/24/2022,8/17/2022,Not applicable
Friedrichskoog,8.836,54.027,7/18/2022,8/4/2022,Not applicable
Neufelderkoog,8.964,53.9,7/14/2022,8/4/2022,Not applicable
Steinbergkirche,9.752,54.802,7/24/2022,8/18/2022,Not applicable
Glücksburg (Ostsee),9.522,54.837,7/26/2022,8/18/2022,Not applicable
Hooge,8.507,54.527,7/28/2022,7/28/2022,Not applicable
Glücksburg (Ostsee),9.603,54.83,7/18/2022,8/18/2022,Not applicable
Munkbrarup,9.613,54.829,7/18/2022,8/18/2022,Not applicable
Neufelderkoog,8.964,53.9,7/18/2022,7/25/2022,Not applicable
Brunsbüttel,9.129,53.9,7/20/2022,7/25/2022,Not applicable
Friedrichskoog,8.687,54.054,7/17/2022,7/25/2022,Not applicable
Kampen,8.353,54.965,7/20/2022,7/25/2022,Not applicable
List,8.424,55.033,7/20/2022,7/25/2022,Not applicable
Friedrichskoog,8.685,54.057,7/12/2022,7/19/2022,Not applicable
Hooge,8.54,54.57,7/5/2022,7/14/2022,Not applicable
Helgoland,7.911,54.188,7/17/2022,7/19/2022,Not applicable
Neufelderkoog,8.976,53.895,7/12/2022,7/14/2022,Not applicable
Fehmarn,11.086,54.437,6/23/2022,6/30/2022,Not applicable
Pellworm,8.726,54.464,7/3/2022,7/6/2022,Not applicable
Probsteierhagen,10.264,54.345,6/22/2022,7/6/2022,Not applicable
Friedrichskoog,8.685,54.055,6/17/2022,6/30/2022,Not applicable
Reußenköge,8.871,54.559,6/21/2022,6/27/2022,Not applicable
Hooge,8.511,54.528,6/21/2022,6/27/2022,Not applicable
Kampen (Sylt),8.355,54.979,6/16/2022,6/23/2022,Not applicable
