location,longitude,latitude,start,end,epiUnit
Mainz,8.27,50,2/21/2023,12/31/1969,Not applicable
Wolfstein,7.62,49.57,2/16/2023,12/31/1969,Backyard
Bad Breisig,7.3,50.49,10/30/2022,12/2/2022,Backyard
Wörth am Rhein,8.26,49.04,12/5/2022,12/31/1969,Backyard
Westheim (Pfalz),8.323,49.247,12/5/2022,12/31/1969,Backyard
Limbach,7.79,50.7,12/5/2022,12/31/1969,Backyard
Marzhausen ,7.75,50.68,11/2/2022,12/15/2022,Backyard
Wissen,7.78,50.75,10/31/2022,12/15/2022,Backyard
Döttesfeld,7.546159,50.625192,12/29/2021,1/26/2022,Backyard
Stahlhofen am Wiesensee,7.999678,50.586343,11/17/2021,12/31/2021,Not applicable
Seck,8.031478,50.587882,11/17/2021,12/31/2021,Not applicable
Herschbach,7.726,50.56377,11/17/2021,12/31/2021,Not applicable
Steinebach an der Wied,7.807106,50.593904,11/15/2021,12/31/2021,Not applicable
Herschbach,7.727863,50.563783,11/13/2021,12/31/2021,Not applicable
Steinebach an der Wied,7.814348,50.599706,11/8/2021,12/31/2021,Not applicable
Stahlhofen am Wiesensee,7.9995,50.5865,11/8/2021,12/31/2021,Not applicable
Dreifelden,7.815946,50.599781,11/8/2021,12/31/2021,Not applicable
Dreifelden,7.82054,50.5941,11/5/2021,12/31/2021,Not applicable
