location,longitude,latitude,start,end,epiUnit
Wien,16.430683,48.229282,2/27/2023,3/2/2023,Not applicable
Tulln,15.749461,48.40125,2/28/2023,3/2/2023,Not applicable
Wien,16.462995,48.173888,2/27/2023,3/2/2023,Not applicable
St. Pölten,15.645819,48.216395,2/23/2023,3/1/2023,Not applicable
Melk,15.03861,48.147935,2/25/2023,3/1/2023,Not applicable
Wien,16.395679,48.251284,2/26/2023,2/28/2023,Not applicable
Wien,16.47723,48.189456,2/23/2023,2/28/2023,Not applicable
Wien,16.442414,48.178422,2/21/2023,2/27/2023,Not applicable
Wien,16.438465,48.211991,2/20/2023,2/27/2023,Not applicable
Mödling,16.35,48.06,2/7/2023,2/19/2023,Other
Melk,15.06,48.19,2/14/2023,2/19/2023,Not applicable
Tulln,16,48.32,2/14/2023,2/16/2023,Not applicable
Tulln,16.34,48.29,2/14/2023,2/16/2023,Not applicable
Melk,15.297,48.227,2/11/2023,2/14/2023,Not applicable
Wien,16.39,48.24,2/8/2023,2/14/2023,Not applicable
Braunau am Inn,12.977972,48.055678,1/9/2023,2/12/2023,Backyard
Melk,15.307,48.23,2/4/2023,2/7/2023,Not applicable
Melk,15.036,48.13,2/6/2023,2/7/2023,Not applicable
Wien,16.46,48.17,2/5/2023,2/6/2023,Not applicable
Linz,14.26,48.31,2/5/2023,2/8/2023,Not applicable
Wien,16.46,48.17,2/1/2023,2/5/2023,Not applicable
Perg,14.77,48.19,2/3/2023,2/9/2023,Not applicable
Melk,15.37,48.19,1/29/2023,2/1/2023,Not applicable
Krems-Land,15.66,48.54,1/28/2023,2/1/2023,Not applicable
Salzburg,13.044761,47.793426,1/29/2023,2/1/2023,Not applicable
Kufstein,12.178516,47.600166,1/29/2023,2/1/2023,Not applicable
Wien,16.44328,48.179859,1/29/2023,1/31/2023,Not applicable
Wien,16.4,48.235,1/29/2023,1/31/2023,Not applicable
Vöcklabruck,13.607,47.952,1/26/2023,1/31/2023,Not applicable
