location,longitude,latitude,start,end,epiUnit
Schmölln-Putzkau,14.21,51.1,11/28/2022,1/10/2023,Backyard
Wachau,13.879,51.158,3/10/2022,4/18/2022,Backyard
Dippoldiswalde,13.702,50.922,3/22/2022,3/31/2022,Not applicable
Pirna,13.904,50.972,3/13/2022,3/20/2022,Not applicable
Dresden,13.861,51.009,3/9/2022,3/20/2022,Not applicable
Dresden,13.721,51.121,3/16/2022,3/16/2022,Not applicable
Dresden,13.805,51.056,3/2/2022,3/15/2022,Not applicable
Pirna,13.89,50.976,3/6/2022,3/14/2022,Not applicable
Markkleeberg,12.353,51.252,2/15/2022,3/9/2022,Not applicable
Dresden,13.682,51.072,2/23/2022,3/2/2022,Not applicable
Pirna,13.939,50.964,2/24/2022,3/3/2022,Not applicable
Dresden,13.774,51.06,2/13/2022,2/17/2022,Not applicable
Pirna,13.895,50.974,1/24/2022,2/9/2022,Not applicable
Dresden,13.78,51.06,2/2/2022,2/9/2022,Not applicable
Weißwasser/O.L.,14.623,51.512,1/18/2022,1/30/2022,Not applicable
Röderaue,13.423,51.389,1/18/2022,1/31/2022,Not applicable
Beilrode,13.016,51.644,1/13/2022,1/18/2022,Not applicable
Rietschen,14.79033,51.408717,11/10/2021,11/17/2021,Not applicable
Leipzig,12.312,51.253,11/14/2021,11/17/2021,Not applicable
Rietschen,14.79,51.408,11/8/2021,11/17/2021,Not applicable
Rietschen,14.79,51.4,11/8/2021,11/17/2021,Not applicable
