location,longitude,latitude,start,end,epiUnit
Bruck an der Leitha,16.61,48.113,11/22/2021,11/24/2021,Backyard
Schärding,13.50634,48.559051,4/7/2022,5/4/2022,Not applicable
Gänserndorf,16.6006,48.25917,3/24/2022,4/5/2022,Not applicable
Wien,16.40902,48.18072,3/8/2022,3/21/2022,Not applicable
Schärding,13.552837,48.527045,3/8/2022,3/14/2022,Not applicable
Leibnitz,15.572122,46.744684,2/11/2022,2/16/2022,Not applicable
Leibnitz,15.583641,46.78455,2/11/2022,2/15/2022,Not applicable
Leibnitz,15.529925,46.822406,2/1/2022,2/7/2022,Not applicable
Braunau am Inn,13.15219,48.28321,1/24/2022,1/31/2022,Not applicable
Leibnitz,15.561343,46.829746,1/23/2022,1/25/2022,Not applicable
Leibnitz,15.561343,46.829746,1/19/2022,1/24/2022,Not applicable
Klagenfurt-Land,14.4548,46.5631,1/12/2022,1/16/2022,Not applicable
Gmünd,14.8767,48.769,1/2/2022,1/11/2022,Not applicable
Bruck an der Leitha,16.6119,48.1074,12/26/2021,1/11/2022,Not applicable
Rohrbach,14.01,48.54,1/19/2022,1/23/2022,Backyard
Rohrbach,14.01,48.54,1/17/2022,1/19/2022,Backyard
Hartberg-Fürstenfeld,16.013,47.0714,1/2/2022,1/6/2022,Not applicable
Wien,16.3734,48.2692,1/3/2022,1/6/2022,Not applicable
Graz Umgebung,15.4556,46.979,1/2/2022,1/9/2022,Not applicable
Wien,16.4242,48.2377,12/30/2021,1/4/2022,Not applicable
Hartberg-Fürstenfeld,16.0102,47.0734,12/31/2021,1/3/2022,Not applicable
Leibnitz,15.514,46.731,12/28/2021,12/29/2021,Backyard
Hartberg-Fürstenfeld,16.0089,47.0729,12/22/2021,12/29/2021,Not applicable
Wien,16.4166,48.2422,12/20/2021,12/21/2021,Not applicable
Wien,16.4173,48.2428,12/14/2021,12/19/2021,Not applicable
Wien,16.4057,48.2472,12/14/2021,12/19/2021,Not applicable
Wien,16.4002,48.2507,12/12/2021,12/14/2021,Not applicable
Krems an der Donau Land,15.6958,48.4925,12/8/2021,12/14/2021,Not applicable
Wien,16.4013,48.2507,12/12/2021,12/14/2021,Not applicable
Wien,16.4182,48.2424,12/7/2021,12/12/2021,Not applicable
Wien,16.4253,48.2372,12/6/2021,12/12/2021,Not applicable
