location,longitude,latitude,start,end,epiUnit
Teublitz,12.08,49.22,2/21/2023,3/1/2023,Not applicable
Schwandorf,12.06,49.3,2/22/2023,3/1/2023,Not applicable
Burglengenfeld,12.05,49.21,2/21/2023,3/1/2023,Not applicable
Prien a. Chiemsee,12.36,47.86,2/20/2023,2/26/2023,Not applicable
Rottenburg a.d. Laaber,12.01,48.72,2/19/2023,12/31/1969,Backyard
Krailling,11.42,48.1,2/13/2023,12/31/1969,Not applicable
Gauting,11.39,48.08,2/13/2023,12/31/1969,Not applicable
Osterhofen,13.07,48.68,2/13/2023,2/20/2023,Not applicable
Dettelbach,10.17,49.8,2/12/2023,2/16/2023,Not applicable
Wang,11.97,48.47,2/5/2023,12/31/1969,Not applicable
Landshut,12.12,48.52,2/8/2023,12/31/1969,Not applicable
Wunsiedel,11.98,50.02,2/9/2023,12/31/1969,Not applicable
Steinberg,12.16,49.28,2/5/2023,2/12/2023,Not applicable
Burglengenfeld,12.01,49.2,2/5/2023,2/14/2023,Not applicable
Ergoldsbach,12.17,48.68,2/9/2023,12/31/1969,Backyard
Burgebrach,10.79,49.82,2/7/2023,12/31/1969,Backyard
Marktredwitz,12.08,50.01,2/8/2023,12/31/1969,Backyard
Schwandorf,12.07,49.31,2/3/2023,2/12/2023,Not applicable
Kallmünz,11.98,49.15,1/30/2023,12/31/1969,Not applicable
Bad Königshofen i. Grabfeld,10.5,50.26,2/1/2023,12/31/1969,Backyard
München,11.55,48.09,1/19/2023,2/14/2023,Not applicable
Steinberg,12.16,49.28,1/29/2023,2/1/2023,Not applicable
Moosburg a.d. Isar,11.93,48.46,1/22/2023,12/31/1969,Not applicable
Neuburg a.d. Donau,11.138084,48.73536,12/28/2021,5/22/2022,Not applicable
Neuburg a.d. Donau,11.229,48.7499,1/11/2022,5/22/2022,Not applicable
Arnschwang,12.8,49.262,1/30/2022,5/9/2022,Not applicable
Kaufering,10.86,48.11,2/1/2022,2/2/2022,Not applicable
Weichering,11.3384,48.6889,1/18/2022,5/22/2022,Not applicable
Landsberg am Lech,10.877,48.031,2/2/2022,2/6/2022,Not applicable
Hurlach,10.851,48.124,2/24/2022,3/5/2022,Not applicable
Ismaning,11.652,48.219,4/5/2022,4/7/2022,Not applicable
Weilbach,9.221,49.676,10/29/2022,2/6/2023,Backyard
Waldsassen,12.29,50,1/1/2023,2/5/2023,Backyard
Klingenberg a. Main,9.17,49.78,1/22/2023,1/22/2023,Not applicable
Stubenberg ,13.094,48.283,1/17/2023,12/31/1969,Not applicable
Wasserburg a. Inn,12.18,48.04,1/17/2023,12/31/1969,Backyard
München,11.56,48.1,1/10/2023,1/17/2023,Not applicable
Karlsfeld,11.46,48.22,12/30/2022,1/4/2023,Not applicable
Burglengenfeld,12.04,49.2,12/28/2022,1/3/2023,Not applicable
Weilbach,9.176,49.673,11/9/2022,1/12/2023,Backyard
Schalkham,12.469,48.465,11/9/2022,12/11/2022,Zoo
Laudenbach,9.1789,49.7406,10/25/2022,12/7/2022,Backyard
Passau,13.498,48.574,2/6/2022,9/13/2022,Not applicable
Leipheim,10.1869,48.4711,2/21/2022,4/25/2022,Not applicable
Altusried,10.2,47.81,2/23/2022,2/24/2022,Not applicable
Zolling,11.743,48.46,2/24/2022,4/11/2022,Not applicable
Ebensfeld,10.955,50.064,3/23/2022,4/28/2022,Not applicable
Wang,11.989,48.485,3/16/2022,5/26/2022,Not applicable
Landshut,12.158,48.532,3/14/2022,5/8/2022,Zoo
Moosburg a.d. Isar,11.956,48.474,3/30/2022,5/26/2022,Not applicable
Eching,12.017,48.498,4/24/2022,4/25/2022,Not applicable
Mauth,13.588,48.931,3/23/2022,4/19/2022,Not applicable
München,11.568,48.122,3/27/2022,4/21/2022,Not applicable
Birkenfeld,9.742733,49.841547,3/13/2022,3/15/2022,Zoo
Schwarzhofen,12.333,49.386,2/23/2022,3/8/2022,Not applicable
Schwarzenbach a.d. Saale,11.91,50.192,1/25/2022,1/31/2022,Not applicable
Regensburg,12.135,48.992,1/30/2022,12/31/1969,Not applicable
Gunzenhausen,10.755,49.111,1/3/2022,12/31/1969,Not applicable
Peißenberg,11.055493,47.7837,12/20/2021,1/25/2022,Not applicable
Weidenbach,10.643,49.206348,12/25/2021,1/6/2022,Not applicable
Happurg,11.474833,49.486918,11/10/2021,12/12/2021,Not applicable
Eiting,11.885104,48.415858,11/9/2021,12/22/2021,Not applicable
Happurg,11.46,49.5,10/31/2021,12/1/2021,Forest
Furth im Wald,12.85,49.29,10/19/2021,10/24/2021,Forest
