location,longitude,latitude,start,end,epiUnit
Groß Kreutz (Havel),12.84,52.42,2/16/2023,2/21/2023,Not applicable
Spremberg,14.38,51.62,2/9/2023,2/13/2023,Not applicable
Neuruppin,12.82,52.92,1/22/2023,1/24/2023,Not applicable
Groß Pankow (Prignitz),12.05,53.13,1/22/2023,1/23/2023,Not applicable
Potsdam,13.03,52.39,1/15/2023,1/23/2023,Not applicable
Forst (Lausitz),14.64,51.76,1/18/2023,1/22/2023,Not applicable
Meyenburg,12.24,53.31,12/7/2022,1/5/2023,Backyard
Putlitz,12.04,53.3,12/5/2022,1/5/2023,Backyard
Uckerland,13.82,53.49,11/30/2022,2/9/2023,Backyard
Meyenburg,12.27,53.28,11/30/2022,1/5/2023,Backyard
Storbeck-Frankendorf,12.763,52.971,12/7/2022,12/31/1969,Backyard
Wittstock/Dosse,12.422,53.242,12/4/2022,12/31/1969,Backyard
Wittstock/Dosse,12.465,53.192,11/15/2022,11/17/2022,Not applicable
Cottbus,14.35,51.74,1/30/2022,10/2/2022,Not applicable
Müllrose,14.421342,52.242482,1/25/2022,4/18/2022,Not applicable
Wiesenburg/Mark,12.3,52.136,8/14/2022,8/21/2022,Not applicable
Althüttendorf,13.789,52.959,3/3/2022,3/6/2022,Not applicable
Fehrbellin,12.677,52.845,2/10/2022,2/14/2022,Not applicable
Bad Wilsnack,11.885,52.949,1/23/2022,1/23/2022,Not applicable
Schwielochsee,14.201297,52.017161,1/18/2022,1/19/2022,Not applicable
Fehrbellin,12.863,52.7624,1/9/2022,1/10/2022,Not applicable
Schwedt/Oder,14.301796,53.074949,1/12/2022,1/13/2022,Not applicable
Oderberg,14.0566,52.8661,1/5/2022,1/6/2022,Not applicable
Schwedt/Oder,14.2681,53.0427,1/5/2022,1/9/2022,Not applicable
Golzow,14.488,52.5806,1/5/2022,1/6/2022,Not applicable
Grünewald,13.9917,51.3745,12/5/2021,12/16/2021,Not applicable
Wittenberge,11.73,52.989,12/20/2021,12/20/2021,Not applicable
Fehrbellin,12.87,52.766,11/23/2021,11/25/2021,Not applicable
Byhleguhre-Byhlen,14.172609,51.880907,11/24/2021,12/2/2021,Not applicable
Neuruppin,12.8779,52.9111,11/23/2021,11/25/2021,Not applicable
Ketzin,12.84,52.474,11/14/2021,11/14/2021,Not applicable
