location,longitude,latitude,start,end,epiUnit
Rzeczyca					,18.86378,51.734601,1/16/2022,2/2/2022,Farm
Dzietrzkowice 				,18.33224,51.15125,12/29/2021,12/30/2021,Farm
Cełujki					,22.9201,52.0902,1/8/2022,3/1/2022,Farm
Wólki					,18.901211,51.998805,3/3/2022,3/21/2022,Farm
Ładawy					,18.90297,52.004625,3/1/2022,4/24/2022,Farm
Golice Kolonia 				,22.3278,52.2879,11/15/2021,2/3/2022,Farm
Nakory,22.340872,52.278741,11/2/2021,1/20/2022,Farm
Golice Kolonia 				,22.3298,52.2874,11/10/2021,2/16/2022,Farm
Chlewo,18.473189,51.74339,2/12/2022,3/23/2022,Farm
Rożdżały 					,18.81004,51.73144,1/7/2022,2/23/2022,Farm
Stary Uścimów 					,22.951163,51.471668,1/8/2022,2/8/2022,Farm
Chlewo				,18.473189,51.74339,11/6/2021,12/22/2021,Farm
Dziegietnia				,22.265671,52.372613,11/7/2021,12/26/2021,Farm
Gawłowice				,18.54377,51.765282,11/11/2021,12/22/2021,Farm
Gawłowice				,18.543861,51.77602,11/11/2021,12/22/2021,Farm
Ostrowsko				,18.779475,52.00985,12/5/2021,1/16/2022,Farm
Ostrowsko				,18.77644,52.00308,12/5/2021,1/10/2022,Farm
Człopy				,18.735886,51.973458,12/5/2021,1/19/2022,Farm
Ostrowsko				,18.774439,52.002946,12/8/2021,1/10/2022,Farm
Parzęczew				,19.218627,51.943658,12/10/2021,1/25/2022,Farm
Gazomia Stara 				,19.75548,51.49697,12/12/2021,1/17/2022,Farm
Człopy				,18.73796,51.97265,12/19/2021,1/16/2022,Backyard
Nowosielec					,22.741495,52.240463,12/31/2021,2/2/2022,Farm
Nowosielec					,22.741495,52.240463,12/31/2021,2/2/2022,Farm
Strusy,22.3816,52.2422,11/2/2021,1/11/2022,Farm
Nakory,22.339819,52.280523,11/2/2021,1/23/2022,Farm
Strusy,22.378489,52.251342,11/1/2021,1/11/2022,Farm
Strusy,22.385878,52.243901,10/31/2021,1/11/2022,Farm
