location,longitude,latitude,start,end,epiUnit
Kistelek,19.9678,46.4804,12/30/2021,1/5/2022,Farm
Üllés,19.775227,46.356332,12/21/2021,1/3/2022,Farm
Szentes,20.276711,46.627425,12/29/2021,1/2/2022,Farm
Szentes,20.2855,46.647427,12/29/2021,1/2/2022,Farm
Szentes,20.2381,46.6505,12/25/2021,12/29/2021,Farm
Csongrád,20.0756,46.7142,12/26/2021,12/29/2021,Farm
Szentes,20.2851,46.6482,12/24/2021,12/28/2021,Farm
Bordány,19.9489,46.2963,12/23/2021,12/29/2021,Farm
Szentes,20.325613,46.647263,12/20/2021,12/21/2021,Farm
Kistelek,19.911004,46.496419,12/18/2021,12/21/2021,Farm
Csengele,19.8695,46.5445,11/29/2021,12/2/2021,Farm
Csengele,19.885671,46.524114,11/30/2021,12/2/2021,Farm
Pusztaszer,19.819304,46.539249,12/9/2021,12/12/2021,Farm
Csengele,19.822482,46.532899,12/9/2021,12/14/2021,Farm
Csengele,19.831536,46.540877,12/7/2021,12/8/2021,Farm
Pusztaszer,19.970389,46.55297,12/8/2021,12/10/2021,Farm
Csengele,19.867896,46.532707,12/5/2021,12/8/2021,Farm
Pusztaszer,19.9999,46.5358,12/6/2021,12/9/2021,Farm
Csengele,19.833539,46.534605,12/2/2021,12/7/2021,Farm
Zsombó,19.940479,46.347251,11/19/2021,11/23/2021,Farm
