location,longitude,latitude,start,end,epiUnit
Tyngenes fyr,5.58311,59.03623,11/8/2022,12/31/1969,Other
Øksfjord kai,22.35639,70.23797,9/26/2022,2/21/2023,Other
Sørbø s,5.72964,58.8256,10/31/2022,2/20/2023,Village
Skasveien,5.6053,58.80841,10/31/2022,2/20/2023,Other
Vega kommune,12.00325,65.64865,10/30/2022,2/21/2023,Other
Øksfjord kai,25.91,71.03,10/2/2022,12/31/1969,Other
Stavanger by,5.73,58.96,10/6/2022,12/31/1969,Other
Øksfjord,22.35639,70.23797,9/26/2022,12/31/1969,Other
Kvalnesveien,10.13901,64.13458,9/5/2022,12/31/1969,Other
Kleiv,13.59283,68.28819,8/11/2022,12/31/1969,Other
Kvaløya,18.01758,69.56523,8/3/2022,12/31/1969,Other
Krokenstranda,19.07158,69.68953,8/9/2022,12/31/1969,Other
sentralfyra,29.69879,70.6244,8/8/2022,12/31/1969,Other
Sklinna,11.64551,65.08255,6/21/2022,12/31/1969,Other
Leknes,13.49739,68.20944,8/4/2022,12/31/1969,Other
Struen 21,4.97681,61.84319,6/19/2022,12/31/1969,Other
Jeløy  radio,10.60661,59.43879,6/19/2022,12/31/1969,Other
Bugøynes,29.6521,69.96609,6/20/2022,12/31/1969,Other
Horgefjorden,5.11002,60.1203,6/15/2022,12/31/1969,Other
Selbjørnfjorden,5.15121,60.08231,6/16/2022,12/31/1969,Other
Øygarden k,5.03723,60.35277,6/16/2022,12/31/1969,Other
Vadsø kommune,29.75098,70.06652,6/14/2022,12/31/1969,Other
Jan Mayen,-8.2557,70.9928,7/19/2022,12/31/1969,Other
Sarpsborg,11.10835,59.31898,7/6/2022,12/31/1969,Other
Sømna,12.23485,65.3239,7/11/2022,12/31/1969,Body of water
Hermansen Island bird sanctuary,12.21542,78.54086,7/6/2022,12/31/1969,Not applicable
Hitra k,8.7616,63.57057,6/13/2022,12/31/1969,Other
Orrestranda,5.51239,58.7422,6/14/2022,12/31/1969,Other
Sjursøya,10.75459,59.8879,6/14/2022,12/31/1969,Other
Nordsjøen,4.87793,58.49082,6/9/2022,12/31/1969,Body of water
Dragavika,5.38879,59.40211,6/13/2022,12/31/1969,Other
Åkrasanden,5.19653,59.24482,6/13/2022,12/31/1969,Other
Havsholman,11.66748,65.08602,6/7/2022,12/31/1969,Other
Sør-Herøy,12.25,65.97,5/2/2022,12/31/1969,Other
Fløhamn,5.85,62.4,5/2/2022,12/31/1969,Other
Tveitevannet,5.35,60.35,5/4/2022,12/31/1969,Other
Aure,8.50959,63.25883,3/19/2022,12/31/1969,Other
Bjørnøya,6.23,62.56,3/13/2022,12/31/1969,Other
Stangeland,5.7,58.85,2/6/2022,12/31/1969,Other
Borilden,4.86694,60.81804,1/9/2022,1/19/2022,Other
Pollen,8.7677,58.46008,1/3/2022,12/31/1969,Other
