4693, 159770, H5N1 
4512, 159749, H5N1 
4690, 159765, H5N1 
4333, 159736, H5N1 
4668, 159725, H5N1 
4789, 159724, H5N1 
4750, 159768, H5N1 
3649, 159713, H5N1 
3733, 159716, H5N1 
4784, 159707, H5N1 
4733, 159738, H5N1 
4706, 159706, H5N1 
4025, 159693, H5N1 
4128, 159694, H5N1 
4763, 159686, H5N1 
4634, 159679, H5N1 
4836, 159687, H5N1 
4309, 159678, H5N1 
4026, 159691, H5N1 
4101, 159674, H5N1 
4012, 159672, H5N1 
4070, 159669, H5N1 
4451, 159676, H5N1 
4023, 159662, H5N1 
4294, 159667, H5N1 
4833, 159652, H5N1 
4063, 159641, H5N1 
4247, 159647, H5N1 
4644, 159640, H5N1 
4643, 159639, H5N1 
4073, 159637, H5N1 
4825, 159633, H5N1 
4793, 159627, H5N1 
4730, 159625, H5N1 
4735, 159624, H5N1 
4640, 159621, H5N1 
4775, 159615, H5N1 
4381, 159614, H5N1 
4530, 159588, H5N1 
4753, 159582, H5N1 
4191, 159581, H5N1 
4256, 159580, H5N1 
4131, 159613, H5N1 
4127, 159579, H5N1 
4126, 159578, H5N1 
4689, 159538, H5N1 
4541, 159527, H5N1 
4710, 159653, H5N1 
4215, 159482, H5N1 
4279, 159480, H5N1 
4129, 159695, H5N1 
4792, 159478, H5N1 
4028, 159470, H5N1 
4075, 159452, H5N1 
4762, 159451, H5N1 
4116, 159450, H5N1 
4637, 159432, H5N1 
4266, 159399, H5N1 
4621, 159508, H5N1 
4030, 159375, H5N1 
4748, 159357, H5N1 
4231, 159320, H5N1 
4787, 159312, H5N1 
4770, 159477, H5N1 
4809, 159241, H5N1 
4331, 159232, H5N1 
4716, 159191, H5N1 
4772, 159190, H5N1 
4671, 159139, H5N1 
4777, 159090, H5N1 
4742, 159086, H5N1 
4031, 159025, H5N1 
4786, 159283, H5N1 
3496, 159229, H5N1 
4130, 158893, H5N1 
4840, 158849, H5N1 
4824, 158824, H5N1 
4794, 158998, H5N1 
4376, 158794, H5N1 
4714, 158792, H5N1 
4328, 158790, H5N1 
4838, 158787, H5N1 
4681, 158748, H5N1 
4719, 158734, H5N1 
4729, 158733, H5N1 
4701, 158731, H5N1 
4675, 158708, H5N1 
4705, 158658, H5N1 
4702, 158599, H5N1 
4823, 158574, H5N1 
3672, 158913, H5N1 
4817, 158527, H5N1 
4219, 158520, H5N1 
4056, 159379, H5N1 
4718, 158479, H5N1 
4807, 158454, H5N1 
4254, 158556, H5N1 
4443, 158483, H5N1 
4670, 158503, H5N1 
4802, 158437, H5N1 
4051, 158422, H5N1 
4651, 158344, H5N1 
4724, 158332, H5N1 
4119, 158277, H5N1 
4636, 158358, H5N1 
4438, 158383, H5N1 
3756, 158244, H5N1 
4711, 158240, H5N1 
4641, 158229, H5N1 
4625, 158210, H5N1 
4771, 158193, H5N1 
4568, 158192, H5N1 
4768, 158169, H5N1 
4760, 158114, H5N1 
4779, 158249, H5N1 
4726, 157990, H5N1 
4744, 157989, H5N1 
4570, 157976, H5N1 
4524, 157933, H5N1 
4067, 157923, H5N1 
4528, 157846, H5N1 
4778, 158402, H5N1 
4248, 157838, H5N1 
4344, 157839, H5N1 
4692, 157735, H5N1 
4243, 157904, H5N1 
4034, 157715, H5N1 
4620, 157705, H5N1 
4233, 158075, H5N1 
4483, 157689, H5N1 
4607, 157688, H5N1 
4484, 157687, H5N1 
4221, 157624, H5N1 
4674, 157612, H5N1 
4600, 157834, H5N1 
4667, 157548, H5N1 
4595, 157536, H5N1 
4645, 157411, H5N1 
4060, 157302, H5N1 
4646, 157421, H5N1 
4583, 157265, H5N1 
4048, 157240, H5N1 
4562, 157224, H5N1 
4669, 157556, H5N1 
4395, 157193, H5N1 
4486, 157178, H5N1 
4535, 157061, H5N1 
4565, 156993, H5N1 
4017, 156987, H5N1 
4337, 156603, H5N1 
4288, 157195, H5N1 
4375, 156629, H5N1 
4553, 156393, H5N1 
4456, 156344, H5N1 
4076, 156395, H5N1 
4427, 156237, H5N1 
4105, 156341, H5N1 
4285, 157699, H5N1 
4418, 156233, H5N1 
4411, 156230, H5N1 
4433, 156197, H5N1 
4491, 156169, H5N1 
4083, 156168, H5N1 
4108, 156135, H5N1 
4467, 156031, H5N1 
4508, 156012, H5N1 
4506, 155975, H5N1 
4072, 155924, H5N1 
4050, 155888, H5N1 
4047, 155887, H5N1 
4183, 155886, H5N1 
4055, 155884, H5N1 
4049, 155817, H5N1 
4165, 155718, H5N1 
4480, 155707, H5N1 
4110, 155609, H5N1 
4069, 155493, H5N1 
4140, 155483, H5N1 
4027, 155482, H5N1 
4168, 155481, H5N1 
4071, 155480, H5N1 
4059, 155479, H5N1 
4039, 155478, H5N1 
4139, 155477, H5N1 
4461, 155466, H5N1 
4336, 155456, H5N1 
4329, 155454, H5N1 
4052, 155448, H5N1 
4260, 155432, H5N1 
4385, 155426, H5N1 
4457, 155415, H5N1 
4214, 155355, H5N1 
4125, 155401, H5N1 
4216, 155354, H5N1 
4208, 155352, H5N1 
4197, 155351, H5N1 
4098, 155334, H5N1 
4097, 155333, H5N1 
4488, 156236, H5N1 
4454, 156235, H5N1 
4092, 155254, H5N1 
4439, 155234, H5N1 
4365, 155251, H5N1 
4322, 155034, H5N1 
4245, 155006, H5N1 
4138, 154961, H5N1 
4252, 154955, H5N1 
4397, 154915, H5N1 
4396, 154907, H5N1 
4045, 154880, H5N1 
4107, 154848, H5N1 
4192, 154886, H5N1 
4391, 154870, H5N1 
4104, 154847, H5N1 
4089, 154844, H5N1 
4077, 154843, H5N1 
4303, 154754, H5N1 
4161, 154696, H5N1 
4321, 154531, H5N1 
4189, 154524, H5N1 
4177, 154483, H5N1 
4317, 154470, H5N1 
4004, 154415, H5N1 
4278, 154354, H5N1 
4268, 154305, H5N1 
4319, 154239, H5N1 
4308, 154166, H5N1 
4203, 154142, H5N1 
4171, 154135, H5N1 
4324, 154102, H5N1 
3534, 153988, H5N1 
4190, 153973, H5N1 
4084, 153921, H5N1 
4304, 153896, H5N1 
4093, 153894, H5N1 
4271, 153859, H5N1 
4202, 153743, H5N1 
4174, 153804, H5N1 
4275, 153706, H5N1 
4274, 153703, H5N1 
4184, 153696, H5N1 
4267, 153630, H5N1 
4086, 153588, H5N1 
4040, 153547, H5N1 
3786, 153543, H5N1 
4033, 153517, H5N1 
3783, 153516, H5N1 
3919, 153515, H5N1 
3850, 153514, H5N1 
4246, 153489, H5N1 
4087, 153380, H5N1 
4111, 153354, H5N1 
3607, 153349, H5N1 
4188, 153252, H5N1 
4090, 154845, H5N1 
3748, 153242, H5N1 
3895, 153225, H5N1 
4198, 153163, H5N1 
3723, 153067, H5N1 
4065, 152865, H5N1 
4144, 152790, H5N1 
4014, 152914, H5N1 
4096, 152729, H5N1 
3939, 152545, H5N1 
3971, 152209, H5N1 
3861, 151999, H5N1 
3816, 151927, H5N1 
4185, 153005, H5N1 
3934, 151571, H5N1 
4106, 154846, H5N1 
3532, 151590, H5N1 
3626, 151368, H5N1 
3684, 151250, H5N1 
3749, 151216, H5N1 
