3729, 151187, H5N1 
3872, 151174, H5N1 
3826, 150976, H5N1 
3741, 150907, H5N1 
3705, 150652, H5N1 
3695, 150651, H5N1 
3707, 150529, H5N1 
3490, 150364, H5N1 
3656, 149966, H5N1 
3686, 149965, H5N1 
3732, 151245, H5N1 
3663, 149551, H5N1 
3582, 149093, H5N1 
3540, 19830, H5N1 
3531, 19786, H5N1 
3497, 19583, H5N1 
3924, 151536, H5N1 
