3556, 158246, H5N8 
4363, 156648, H5N8 
3760, 156631, H5N8 
3495, 159388, H5N8 
4477, 156021, H5N8 
4437, 155992, H5N8 
4038, 155925, H5N8 
3631, 155646, H5N8 
3548, 155644, H5N8 
3571, 158245, H5N8 
3757, 155605, H5N8 
3727, 155604, H5N8 
3545, 155599, H5N8 
3535, 155598, H5N8 
3775, 155606, H5N8 
4350, 157744, H5N8 
4370, 155287, H5N8 
4412, 155011, H5N8 
4021, 154852, H5N8 
3417, 155560, H5N8 
3790, 154345, H5N8 
3929, 153993, H5N8 
4211, 156062, H5N8 
4239, 153966, H5N8 
3406, 153558, H5N8 
3916, 153976, H5N8 
3550, 153241, H5N8 
3505, 153068, H5N8 
4121, 153045, H5N8 
3480, 154286, H5N8 
3517, 152973, H5N8 
3405, 152852, H5N8 
4135, 152730, H5N8 
4068, 152725, H5N8 
4095, 152584, H5N8 
3887, 152319, H5N8 
3502, 152290, H5N8 
3944, 153071, H5N8 
3419, 153371, H5N8 
3415, 151931, H5N8 
4011, 152215, H5N8 
3425, 151916, H5N8 
3427, 151825, H5N8 
3507, 155561, H5N8 
3404, 151824, H5N8 
3358, 152049, H5N8 
3478, 151740, H5N8 
3955, 151691, H5N8 
3477, 151690, H5N8 
3941, 151591, H5N8 
3940, 151589, H5N8 
3740, 151588, H5N8 
3444, 151911, H5N8 
3933, 151570, H5N8 
3928, 151544, H5N8 
3529, 151495, H5N8 
3387, 151477, H5N8 
3424, 151365, H5N8 
3388, 151342, H5N8 
3510, 151255, H5N8 
3379, 151772, H5N8 
3735, 151248, H5N8 
3416, 151247, H5N8 
3394, 151246, H5N8 
3377, 151244, H5N8 
3372, 151224, H5N8 
3363, 151254, H5N8 
3364, 151768, H5N8 
3439, 151221, H5N8 
3935, 151574, H5N8 
3412, 151209, H5N8 
3356, 151219, H5N8 
3376, 151194, H5N8 
3378, 151211, H5N8 
3862, 151195, H5N8 
3436, 151169, H5N8 
3794, 151059, H5N8 
3414, 151212, H5N8 
3509, 150793, H5N8 
3355, 150750, H5N8 
3458, 150740, H5N8 
3366, 150738, H5N8 
3483, 150671, H5N8 
3514, 150851, H5N8 
3401, 151189, H5N8 
3395, 151171, H5N8 
3645, 150656, H5N8 
3642, 150653, H5N8 
3737, 150642, H5N8 
3469, 150640, H5N8 
3643, 150639, H5N8 
3528, 150638, H5N8 
3369, 150658, H5N8 
3341, 150614, H5N8 
3385, 150646, H5N8 
3702, 150436, H5N8 
3594, 150435, H5N8 
3462, 150655, H5N8 
3651, 150636, H5N8 
3435, 150527, H5N8 
3762, 150391, H5N8 
3380, 150276, H5N8 
3516, 150235, H5N8 
3332, 150198, H5N8 
3313, 150180, H5N8 
3633, 150148, H5N8 
3472, 150127, H5N8 
3513, 150083, H5N8 
3547, 150023, H5N8 
3461, 150022, H5N8 
3391, 150261, H5N8 
3398, 149855, H5N8 
3604, 149847, H5N8 
3551, 149829, H5N8 
3544, 149942, H5N8 
3459, 149787, H5N8 
3346, 149786, H5N8 
3418, 149584, H5N8 
3409, 149553, H5N8 
3481, 149525, H5N8 
3572, 149344, H5N8 
3590, 149333, H5N8 
3485, 149331, H5N8 
3328, 149535, H5N8 
3493, 149330, H5N8 
3484, 149329, H5N8 
3440, 149098, H5N8 
3577, 149253, H5N8 
3598, 149091, H5N8 
3284, 20009, H5N8 
3501, 19791, H5N8 
3530, 19785, H5N8 
3527, 19774, H5N8 
3511, 19695, H5N8 
3407, 19530, H5N8 
3264, 18836, H5N8 
3293, 18609, H5N8 
3196, 18226, H5N8 
3223, 18311, H5N8 
3390, 19328, H5N8 
3520, 149672, H5N8 
3187, 18085, H5N8 
3492, 19664, H5N8 
3167, 18084, H5N8 
3158, 18083, H5N8 
3157, 17913, H5N8 
3163, 17879, H5N8 
3137, 17762, H5N8 
2883, 17892, H5N8 
3150, 17672, H5N8 
3106, 17625, H5N8 
3098, 17604, H5N8 
3097, 17602, H5N8 
3088, 17601, H5N8 
3105, 17600, H5N8 
3127, 17598, H5N8 
3104, 17267, H5N8 
3118, 17236, H5N8 
3116, 17222, H5N8 
3092, 17165, H5N8 
3100, 17068, H5N8 
3095, 17067, H5N8 
3110, 17003, H5N8 
2845, 16519, H5N8 
2803, 15405, H5N8 
2836, 15029, H5N8 
2799, 14859, H5N8 
2822, 14820, H5N8 
3570, 149812, H5N8 
3506, 19671, H5N8 
